L2_err,L_bc_final,L_int_final,L_int_last,bc_weight,loss_final,ms_per_step,nan,params,peak_mb,problem,seed,steps,variant
0.003960801237875184,7.111806020547294e-06,5.386244655712038e-06,5.4007086971258305e-06,0.1,6.097425257766767e-06,18.10758930447863,False,50049,310.38818359375,chirp_a2,0,1658,vanilla_tanh_direct_ad
