L2_err,L_bc_final,L_int_final,L_int_last,bc_weight,loss_final,ms_per_step,nan,params,peak_mb,problem,representation,seed,steps,variant
1.039379998239984,0.8399738546658495,0.2757096299900992,0.2753665244647783,1.0,1.1156834846559487,36.941134960815624,False,100098,540.203125,maxwell_a4,split_real,0,813,vanilla_tune_w_1
