L2_err,L_bc_final,L_int_final,L_int_last,bc_weight,loss_final,ms_per_step,nan,params,peak_mb,problem,seed,steps,variant
0.0042672398118305714,1.901848925245599e-05,4.770203641649082e-06,4.780818165960381e-06,0.03,5.340758319222762e-06,18.10562883338591,False,50049,310.38818359375,chirp_a2,0,1658,vanilla_tanh_direct_ad
