L2_err,L_bc_final,L_int_final,L_int_last,bc_weight,loss_final,ms_per_step,nan,params,peak_mb,problem,seed,steps,variant
0.0055700512458693036,5.02571544440884e-06,1.5428487947845163e-05,1.5485922046196462e-05,0.3,1.6936202581167816e-05,18.602244033163142,False,50049,310.38818359375,chirp_a2,0,1614,vanilla_tune_w_p3
