L2_err,L_bc_final,L_int_final,L_int_last,bc_weight,loss_final,ms_per_step,nan,params,peak_mb,problem,seed,steps,variant
0.9795085205665153,0.0001644396641867086,0.24199348472084423,0.24308064617102149,3.0,0.24248680371340436,116.25182769588523,False,50049,2151.8681640625,poly_d2_o4,0,259,vanilla_tune_w_3
