L2_err,L_bc_final,L_int_final,L_int_last,bc_weight,loss_final,ms_per_step,nan,params,peak_mb,problem,representation,seed,steps,variant
1.00334011878037,0.9754860578105223,0.2593483325828213,0.2593487086597719,0.03,0.288612914317137,35.90371621174019,False,100098,540.203125,maxwell_a4,split_real,0,837,vanilla_tanh_direct_ad
