L2_err,L_bc_final,L_int_final,L_int_last,bc_weight,loss_final,ms_per_step,nan,params,peak_mb,problem,seed,steps,variant
0.7463887819625813,0.028799577419083323,0.07749732396003378,0.07842893975983668,1.0,0.1062969013791171,115.49426942275694,False,50049,2151.8681640625,poly_d2_o4,0,260,vanilla_tune_w_1
