L2_err,L_bc_final,L_int_final,L_int_last,bc_weight,loss_final,ms_per_step,nan,params,peak_mb,problem,seed,steps,variant
0.2586963843206446,0.06825094902155823,0.001780103557019289,0.001812953482377307,0.1,0.008605198459175113,115.86809647269547,False,50049,2151.8681640625,poly_d2_o4,0,260,vanilla_tune_w_p1
