L2_err,L_bc_final,L_int_final,L_int_last,bc_weight,loss_final,ms_per_step,nan,params,peak_mb,problem,seed,steps,variant
2.427681133446641,0.004470884544487304,0.11460937633781013,0.11472720694104097,3.0,0.12802202997127204,18.519237391618503,False,50049,310.38818359375,chirp_a2,0,1621,vanilla_tune_w_3
