loss_max,loss_mean,loss_median,loss_min,loss_std,method,method_label,ms_per_step_max,ms_per_step_mean,ms_per_step_median,ms_per_step_min,ms_per_step_std,peak_mb_max,peak_mb_mean,peak_mb_median,peak_mb_min,peak_mb_std,rel_error_max,rel_error_mean,rel_error_median,rel_error_min,rel_error_std,seed_count,steps_max,steps_mean,steps_median,steps_min,steps_std,task_id,task_label
3.632636071415618e-05,1.2957930448465049e-05,7.0500313995580655e-06,3.994976850663079e-06,1.357000482026011e-05,war,"WAR (complex64, sinh)",26.871698768382952,25.666436941366335,25.529533763302283,25.18352307129074,0.6969704324703146,499.498046875,499.498046875,499.498046875,499.498046875,0.0,0.018088165670633316,0.015004824660718442,0.016281388700008392,0.009316601790487766,0.003431128280313319,5,47651.0,46781.0,47005.0,44657.0,1233.0312242599537,zk_2d_o3,ZK-2D (order 3)
4.598675877787173e-05,2.6159655863011722e-05,1.6312293155351654e-05,1.3038563338341191e-05,1.642636944628042e-05,real_tanh_autodiff,"Real AD (float32, tanh)",27.32215891102911,25.78963971295703,26.218164663640582,24.279844678337508,1.3062797991140773,306.62890625,306.62890625,306.62890625,306.62890625,0.0,0.03386194258928299,0.02928994074463844,0.030180232599377632,0.024877119809389114,0.0036880567330062346,5,49424.0,46627.0,45770.0,43921.0,2379.02711207754,zk_2d_o3,ZK-2D (order 3)
