elapsed_seconds,loss_max,loss_median,loss_min,loss_q25,loss_q75,method,method_label,rel_error_max,rel_error_median,rel_error_min,rel_error_q25,rel_error_q75,task_id
900.0,4.884205998210417e-05,3.075122393431135e-05,7.0536682900060434e-06,2.9502073673145065e-05,3.647492496449091e-05,war,"WAR (complex64, sinh)",0.03119075382715151,0.02469435487611374,0.019495695203221287,0.021249056018810674,0.028880669535967185,zk_2d_o3
920.0,0.00014258690168921187,3.919514743640364e-05,1.3727738331368614e-05,2.3466940781217572e-05,4.295499041280348e-05,war,"WAR (complex64, sinh)",0.03199087920667981,0.027945769684435393,0.01745110754948281,0.02046865370523576,0.03138990603338712,zk_2d_o3
940.0,2.892478964153843e-05,1.5610154831767983e-05,1.1916717928375373e-05,1.2462821372165782e-05,2.288349890836607e-05,war,"WAR (complex64, sinh)",0.028441366165862784,0.023791656825207154,0.018889030998900755,0.0191385132987637,0.026182370184007115,zk_2d_o3
960.0,2.907275314878339e-05,1.5863074616238847e-05,5.2351409238150265e-06,8.175670159764791e-06,1.7311292750393352e-05,war,"WAR (complex64, sinh)",0.027358496464780648,0.023394450803618357,0.016675001695565315,0.01885679475837506,0.024977433650753448,zk_2d_o3
980.0,4.558017909537121e-05,6.426123175649403e-06,5.753080670971005e-06,6.049654799685624e-06,2.1220190576069665e-05,war,"WAR (complex64, sinh)",0.02591499087882219,0.022380683506624276,0.014283360811676749,0.01821191881213171,0.023620644603171113,zk_2d_o3
1000.0,9.836511245719138e-05,1.5662939820703493e-05,7.033741976634655e-06,8.933504088057988e-06,1.9303757528116395e-05,war,"WAR (complex64, sinh)",0.024315719292093644,0.02100867385911733,0.014785662361653245,0.017485093940206597,0.02260423936650366,zk_2d_o3
1020.0,2.6729178782040487e-05,1.2135307189776349e-05,5.8699787730703805e-06,7.572513700035909e-06,1.997967419390797e-05,war,"WAR (complex64, sinh)",0.023384763021455136,0.02068065265249694,0.013098469880087185,0.018468255056667503,0.021972430758431097,zk_2d_o3
1040.0,1.3611295527082251e-05,8.842811727349128e-06,6.657381396094241e-06,7.351366140909199e-06,1.280231626490051e-05,war,"WAR (complex64, sinh)",0.021810133203236295,0.02100710493254065,0.012506063024408206,0.015719308688828173,0.021339198844462743,zk_2d_o3
1060.0,1.0828927721754812e-05,9.663907350219728e-06,7.698745333406548e-06,8.720206454210759e-06,1.0744116513371475e-05,war,"WAR (complex64, sinh)",0.021446904627332335,0.020339103086695592,0.011410312818636368,0.015771736086557953,0.02056232645358712,zk_2d_o3
1080.0,2.8376383791464454e-05,1.0415734580326918e-05,4.768282839889856e-06,8.283263868406914e-06,1.1118675579309205e-05,war,"WAR (complex64, sinh)",0.01966952341220124,0.019414767677548135,0.011326598087066929,0.015545997720415464,0.019417850434262463,zk_2d_o3
1100.0,2.925225726001807e-05,9.141922708171043e-06,6.028309987508434e-06,6.314846279822689e-06,2.832023304354392e-05,war,"WAR (complex64, sinh)",0.019973628873509498,0.019593651669420637,0.010819086541653922,0.015679568363664246,0.019596535978459423,zk_2d_o3
1120.0,1.6899659975536114e-05,8.841122136189772e-06,8.399675149211298e-06,8.580863858371213e-06,8.853079382706424e-06,war,"WAR (complex64, sinh)",0.018858721268607326,0.018387724884869786,0.01043913598951559,0.014484494380034366,0.018695259600684126,zk_2d_o3
1140.0,1.352368432596059e-05,8.599350684344433e-06,5.1178101521001065e-06,6.805488370286479e-06,1.0580479430570558e-05,war,"WAR (complex64, sinh)",0.018333659463458565,0.017808053785138247,0.010415139042961602,0.014408719717040903,0.01795755307963455,zk_2d_o3
1160.0,3.377034979555642e-05,1.4635069669005363e-05,3.7359606996271205e-06,6.306336051138932e-06,2.2856518536569497e-05,war,"WAR (complex64, sinh)",0.018187226344753626,0.01810862362970038,0.009483419380998902,0.01436751082727862,0.018147357382703334,zk_2d_o3
1180.0,4.932674773740789e-05,1.7564674338827403e-05,1.0354723096378587e-05,1.31858218028576e-05,3.742139683077803e-05,war,"WAR (complex64, sinh)",0.018254653172915795,0.016616134154252404,0.010012730533722227,0.014625549734297406,0.0173373816591782,zk_2d_o3
1200.0,2.3610040322549654e-05,9.094675705857101e-06,3.687673771117125e-06,4.214782104142563e-06,1.2454298057765245e-05,war,"WAR (complex64, sinh)",0.01802852366049905,0.016121281470671402,0.009024375936777195,0.014056338575355348,0.016657828184515448,zk_2d_o3
0.0,2.234600305557251,1.7289947271347046,1.1988235712051392,1.6343050003051758,1.8729708194732666,real_tanh_autodiff,"Real AD (float32, tanh)",1.3602606058120728,1.249793291091919,1.1128085851669312,1.210328221321106,1.3301115036010742,zk_2d_o3
20.0,0.05623972862087014,0.049685113135263574,0.04300419409319873,0.04771508847384224,0.05058408815876335,real_tanh_autodiff,"Real AD (float32, tanh)",0.9631479147804397,0.9193517291791818,0.8775229302248635,0.9183672798699223,0.9418391014286984,zk_2d_o3
40.0,0.03512332607591702,0.030179445766882605,0.024005599333705597,0.026950236976757372,0.030514146793530823,real_tanh_autodiff,"Real AD (float32, tanh)",0.8876636627300177,0.8584372937430987,0.8256231411736432,0.8455876449264407,0.8767278203827926,zk_2d_o3
60.0,0.043268398642231705,0.018078738140315256,0.016921126451483085,0.01714976052387091,0.030665948533840925,real_tanh_autodiff,"Real AD (float32, tanh)",0.9296298175266318,0.8359778589370233,0.8100717980362218,0.8231140870481509,0.920461993616065,zk_2d_o3
80.0,0.017645455523390863,0.012611585078583095,0.008464482265769143,0.011163437543049807,0.013207145349109906,real_tanh_autodiff,"Real AD (float32, tanh)",0.8912745949867766,0.8358468515257438,0.7864196986985998,0.8283825725556143,0.8534489017484549,zk_2d_o3
100.0,0.02925175563256765,0.010922254035240199,0.005676870471309235,0.009734579484334557,0.011092282649192882,real_tanh_autodiff,"Real AD (float32, tanh)",0.8464133518827173,0.7237723798709259,0.7091499998936263,0.7158973828112514,0.7653074146344109,zk_2d_o3
120.0,0.015977882317185273,0.004798447980020884,0.001959486925036423,0.0030801619130764865,0.0060605305534870944,real_tanh_autodiff,"Real AD (float32, tanh)",0.7650555933786212,0.607001860650639,0.5855580603034408,0.6041420385237891,0.6503298644780617,zk_2d_o3
140.0,0.0033955288138395323,0.003224119771418104,0.0021792076118307313,0.0022959118233121336,0.0032781717694448874,real_tanh_autodiff,"Real AD (float32, tanh)",0.7204359682062814,0.531553514911477,0.5043500385791166,0.5114081535486938,0.5322007223421069,zk_2d_o3
160.0,0.006736331680539381,0.002110768454200928,0.0015353651602431893,0.001667545445055447,0.0027925883465235485,real_tanh_autodiff,"Real AD (float32, tanh)",0.6287473876552988,0.4480766949628654,0.3943879633792856,0.44693333705853505,0.4780705526763822,zk_2d_o3
180.0,0.0018101448586691643,0.0012730341869093226,0.0007584709389638954,0.0009217952364898956,0.001717033726089806,real_tanh_autodiff,"Real AD (float32, tanh)",0.5113405749433987,0.3774207356972787,0.29807314663117207,0.354171339570791,0.3981337944253036,zk_2d_o3
200.0,0.014897563836120432,0.0018107141352949967,0.0009362457215222001,0.0014171722235223425,0.005917010001286984,real_tanh_autodiff,"Real AD (float32, tanh)",0.43233202057929615,0.33978659113118187,0.226352887060093,0.2963670496293076,0.376471840852329,zk_2d_o3
220.0,0.002464833307655606,0.0018952666522137132,0.0007513533168887311,0.0011684021631214187,0.0019476844133813175,real_tanh_autodiff,"Real AD (float32, tanh)",0.367771614422887,0.26760674139668916,0.2047258319918182,0.2397566237397042,0.30730164586302855,zk_2d_o3
