completed_at,evaluation_seconds,final_history_has_loss,final_history_has_rel_error,history_points,loss,method,ms_per_step,peak_mb,rel_error,seed,started_at,status,steps,task_id,training_seconds
2026-08-09T18:50:46.282480+00:00,0.011780837550759315,True,True,31,5.446213253890164e-05,war,25.710303276041692,499.498046875,0.026156095787882805,0,2026-08-09T18:40:43.350335+00:00,complete,23337,zk_2d_o3,600.001347552985
2026-08-09T19:00:55.202004+00:00,0.010564623400568962,True,True,31,4.418081880430691e-05,real_tanh_autodiff,25.401186840116264,306.62890625,0.05120006576180458,0,2026-08-09T18:50:52.184235+00:00,complete,23621,zk_2d_o3,600.0014343503863
2026-08-09T19:21:17.037893+00:00,0.01164618507027626,True,True,31,2.615669473016169e-05,war,25.5677229931979,499.498046875,0.04174964129924774,1,2026-08-09T19:11:14.025771+00:00,complete,23468,zk_2d_o3,600.0233232043684
2026-08-09T19:11:07.310492+00:00,0.010560497641563416,True,True,31,8.5216794104781e-05,real_tanh_autodiff,25.322907613317575,306.62890625,0.04518890380859375,1,2026-08-09T19:01:01.363203+00:00,complete,23694,zk_2d_o3,600.0009729899466
2026-08-09T19:31:26.829444+00:00,0.011351808905601501,True,True,31,3.76054595108144e-05,war,25.160886483358258,499.498046875,0.06862033903598785,2,2026-08-09T19:21:23.526719+00:00,complete,23847,zk_2d_o3,600.0116599686444
2026-08-09T19:41:36.059001+00:00,0.010402508080005646,True,True,31,7.588189328089356e-05,real_tanh_autodiff,25.097810634883903,306.62890625,0.06004485487937927,2,2026-08-09T19:31:32.590208+00:00,complete,23907,zk_2d_o3,600.0133588481694
2026-08-09T19:51:44.810679+00:00,0.012303030118346214,True,True,31,0.36415472626686096,war,34.116436805877505,680.75390625,1.0001120567321777,0,2026-08-09T19:41:41.630290+00:00,complete,17587,zk_3d_o3,600.0057741049677
2026-08-09T20:01:53.491371+00:00,0.010494466871023178,True,True,31,0.3761202096939087,real_tanh_autodiff,33.36010062974909,386.2939453125,0.99998939037323,0,2026-08-09T19:51:50.451448+00:00,complete,17986,zk_3d_o3,600.0147699266672
2026-08-09T20:22:15.569610+00:00,0.011782662943005562,True,True,31,0.41704341769218445,war,33.3665652050495,680.75390625,1.0000078678131104,1,2026-08-09T20:12:12.250442+00:00,complete,17983,zk_3d_o3,600.0309420824051
2026-08-09T20:12:03.391535+00:00,0.010665889829397202,True,True,31,0.3570396304130554,real_tanh_autodiff,33.23425828799369,386.2939453125,0.9999967813491821,1,2026-08-09T20:01:59.103314+00:00,complete,18054,zk_3d_o3,600.0112991314381
2026-08-09T20:32:23.989378+00:00,0.012181190773844719,True,True,31,0.3474448323249817,war,34.07623949331629,680.75390625,0.9999892711639404,2,2026-08-09T20:22:21.102196+00:00,complete,17608,zk_3d_o3,600.0144249983132
2026-08-09T20:42:32.482604+00:00,0.010504618287086487,True,True,31,0.3478245735168457,real_tanh_autodiff,32.98778969212237,386.2939453125,1.0000706911087036,2,2026-08-09T20:32:29.475649+00:00,complete,18189,zk_3d_o3,600.0149067100137
2026-08-09T20:52:41.107783+00:00,0.01200910285115242,True,True,31,2.2033676941646263e-05,war,28.227990690606838,599.77880859375,0.0035161927808076143,0,2026-08-09T20:42:37.918359+00:00,complete,21256,dynamic_plate_2d_o4,600.0141701195389
2026-08-09T21:02:49.720598+00:00,0.011025473475456238,True,True,31,0.00019403161422815174,real_tanh_autodiff,46.34514269366144,738.71044921875,0.03189937025308609,0,2026-08-09T20:52:46.688330+00:00,complete,12947,dynamic_plate_2d_o4,600.0305624548346
2026-08-09T21:23:10.869189+00:00,0.011861810460686684,True,True,31,7.107357669156045e-05,war,27.895320967474383,599.77880859375,0.004310158081352711,1,2026-08-09T21:13:06.837346+00:00,complete,21509,dynamic_plate_2d_o4,600.0004586894065
2026-08-09T21:12:59.556521+00:00,0.010828845202922821,True,True,31,0.0002140126161975786,real_tanh_autodiff,47.07984417463551,738.71044921875,0.03952856361865997,1,2026-08-09T21:02:56.130110+00:00,complete,12745,dynamic_plate_2d_o4,600.0326140057296
2026-08-09T21:33:19.295813+00:00,0.011717606335878372,True,True,31,1.5377980162156746e-05,war,27.778589771198178,599.77880859375,0.0029815577436238527,2,2026-08-09T21:23:16.353924+00:00,complete,21600,dynamic_plate_2d_o4,600.0175390578806
2026-08-09T21:43:28.113652+00:00,0.01087358221411705,True,True,31,0.00019592061289586127,real_tanh_autodiff,46.24324989083415,738.71044921875,0.05251677706837654,2,2026-08-09T21:33:25.133857+00:00,complete,12975,dynamic_plate_2d_o4,600.0061673335731
2026-08-09T21:53:36.723968+00:00,0.011637784540653229,True,True,31,0.024620138108730316,war,25.976991143259216,643.171875,1.0009524822235107,0,2026-08-09T21:43:33.863381+00:00,complete,23098,swift_hohenberg_2d_o4,600.0165414270014
2026-08-09T22:03:46.610559+00:00,0.01085926778614521,True,True,31,0.02418428845703602,real_tanh_autodiff,45.96238579502602,768.478515625,1.0008245706558228,0,2026-08-09T21:53:43.186694+00:00,complete,13055,swift_hohenberg_2d_o4,600.0389465540648
2026-08-09T22:24:06.109674+00:00,0.01240268349647522,True,True,31,0.02496851235628128,war,26.965799982659142,643.171875,0.9999240040779114,1,2026-08-09T22:14:00.856784+00:00,complete,22251,swift_hohenberg_2d_o4,600.0160154141486
2026-08-09T22:13:55.218965+00:00,0.010885557159781456,True,True,31,0.025184812024235725,real_tanh_autodiff,45.618741737028216,768.478515625,1.000523567199707,1,2026-08-09T22:03:52.149904+00:00,complete,13153,swift_hohenberg_2d_o4,600.0233100671321
2026-08-09T22:34:17.143191+00:00,0.013234475627541542,True,True,31,0.024871423840522766,war,27.90000725199411,643.171875,0.9999985098838806,2,2026-08-09T22:24:14.287970+00:00,complete,21506,swift_hohenberg_2d_o4,600.0175559613854
2026-08-09T22:44:25.445578+00:00,0.010841097682714462,True,True,31,0.024386253207921982,real_tanh_autodiff,45.92581433947977,768.478515625,1.0009907484054565,2,2026-08-09T22:34:22.472751+00:00,complete,13065,swift_hohenberg_2d_o4,600.0207643453032
