L2_err,L_bc_final,L_bc_j0_final,L_bc_j1_final,L_bc_weighted_final,L_int_final,L_int_last,bc_weight_j0,bc_weight_j1,bc_weights,eval_seed,loss_final,ms_per_step,nan,params,peak_mb,problem,representation,seed,steps,variant
0.12016425071185785,0.028693264010277844,0.028564733849659765,0.00012853016061808049,0.0002477353185050984,0.00013867535577450488,0.00014209212110341985,0.006,0.594,"[0.006, 0.594]",54321,0.0003864106742796033,114.07429818769522,False,50049,2151.84423828125,poly_d2_o4,real,0,264,vanilla_tanh_direct_ad
0.039076517140751096,0.0012091979704687585,0.0011984399532801848,1.0758017188573818e-05,1.3580901929693956e-05,3.046512528108794e-05,3.158042626310357e-05,0.006,0.594,"[0.006, 0.594]",54321,4.40460272107819e-05,242.8824459463358,False,100098,1759.21533203125,poly_d2_o4,native_complex,0,125,complex_sinh
