L2_err,L_bc_final,L_bc_j0_final,L_bc_weighted_final,L_int_final,L_int_last,bc_weight_j0,bc_weights,eval_seed,loss_final,ms_per_step,nan,params,peak_mb,problem,representation,seed,steps,variant
0.026349714632679093,0.0009278442962011144,0.0009278442962011144,0.0009278442962011144,0.003512896359387107,0.0035241139126796703,1.0,[1.0],54321,0.004440740655588221,18.184678359402806,False,50049,310.36474609375,poly_d2_o2,real,0,1651,vanilla_tanh_direct_ad
0.0007319667401438246,7.610205589285673e-07,7.610205589285673e-07,7.610205589285673e-07,5.068700974604851e-06,5.101154042134752e-06,1.0,[1.0],54321,5.829721533533418e-06,60.11791739426553,False,100098,508.7109375,poly_d2_o2,native_complex,0,500,complex_sinh
