L2_err,L_bc_final,L_bc_j0_final,L_bc_weighted_final,L_int_final,L_int_last,bc_weight_j0,bc_weights,eval_seed,loss_final,ms_per_step,nan,params,peak_mb,problem,representation,seed,steps,variant
0.011022967786389273,0.0001894585355705235,0.0001894585355705235,1.8945853557052352e-05,5.007489607690763e-05,5.033969097109072e-05,0.1,[0.1],54321,6.902074963395998e-05,18.1263475375169,False,50049,310.36474609375,poly_d2_o2,real,0,1656,vanilla_tanh_direct_ad
0.0016516580483426078,4.697904007534003e-06,4.697904007534003e-06,4.697904007534003e-07,2.5764382020293902e-06,2.598763354889754e-06,0.1,[0.1],54321,3.0462286027827905e-06,60.419208695551,False,100098,508.7109375,poly_d2_o2,native_complex,0,498,complex_sinh
