geometric_mean,max_error,mean_error,real_tanh_autodiff_loss,real_tanh_autodiff_rel_error,seed,status,task_id,war_loss,war_rel_error,weights
0.32574203239331534,0.980796151881936,0.5444908002364954,0.25924562590676975,0.980796151881936,0,complete,poly_d2_o4,3.931004115234431e-05,0.10818544859105494,"[1.0, 1.0]"
