elapsed_seconds,loss_max,loss_median,loss_min,loss_q25,loss_q75,method,method_label,rel_error_max,rel_error_median,rel_error_min,rel_error_q25,rel_error_q75,task_id,task_label
50.0,0.11445335495309511,0.0005713693769727932,0.0002771466957177112,0.000537096170777377,0.00058227264843812,war,WAR (complex64),0.4243340097875533,0.0668855336627969,0.039850229644518426,0.05247435188865262,0.06759424032195474,cahn_hilliard_2d_o4,CH4
55.0,0.0017105759547215835,0.000370536072335545,0.00019426746852382448,0.00027841013745118665,0.00048240803861707013,war,WAR (complex64),0.10604331576302044,0.05437075027711235,0.030832790962386454,0.049231187183833305,0.057593446097096865,cahn_hilliard_2d_o4,CH4
60.0,0.0006066279489107437,0.00029828449730882466,0.00025191183136346186,0.00027464819237734155,0.0005760961921135318,war,WAR (complex64),0.06704060126367456,0.044279234638162905,0.025696178614048965,0.03260112886291288,0.05848956049523723,cahn_hilliard_2d_o4,CH4
65.0,0.028825704487210856,0.0004940378556224431,0.00018474462783557778,0.00021620630974381803,0.001019688170277464,war,WAR (complex64),0.49914927633233536,0.05801548487707799,0.023973660210100535,0.03375795501534097,0.08692633207055907,cahn_hilliard_2d_o4,CH4
70.0,0.012173265688138158,0.0005451086350798161,0.00044106005588289505,0.0004418150490556835,0.011256678038457105,war,WAR (complex64),0.2731636582501744,0.07114488045843656,0.05351933535562921,0.06597410307102591,0.19845776679295699,cahn_hilliard_2d_o4,CH4
75.0,0.0003473103649643405,0.0003082985348364803,0.000241886112479398,0.0002458709450525429,0.00031939293978935646,war,WAR (complex64),0.052706694886437554,0.05063221884319438,0.02817224485507642,0.04601564756815266,0.05209421419982852,cahn_hilliard_2d_o4,CH4
80.0,0.00028654502611337674,0.00019554015489886017,0.00011556062515917635,0.00015476155695156457,0.0002241235141884716,war,WAR (complex64),0.04516492433046101,0.03453198854712909,0.020533324326028307,0.03262497775264626,0.04295916630102019,cahn_hilliard_2d_o4,CH4
85.0,0.0002542952192710857,0.0001573118145684284,8.404065356003513e-05,0.00012411206176563843,0.0001997345868143962,war,WAR (complex64),0.04125562185207634,0.029091183854193414,0.02032340447534426,0.026701662428434306,0.04034870627695254,cahn_hilliard_2d_o4,CH4
90.0,0.0027963121677952634,0.00018746211736538046,6.037158503887858e-05,9.920312808209237e-05,0.00038298555186695884,war,WAR (complex64),0.1196912977052514,0.02576494326609981,0.01881919955510272,0.023538529975504024,0.07070632288452139,cahn_hilliard_2d_o4,CH4
95.0,0.05613966641131672,0.004369345008357243,5.2196663441402896e-05,0.00024124797495721006,0.015340360846542526,war,WAR (complex64),0.27458191375464813,0.1312495757443238,0.02026449341635704,0.044986626547002403,0.1598335145448071,cahn_hilliard_2d_o4,CH4
100.0,0.00046766626872471055,0.0002456023860531191,0.00010765707909928702,0.0001431961920570498,0.0002771933258503524,war,WAR (complex64),0.07136215655215905,0.030497319637030385,0.030437649675980824,0.03049386769465767,0.039757273400760754,cahn_hilliard_2d_o4,CH4
105.0,0.0008663661071335807,0.0001740898501063437,5.693910118871931e-05,7.917804195078464e-05,0.00026465272252485195,war,WAR (complex64),0.05521885479725377,0.02307650365505489,0.018796354854788547,0.022119076690345255,0.03588322198260293,cahn_hilliard_2d_o4,CH4
110.0,0.0005210609709003097,0.00014127523521728072,6.121132879266584e-05,0.00012879496565386067,0.00017901977002245746,war,WAR (complex64),0.06806030796893875,0.025542294798434537,0.016086043547050854,0.018248865091938245,0.02584445592185486,cahn_hilliard_2d_o4,CH4
115.0,0.010147295651404948,0.00015507935943330508,6.27813040841181e-05,0.00010475202127592573,0.0003021476630493115,war,WAR (complex64),0.1274163993251663,0.021786572692755576,0.013030248277148292,0.016986842339995433,0.04709179975309741,cahn_hilliard_2d_o4,CH4
120.0,0.10253000802921491,0.00023575724546450082,8.757239927616462e-05,0.00012002598231508972,0.00023696018028310196,war,WAR (complex64),0.42556959521690957,0.038398296811733276,0.011244957217549017,0.01912282048072859,0.0447688293033761,cahn_hilliard_2d_o4,CH4
125.0,0.0010617296593353584,0.00011039921400725244,8.626775599619759e-05,0.00010787181644933968,0.0002357689081282118,war,WAR (complex64),0.058496024572683596,0.03152657552065403,0.010981788834555698,0.02180486818985499,0.03611671816612412,cahn_hilliard_2d_o4,CH4
130.0,0.01198709206685035,0.00011346257423470976,6.52689493870596e-05,7.0500806268824e-05,0.00015061408416160865,war,WAR (complex64),0.13978407973990012,0.02952414294429544,0.0106183423860209,0.024634985497706954,0.03191065672850028,cahn_hilliard_2d_o4,CH4
135.0,0.0008368170238399421,0.00015829291011207615,5.4908557593915495e-05,8.094144304968251e-05,0.0002366452865093104,war,WAR (complex64),0.06724883846539736,0.02447270962554852,0.020555984286611727,0.02301030944270918,0.03477509431731349,cahn_hilliard_2d_o4,CH4
140.0,0.00044389648011802893,0.0003721772616225778,4.568485477506839e-05,4.8568709768938955e-05,0.0003724285790437425,war,WAR (complex64),0.053064369828877585,0.04385669819844052,0.018228234081074872,0.018463271639792774,0.051766995656506665,cahn_hilliard_2d_o4,CH4
145.0,0.004312667704679352,0.0003017209039551569,5.4845863918942116e-05,0.00027192085749466044,0.0011638629276019346,war,WAR (complex64),0.10718632199813276,0.04346111758237686,0.010802968302965862,0.02592128714087181,0.07702712045864184,cahn_hilliard_2d_o4,CH4
