task_id,variant,time_s,median_rel_error,q25_rel_error,q75_rel_error
chirp_a2,complex_sinh,660.013860,1.0008208064e-03,5.7503088907e-04,1.6274960407e-03
chirp_a2,complex_sinh,670.014070,1.1305701909e-04,1.0341580108e-04,5.4984073482e-04
chirp_a2,complex_sinh,680.014280,1.7465164892e-04,1.1523409724e-04,2.4769497663e-04
chirp_a2,complex_sinh,690.014490,6.0561855819e-04,4.5030232853e-04,1.0093048628e-03
chirp_a2,complex_sinh,700.014700,1.8151650061e-04,1.5558470600e-04,2.9201084685e-04
chirp_a2,complex_sinh,710.014910,7.5302197831e-04,5.7932062522e-04,1.0221087417e-03
chirp_a2,complex_sinh,720.015120,7.5031768052e-04,7.2625969946e-04,9.0966874996e-04
chirp_a2,complex_sinh,730.015330,4.6454771564e-04,1.9748723291e-04,9.6540896755e-04
chirp_a2,complex_sinh,740.015540,9.6068304285e-04,2.9464108961e-04,9.7647736657e-04
chirp_a2,complex_sinh,750.015750,7.0629691158e-04,2.8449763138e-04,1.2021396293e-03
chirp_a2,complex_sinh,760.015960,1.2722785954e-03,3.2846534218e-04,1.3660011946e-03
chirp_a2,complex_sinh,770.016170,4.7857542259e-04,4.1631083908e-04,7.9961299453e-04
chirp_a2,complex_sinh,780.016380,1.0400758818e-03,3.1091085143e-04,1.0643241984e-03
chirp_a2,complex_sinh,790.016590,4.6804855524e-04,2.9317732230e-04,8.4203862464e-04
chirp_a2,complex_sinh,800.016800,2.9391261822e-04,1.8937635845e-04,3.7730275949e-04
chirp_a2,complex_sinh,810.017010,7.6655878828e-04,5.5594490701e-04,1.2112308788e-03
chirp_a2,complex_sinh,820.017220,8.0017637977e-04,7.4217360455e-04,8.7647487661e-04
chirp_a2,complex_sinh,830.017430,5.2023101589e-04,2.0673048948e-04,6.8178991713e-04
chirp_a2,complex_sinh,840.017640,4.3069723806e-04,2.2846176446e-04,4.4147333721e-04
chirp_a2,complex_sinh,850.017850,7.5498078879e-04,2.9363835964e-04,7.9903751430e-04
chirp_a2,complex_sinh,860.018060,1.7739831929e-04,1.2848153167e-04,3.8809829862e-04
chirp_a2,complex_sinh,870.018270,1.1189542525e-04,9.6648199893e-05,2.5648201314e-04
chirp_a2,complex_sinh,880.018480,2.3081133041e-04,2.0018836240e-04,3.6462093001e-04
chirp_a2,complex_sinh,890.018690,1.1154834839e-03,5.4570545245e-04,1.1256146534e-03
chirp_a2,complex_sinh,900.018900,4.1860552517e-04,3.9905356494e-04,4.5437269555e-04
chirp_a2,complex_sinh,910.019110,6.8284256721e-04,3.1349025339e-04,8.3202502671e-04
chirp_a2,complex_sinh,920.019320,6.0490125671e-04,2.2617154593e-04,6.7254343235e-04
chirp_a2,complex_sinh,930.019530,7.0484526451e-04,2.9315230776e-04,7.1229312713e-04
chirp_a2,complex_sinh,940.019740,8.9346372786e-04,3.9597645698e-04,9.0006608159e-04
chirp_a2,complex_sinh,950.019950,8.0789262205e-04,4.5914038549e-04,1.0606910434e-03
chirp_a2,complex_sinh,960.020160,1.0395570501e-03,3.4788604038e-04,1.1612882380e-03
chirp_a2,complex_sinh,970.020370,2.0940269181e-04,1.9491882397e-04,3.4680664927e-04
chirp_a2,complex_sinh,980.020580,1.0757783272e-03,6.0365796478e-04,1.3313353930e-03
chirp_a2,complex_sinh,990.020790,3.5385272073e-04,3.3163525832e-04,3.9862755490e-04
chirp_a2,complex_sinh,1000.021000,3.9826253319e-04,2.3553552434e-04,9.2573005291e-04
chirp_a2,complex_sinh_autodiff,0.000000,3.9948875441e-01,3.5132355239e-01,4.1967710599e-01
chirp_a2,complex_sinh_autodiff,10.000010,7.0947968893e-03,6.9495534392e-03,7.6163028901e-03
chirp_a2,complex_sinh_autodiff,20.000020,2.2319834064e-03,2.0898258122e-03,2.5919669479e-03
chirp_a2,complex_sinh_autodiff,30.000030,1.4566234467e-03,1.3768229763e-03,1.6344649823e-03
chirp_a2,complex_sinh_autodiff,40.000040,1.1226233214e-03,1.1089710039e-03,1.1994339088e-03
chirp_a2,complex_sinh_autodiff,50.000050,9.5483785305e-04,9.4314817083e-04,9.7302937851e-04
chirp_a2,complex_sinh_autodiff,60.000060,8.4279067127e-04,8.3513538769e-04,1.0034801373e-03
chirp_a2,complex_sinh_autodiff,70.000070,7.2370576505e-04,6.7421524431e-04,2.4920377801e-03
chirp_a2,complex_sinh_autodiff,80.000080,5.9725091028e-04,5.6558200487e-04,6.8200899788e-04
chirp_a2,complex_sinh_autodiff,90.000090,5.1797231385e-04,4.9742850172e-04,5.9588810356e-04
chirp_a2,complex_sinh_autodiff,100.000100,8.0668982548e-04,7.0961431795e-04,1.0403104899e-03
chirp_a2,complex_sinh_autodiff,110.000110,7.0606290331e-04,5.4117944241e-04,2.4749454915e-03
chirp_a2,complex_sinh_autodiff,120.000120,3.7661537277e-04,3.7567313573e-04,4.4157243665e-04
chirp_a2,complex_sinh_autodiff,130.000130,5.0897140630e-04,4.1091065252e-04,1.4600339054e-03
chirp_a2,complex_sinh_autodiff,140.000140,3.2838722599e-04,3.1359551132e-04,3.8944141927e-04
chirp_a2,complex_sinh_autodiff,150.000150,2.3800818644e-03,1.0013441442e-03,5.8133572888e-03
chirp_a2,complex_sinh_autodiff,160.000160,3.1585112640e-04,2.9264012481e-04,6.5892626902e-04
chirp_a2,complex_sinh_autodiff,170.000170,2.8051392695e-04,2.6391389930e-04,3.2805187640e-04
chirp_a2,complex_sinh_autodiff,180.000180,2.6758080556e-04,2.4918855562e-04,3.0535803245e-04
chirp_a2,complex_sinh_autodiff,190.000190,5.2146575944e-03,1.2908103334e-03,1.0566061867e-02
chirp_a2,complex_sinh_autodiff,200.000200,3.4142809945e-04,2.7559239768e-04,8.0413157480e-04
chirp_a2,complex_sinh_autodiff,210.000210,2.5529419592e-04,2.3020493547e-04,3.2923898160e-04
chirp_a2,complex_sinh_autodiff,220.000220,2.7812843198e-04,2.5989654440e-04,9.5199623310e-04
chirp_a2,complex_sinh_autodiff,230.000230,3.9247596794e-04,3.1359983965e-04,9.7596759780e-04
chirp_a2,complex_sinh_autodiff,240.000240,3.2009831963e-04,2.7244828429e-04,4.0549956367e-04
chirp_a2,complex_sinh_autodiff,250.000250,4.5574189368e-04,3.1639845495e-04,7.8003918220e-04
chirp_a2,complex_sinh_autodiff,260.000260,3.2648280815e-04,2.3954759619e-04,5.9542251353e-04
chirp_a2,complex_sinh_autodiff,270.000270,2.0081887680e-04,1.8263919417e-04,2.4125062614e-04
chirp_a2,complex_sinh_autodiff,280.000280,9.6151658348e-04,5.9167463340e-04,1.5398589665e-03
chirp_a2,complex_sinh_autodiff,290.000290,1.9871342629e-04,1.7631045640e-04,1.0626666076e-03
chirp_a2,complex_sinh_autodiff,300.000300,1.9224405033e-04,1.9123820983e-04,1.1768029999e-03
chirp_a2,complex_sinh_autodiff,310.000310,3.3581854319e-04,2.2561037958e-04,1.2585135047e-03
chirp_a2,complex_sinh_autodiff,320.000320,5.1297887508e-04,3.0810969115e-04,1.7115157544e-03
chirp_a2,complex_sinh_autodiff,330.000330,2.7446951392e-04,2.6688425780e-04,1.4188397987e-03
chirp_a2,complex_sinh_autodiff,340.000340,3.9704799832e-04,2.8254702549e-04,4.5702992680e-04
chirp_a2,complex_sinh_autodiff,350.000350,6.5955533261e-03,2.3367590731e-03,7.4557526167e-03
chirp_a2,complex_sinh_autodiff,360.000360,1.6882574912e-04,1.5913133288e-04,1.9725492498e-04
chirp_a2,complex_sinh_autodiff,370.000370,8.6291161516e-04,3.2510668599e-04,4.0706655808e-03
chirp_a2,complex_sinh_autodiff,380.000380,1.7429220115e-04,1.5647526360e-04,3.5379416719e-04
chirp_a2,complex_sinh_autodiff,390.000390,6.0418510351e-03,2.1674884084e-03,8.2439612253e-03
chirp_a2,complex_sinh_autodiff,400.000400,1.5707717429e-04,1.4322070809e-04,1.0270561736e-03
chirp_a2,complex_sinh_autodiff,410.000410,1.9816173022e-03,5.3915993918e-04,3.2656921926e-03
chirp_a2,complex_sinh_autodiff,420.000420,2.7508258578e-04,2.2227224733e-04,6.7825329129e-04
chirp_a2,complex_sinh_autodiff,430.000430,8.1102990937e-04,3.2979614861e-04,2.8218815047e-03
chirp_a2,complex_sinh_autodiff,440.000440,1.4171441156e-03,3.9605621073e-04,1.8202356824e-03
chirp_a2,complex_sinh_autodiff,450.000450,3.2644991569e-03,6.1298808101e-04,3.3811269472e-03
chirp_a2,complex_sinh_autodiff,460.000460,9.0777562390e-04,4.2467009949e-04,1.3292139889e-03
chirp_a2,complex_sinh_autodiff,470.000470,1.3850696900e-03,8.1467415760e-04,1.6169799556e-03
chirp_a2,complex_sinh_autodiff,480.000480,2.3607112480e-04,1.7674807274e-04,9.1931732085e-04
chirp_a2,complex_sinh_autodiff,490.000490,1.0430785902e-03,3.6913048630e-04,2.9545504889e-03
chirp_a2,complex_sinh_autodiff,500.000500,8.1114382409e-04,2.8473338838e-04,2.4915709532e-03
chirp_a2,complex_sinh_autodiff,510.000510,2.4607594645e-04,2.1446684645e-04,6.0984270258e-04
chirp_a2,complex_sinh_autodiff,520.000520,1.6049743867e-03,5.3420007156e-04,2.7268276637e-03
chirp_a2,complex_sinh_autodiff,530.000530,1.5455702099e-03,4.9236942816e-04,1.9107333448e-03
chirp_a2,complex_sinh_autodiff,540.000540,9.4045657402e-04,7.8258400712e-04,1.5872724974e-03
chirp_a2,complex_sinh_autodiff,550.000550,3.8635003980e-04,3.1873553390e-04,8.4868125570e-04
chirp_a2,complex_sinh_autodiff,560.000560,3.6225631191e-04,2.8350344707e-04,6.9138087951e-04
chirp_a2,complex_sinh_autodiff,570.000570,1.8511721061e-03,1.6313987893e-03,2.7641667193e-03
chirp_a2,complex_sinh_autodiff,580.000580,1.9092812809e-03,5.5272601504e-04,1.9842504608e-03
chirp_a2,complex_sinh_autodiff,590.000590,2.7636553461e-03,9.8354511927e-04,3.4444436426e-03
chirp_a2,complex_sinh_autodiff,600.000600,1.6803708962e-03,9.7176367946e-04,2.8680812576e-03
chirp_a2,complex_sinh_autodiff,610.000610,6.4764325081e-04,2.9027425200e-04,1.7820218594e-03
chirp_a2,complex_sinh_autodiff,620.000620,1.1200219228e-04,1.0253314180e-04,1.3824358278e-04
chirp_a2,complex_sinh_autodiff,630.000630,9.5469361487e-04,6.2792314114e-04,1.4504920054e-03
chirp_a2,complex_sinh_autodiff,640.000640,1.6052536548e-04,1.4427859616e-04,5.7275002987e-04
chirp_a2,complex_sinh_autodiff,650.000650,2.3369219939e-03,5.8091071278e-04,2.5132926171e-03
chirp_a2,complex_sinh_autodiff,660.000660,1.2951132290e-03,8.2965262269e-04,1.3902658505e-03
chirp_a2,complex_sinh_autodiff,670.000670,1.3309957862e-03,3.1483953466e-04,1.6360421027e-03
chirp_a2,complex_sinh_autodiff,680.000680,1.9630329803e-03,6.7786216925e-04,2.1506419864e-03
chirp_a2,complex_sinh_autodiff,690.000690,1.7508190721e-04,1.1325473293e-04,5.8312595288e-04
chirp_a2,complex_sinh_autodiff,700.000700,1.1447843247e-03,6.6498763221e-04,1.9265252376e-03
chirp_a2,complex_sinh_autodiff,710.000710,1.2458219623e-04,1.1964341430e-04,3.0455800800e-04
chirp_a2,complex_sinh_autodiff,720.000720,4.8855042503e-04,3.4966351616e-04,7.8016103964e-04
chirp_a2,complex_sinh_autodiff,730.000730,1.7033420284e-04,1.4257897780e-04,3.2775959017e-04
chirp_a2,complex_sinh_autodiff,740.000740,4.9190220515e-04,4.4946566425e-04,6.6513547235e-04
chirp_a2,complex_sinh_autodiff,750.000750,6.3153494983e-04,2.4960368817e-04,9.9270594233e-04
chirp_a2,complex_sinh_autodiff,760.000760,7.0053730913e-04,6.6218069012e-04,8.8764449473e-04
chirp_a2,complex_sinh_autodiff,770.000770,2.5716539050e-04,1.6477859853e-04,4.8109191543e-04
chirp_a2,complex_sinh_autodiff,780.000780,2.7513390740e-04,1.3573383668e-04,2.7976377479e-04
chirp_a2,complex_sinh_autodiff,790.000790,6.6942107543e-04,5.5780663840e-04,9.3132283019e-04
chirp_a2,complex_sinh_autodiff,800.000800,4.2860900738e-04,2.0085343414e-04,4.4665931420e-04
chirp_a2,complex_sinh_autodiff,810.000810,1.3868342141e-04,9.4920466491e-05,2.3338608278e-04
chirp_a2,complex_sinh_autodiff,820.000820,4.4303637442e-04,4.0669083872e-04,5.0637879840e-04
chirp_a2,complex_sinh_autodiff,830.000830,1.6949576399e-04,1.1112250758e-04,3.6393523933e-04
chirp_a2,complex_sinh_autodiff,840.000840,2.6265862051e-04,1.3620970597e-04,4.5213106380e-04
chirp_a2,complex_sinh_autodiff,850.000850,7.3734556413e-04,7.0804365604e-04,9.4110601152e-04
chirp_a2,complex_sinh_autodiff,860.000860,2.5322371218e-04,1.2773434931e-04,3.2296301097e-04
chirp_a2,complex_sinh_autodiff,870.000870,4.2421134361e-04,2.1211352852e-04,4.3845106960e-04
chirp_a2,complex_sinh_autodiff,880.000880,5.3424408856e-04,2.7594024956e-04,5.8357831391e-04
chirp_a2,complex_sinh_autodiff,890.000890,7.6252898508e-04,6.9148149002e-04,8.2634124751e-04
chirp_a2,complex_sinh_autodiff,900.000900,4.7344366672e-04,3.1229155112e-04,5.2661138781e-04
chirp_a2,complex_sinh_autodiff,910.000910,2.3369024848e-04,1.6433669171e-04,2.7004957691e-04
chirp_a2,complex_sinh_autodiff,920.000920,4.8958325283e-04,4.7146493637e-04,6.1378025222e-04
chirp_a2,complex_sinh_autodiff,930.000930,7.0750718149e-04,6.8486906281e-04,7.9288108511e-04
chirp_a2,complex_sinh_autodiff,940.000940,9.5376876300e-04,3.8325232500e-04,1.2079960508e-03
chirp_a2,complex_sinh_autodiff,950.000950,1.3574279227e-03,6.2967180896e-04,1.8070434817e-03
chirp_a2,complex_sinh_autodiff,960.000960,4.6496014365e-04,2.8037301973e-04,6.6655663710e-04
chirp_a2,complex_sinh_autodiff,970.000970,8.6246659973e-04,3.1877840722e-04,9.0404532849e-04
chirp_a2,complex_sinh_autodiff,980.000980,9.3411563926e-04,6.6106666372e-04,9.7111069111e-04
chirp_a2,complex_sinh_autodiff,990.000990,1.1459305727e-03,8.0320464932e-04,1.2491995583e-03
chirp_a2,complex_sinh_autodiff,1000.001000,9.8760431164e-04,5.6756634899e-04,1.0997861742e-03
maxwell_a4,complex_sinh,0.000000,6.8099325840e-01,6.3096964551e-01,8.4299568143e-01
maxwell_a4,complex_sinh,10.000030,3.6618326918e-02,3.3755345621e-02,3.8743521385e-02
maxwell_a4,complex_sinh,20.000060,1.7733204487e-02,1.4897915824e-02,1.8112768826e-02
maxwell_a4,complex_sinh,30.000090,9.2554988791e-03,9.1856746067e-03,1.6469899065e-02
maxwell_a4,complex_sinh,40.000120,6.8236332260e-03,6.0156087709e-03,7.4168759587e-03
maxwell_a4,complex_sinh,50.000150,4.6027095743e-03,4.6022031186e-03,7.5125299128e-03
maxwell_a4,complex_sinh,60.000180,4.8231619429e-03,4.4002070842e-03,5.3801025282e-03
maxwell_a4,complex_sinh,70.000210,3.7472484229e-03,3.7271864939e-03,5.7980880904e-03
maxwell_a4,complex_sinh,80.000240,3.6579224862e-03,3.5801042024e-03,3.9434970358e-03
maxwell_a4,complex_sinh,90.000270,3.6213020813e-03,3.4892307629e-03,3.7050233709e-03
maxwell_a4,complex_sinh,100.000300,3.5511332258e-03,3.2882136627e-03,3.6930626385e-03
maxwell_a4,complex_sinh,110.000330,3.3427085116e-03,3.3286023531e-03,3.3535142761e-03
maxwell_a4,complex_sinh,120.000360,3.8224512658e-03,3.4946950309e-03,4.7618149483e-03
maxwell_a4,complex_sinh,130.000390,5.6699428733e-03,4.0927625007e-03,7.5943890550e-03
maxwell_a4,complex_sinh,140.000420,2.7798187619e-03,2.6065560415e-03,4.3245732860e-03
maxwell_a4,complex_sinh,150.000450,2.6830744906e-03,2.6556849239e-03,4.5167322276e-03
maxwell_a4,complex_sinh,160.000480,2.5650230634e-03,2.5216290251e-03,6.4968857647e-03
maxwell_a4,complex_sinh,170.000510,3.6295566779e-03,2.9425697285e-03,5.2816767141e-03
maxwell_a4,complex_sinh,180.000540,3.6020039484e-03,2.8486925087e-03,4.0126655742e-03
maxwell_a4,complex_sinh,190.000570,4.2880096031e-03,2.9970252013e-03,5.2747292316e-03
maxwell_a4,complex_sinh,200.000600,2.1113206213e-03,2.0671472783e-03,5.2165963568e-03
maxwell_a4,complex_sinh,210.000630,2.3611167516e-03,2.2600101515e-03,4.8453959670e-03
maxwell_a4,complex_sinh,220.000660,4.3062939217e-03,2.8986342944e-03,4.7615842193e-03
maxwell_a4,complex_sinh,230.000690,3.6343641674e-03,2.6124351563e-03,5.8315338754e-03
maxwell_a4,complex_sinh,240.000720,2.6555460290e-03,2.1887123230e-03,3.6753521462e-03
maxwell_a4,complex_sinh,250.000750,3.0471690028e-03,2.5915791089e-03,6.6836321276e-03
maxwell_a4,complex_sinh,260.000780,4.8861410499e-03,2.9962007728e-03,1.0596963188e-02
maxwell_a4,complex_sinh,270.000810,3.0572408427e-03,2.4430313330e-03,3.8558307101e-03
maxwell_a4,complex_sinh,280.000840,3.5417425819e-03,2.9126631910e-03,7.0068993883e-03
maxwell_a4,complex_sinh,290.000870,2.8118046167e-03,2.5367324759e-03,4.7505944410e-03
maxwell_a4,complex_sinh,300.000900,3.1705316213e-03,3.1411433362e-03,3.8731403950e-03
maxwell_a4,complex_sinh,310.000930,6.4533228602e-03,6.0668174937e-03,8.9381751962e-03
maxwell_a4,complex_sinh,320.000960,5.7954113813e-03,4.3663854841e-03,6.2085798662e-03
maxwell_a4,complex_sinh,330.000990,4.4676531849e-03,4.3121033672e-03,7.2582647451e-03
maxwell_a4,complex_sinh,340.001020,4.8445417275e-03,4.6356860690e-03,4.9583945157e-03
maxwell_a4,complex_sinh,350.001050,6.7830401971e-03,6.1754482953e-03,7.0384198349e-03
maxwell_a4,complex_sinh,360.001080,4.8899716705e-03,4.5465844381e-03,5.2278455119e-03
maxwell_a4,complex_sinh,370.001110,3.7958442816e-03,2.9652534383e-03,4.7868002806e-03
maxwell_a4,complex_sinh,380.001140,2.7298423881e-03,2.2132766613e-03,5.4323619189e-03
maxwell_a4,complex_sinh,390.001170,5.3826978694e-03,5.2833878505e-03,6.5411582259e-03
maxwell_a4,complex_sinh,400.001200,5.6477685547e-03,5.1667575488e-03,6.6376583496e-03
maxwell_a4,complex_sinh,410.001230,6.7129493135e-03,4.0507822604e-03,7.1851882863e-03
maxwell_a4,complex_sinh,420.001260,7.3108790811e-03,5.9537179566e-03,7.5006757789e-03
maxwell_a4,complex_sinh,430.001290,7.1691466454e-03,6.8124407283e-03,8.1327062642e-03
maxwell_a4,complex_sinh,440.001320,4.8804703130e-03,3.8742806116e-03,5.4021147948e-03
maxwell_a4,complex_sinh,450.001350,2.1603881850e-03,1.9237963513e-03,3.5795789754e-03
maxwell_a4,complex_sinh,460.001380,3.7312835287e-03,3.1909490081e-03,4.2716096447e-03
maxwell_a4,complex_sinh,470.001410,4.8104914211e-03,4.0321964347e-03,4.9075958375e-03
maxwell_a4,complex_sinh,480.001440,3.3488741335e-03,2.6063349054e-03,4.1497481133e-03
maxwell_a4,complex_sinh,490.001470,3.2266029387e-03,3.1885882046e-03,4.3443377883e-03
maxwell_a4,complex_sinh,500.001500,4.0952456377e-03,3.4664724947e-03,4.2933590990e-03
maxwell_a4,complex_sinh,510.001530,3.8896402302e-03,3.4465239241e-03,4.1419253819e-03
maxwell_a4,complex_sinh,520.001560,3.0655158055e-03,2.9257856252e-03,3.6842195902e-03
maxwell_a4,complex_sinh,530.001590,4.0144600007e-03,3.9073923116e-03,4.8364111539e-03
maxwell_a4,complex_sinh,540.001620,3.0522904320e-03,2.8044258701e-03,3.2283518503e-03
maxwell_a4,complex_sinh,550.001650,2.7683530121e-03,2.6456194755e-03,3.7469315574e-03
maxwell_a4,complex_sinh,560.001680,3.0704993762e-03,2.5685395151e-03,4.0154245502e-03
maxwell_a4,complex_sinh,570.001710,4.5581870257e-03,4.0482164919e-03,4.6042642862e-03
maxwell_a4,complex_sinh,580.001740,3.2486216685e-03,2.8425893068e-03,3.7024834439e-03
maxwell_a4,complex_sinh,590.001770,2.7654989083e-03,2.4987940017e-03,3.0805319798e-03
maxwell_a4,complex_sinh,600.001800,2.8328692575e-03,1.8046530029e-03,2.8585551947e-03
maxwell_a4,complex_sinh,610.001830,2.6691044182e-03,2.4157885469e-03,3.0458378250e-03
maxwell_a4,complex_sinh,620.001860,2.9153091716e-03,2.7335622771e-03,2.9484800930e-03
maxwell_a4,complex_sinh,630.001890,2.5406350436e-03,2.1937058096e-03,2.8073689383e-03
maxwell_a4,complex_sinh,640.001920,2.5374564207e-03,2.4298762022e-03,2.6131244945e-03
maxwell_a4,complex_sinh,650.001950,2.6200276510e-03,2.4035613113e-03,2.6270264584e-03
maxwell_a4,complex_sinh,660.001980,2.6576182007e-03,1.9044934592e-03,2.7578800380e-03
maxwell_a4,complex_sinh,670.002010,2.0564992715e-03,2.0492586628e-03,2.1556779568e-03
maxwell_a4,complex_sinh,680.002040,2.8667455086e-03,2.5408395395e-03,2.8939403628e-03
maxwell_a4,complex_sinh,690.002070,2.5611050106e-03,2.0864179876e-03,2.5952760938e-03
maxwell_a4,complex_sinh,700.002100,1.7285219291e-03,1.6386684253e-03,1.9380432891e-03
maxwell_a4,complex_sinh,710.002130,1.5927174686e-03,1.5326447683e-03,1.6112292512e-03
maxwell_a4,complex_sinh,720.002160,2.0891171271e-03,2.0294480049e-03,2.1870386801e-03
maxwell_a4,complex_sinh,730.002190,1.8739939771e-03,1.7960313992e-03,1.8744289913e-03
maxwell_a4,complex_sinh,740.002220,1.8729470497e-03,1.5821687643e-03,2.0469748429e-03
maxwell_a4,complex_sinh,750.002250,1.6949547932e-03,1.6503159658e-03,1.8869571211e-03
maxwell_a4,complex_sinh,760.002280,1.1636846869e-03,1.1454688897e-03,1.3649572683e-03
maxwell_a4,complex_sinh,770.002310,1.4958187464e-03,1.3519959749e-03,1.5186357147e-03
maxwell_a4,complex_sinh,780.002340,1.2920200910e-03,1.2249359909e-03,1.3311488868e-03
maxwell_a4,complex_sinh,790.002370,1.7839973250e-03,1.3436758401e-03,1.9005864377e-03
maxwell_a4,complex_sinh,800.002400,1.5953430556e-03,1.4060816916e-03,1.6206345258e-03
maxwell_a4,complex_sinh,810.002430,1.4541435591e-03,1.1358874701e-03,1.4763041187e-03
maxwell_a4,complex_sinh,820.002460,1.2695229778e-03,1.1080586962e-03,1.3171043105e-03
maxwell_a4,complex_sinh,830.002490,1.2366631535e-03,1.0012108854e-03,1.2934191134e-03
maxwell_a4,complex_sinh,840.002520,1.3098972551e-03,1.1067467313e-03,1.4571542343e-03
maxwell_a4,complex_sinh,850.002550,1.0920537613e-03,1.0813691711e-03,1.2082203121e-03
maxwell_a4,complex_sinh,860.002580,1.0470027011e-03,8.9858407057e-04,1.1564747095e-03
maxwell_a4,complex_sinh,870.002610,1.3701701272e-03,1.2982243125e-03,1.5180905915e-03
maxwell_a4,complex_sinh,880.002640,1.2725373360e-03,1.2215703050e-03,1.2824857575e-03
maxwell_a4,complex_sinh,890.002670,1.0875958236e-03,1.0811096022e-03,1.1207160685e-03
maxwell_a4,complex_sinh,900.002700,1.3622826703e-03,1.2883622462e-03,1.4041789253e-03
maxwell_a4,complex_sinh,910.002730,1.2387296519e-03,1.0543610655e-03,1.2703974428e-03
maxwell_a4,complex_sinh,920.002760,1.2150036096e-03,1.1558411087e-03,1.2239704628e-03
maxwell_a4,complex_sinh,930.002790,1.1291120153e-03,1.1193176404e-03,1.2204396139e-03
maxwell_a4,complex_sinh,940.002820,1.0175821441e-03,9.8504618171e-04,1.1553775948e-03
maxwell_a4,complex_sinh,950.002850,1.0169999521e-03,1.0013347370e-03,1.0687518426e-03
maxwell_a4,complex_sinh,960.002880,1.2673374132e-03,1.1091952307e-03,1.2792063458e-03
maxwell_a4,complex_sinh,970.002910,1.0106586470e-03,9.4851896324e-04,1.1389506717e-03
maxwell_a4,complex_sinh,980.002940,1.4036498997e-03,1.1981869465e-03,1.4108987187e-03
maxwell_a4,complex_sinh,990.002970,1.2767165680e-03,1.0903002254e-03,1.3962295530e-03
maxwell_a4,complex_sinh,1000.003000,1.2376160399e-03,1.0199371659e-03,1.4198063330e-03
maxwell_a4,complex_sinh_autodiff,0.000000,6.8099375088e-01,6.3097014234e-01,8.4299634306e-01
maxwell_a4,complex_sinh_autodiff,10.000050,6.9948284047e-02,6.6008599115e-02,7.2945354836e-02
maxwell_a4,complex_sinh_autodiff,20.000100,2.0418198634e-02,2.0272480142e-02,2.0763298738e-02
maxwell_a4,complex_sinh_autodiff,30.000150,1.4558957666e-02,1.3509232966e-02,1.5218821681e-02
maxwell_a4,complex_sinh_autodiff,40.000200,1.6246448159e-02,1.3975308274e-02,1.7013087321e-02
maxwell_a4,complex_sinh_autodiff,50.000250,1.7725157934e-02,1.6559026232e-02,1.8566815626e-02
maxwell_a4,complex_sinh_autodiff,60.000300,1.1720897120e-02,1.0196782658e-02,1.3314298211e-02
maxwell_a4,complex_sinh_autodiff,70.000350,1.6344489135e-02,1.4209616444e-02,1.6386506994e-02
maxwell_a4,complex_sinh_autodiff,80.000400,5.1858539800e-03,4.6174975660e-03,7.7306086215e-03
maxwell_a4,complex_sinh_autodiff,90.000450,1.3341941172e-02,8.5636092859e-03,1.4851660454e-02
maxwell_a4,complex_sinh_autodiff,100.000500,4.4431333855e-03,4.0298383793e-03,4.8624554705e-03
maxwell_a4,complex_sinh_autodiff,110.000550,3.6176102008e-03,3.5426435262e-03,5.9748177551e-03
maxwell_a4,complex_sinh_autodiff,120.000600,9.8350948206e-03,6.1998613771e-03,1.0687519111e-02
maxwell_a4,complex_sinh_autodiff,130.000650,3.1545819548e-03,3.1006412801e-03,3.4790433428e-03
maxwell_a4,complex_sinh_autodiff,140.000700,7.4361202187e-03,5.0259905213e-03,9.2402823079e-03
maxwell_a4,complex_sinh_autodiff,150.000750,3.3777728647e-03,3.1491840264e-03,6.4037417189e-03
maxwell_a4,complex_sinh_autodiff,160.000800,2.9602250247e-03,2.8305556665e-03,3.1452660057e-03
maxwell_a4,complex_sinh_autodiff,170.000850,4.7217920336e-03,3.9274421898e-03,8.7109512081e-03
maxwell_a4,complex_sinh_autodiff,180.000900,6.5612587000e-03,4.1536499235e-03,7.2053136358e-03
maxwell_a4,complex_sinh_autodiff,190.000950,2.8367749167e-03,2.6232304472e-03,3.8190050822e-03
maxwell_a4,complex_sinh_autodiff,200.001000,2.7495360097e-03,2.5967491268e-03,4.0654296620e-03
maxwell_a4,complex_sinh_autodiff,210.001050,7.3247905988e-03,5.4963079916e-03,1.3195081226e-02
maxwell_a4,complex_sinh_autodiff,220.001100,2.5091326971e-03,2.4040342996e-03,8.8882734797e-03
maxwell_a4,complex_sinh_autodiff,230.001150,2.5710188739e-03,2.3783298856e-03,3.3592024708e-03
maxwell_a4,complex_sinh_autodiff,240.001200,3.2827030643e-03,2.6826664312e-03,4.3587091708e-03
maxwell_a4,complex_sinh_autodiff,250.001250,4.0216677084e-03,3.0429410829e-03,4.1767915244e-03
maxwell_a4,complex_sinh_autodiff,260.001300,2.3575872484e-03,2.2180906498e-03,2.3644249924e-03
maxwell_a4,complex_sinh_autodiff,270.001350,3.0983303872e-03,2.5928924510e-03,4.6612364981e-03
maxwell_a4,complex_sinh_autodiff,280.001400,6.0880773086e-03,3.4534230298e-03,7.3864918056e-03
maxwell_a4,complex_sinh_autodiff,290.001450,1.9982356961e-03,1.9601721191e-03,2.7335263033e-03
maxwell_a4,complex_sinh_autodiff,300.001500,2.9193984025e-03,2.5656156584e-03,6.0339556545e-03
