task_id,variant,time_s,median_l2,q25_l2,q75_l2,median_best_l2,q25_best_l2,q75_best_l2,n_seeds
poly_d2_o4,complex_sinh,1059.387352,9.0414478639e-03,8.0427918218e-03,1.0425239710e-02,9.0414478639e-03,8.0427918218e-03,1.0425239710e-02,5
poly_d2_o4,complex_sinh,1066.092335,8.9777269088e-03,7.9627734603e-03,1.0386044378e-02,8.9777269088e-03,7.9627734603e-03,1.0386044378e-02,5
poly_d2_o4,complex_sinh,1072.797318,8.9152630060e-03,7.8843060598e-03,1.0347122156e-02,8.9152630060e-03,7.8843060598e-03,1.0347122156e-02,5
poly_d2_o4,complex_sinh,1079.502302,8.8538781821e-03,7.8073972060e-03,1.0308571852e-02,8.8538781821e-03,7.8073972060e-03,1.0308571852e-02,5
poly_d2_o4,complex_sinh,1086.207285,8.7935365934e-03,7.7318882793e-03,1.0270319905e-02,8.7935365934e-03,7.7318882793e-03,1.0270319905e-02,5
poly_d2_o4,complex_sinh,1092.912268,8.7342274968e-03,7.6576828786e-03,1.0232264395e-02,8.7342274968e-03,7.6576828786e-03,1.0232264395e-02,5
poly_d2_o4,complex_sinh,1099.617251,8.6758242732e-03,7.5847763086e-03,1.0194399716e-02,8.6758242732e-03,7.5847763086e-03,1.0194399716e-02,5
poly_d2_o4,complex_sinh,1106.322235,8.6182968340e-03,7.5129842338e-03,1.0156700061e-02,8.6182968340e-03,7.5129842338e-03,1.0156700061e-02,5
poly_d2_o4,complex_sinh,1113.027218,8.5615422451e-03,7.4422651067e-03,1.0119132254e-02,8.5615422451e-03,7.4422651067e-03,1.0119132254e-02,5
poly_d2_o4,complex_sinh,1119.732201,8.5054858403e-03,7.3725628360e-03,1.0081660252e-02,8.5054858403e-03,7.3725628360e-03,1.0081660252e-02,5
poly_d2_o4,complex_sinh,1126.437184,8.4501231816e-03,7.3036887121e-03,1.0044264343e-02,8.4501231816e-03,7.3036887121e-03,1.0044264343e-02,5
poly_d2_o4,complex_sinh,1133.142168,8.3953317359e-03,7.2356412189e-03,1.0006899391e-02,8.3953317359e-03,7.2356412189e-03,1.0006899391e-02,5
poly_d2_o4,complex_sinh,1139.847151,8.3410810165e-03,7.1683000856e-03,9.9695245851e-03,8.3410810165e-03,7.1683000856e-03,9.9695245851e-03,5
poly_d2_o4,complex_sinh,1146.552134,8.2872968120e-03,7.1016158053e-03,9.9321075440e-03,8.2872968120e-03,7.1016158053e-03,9.9321075440e-03,5
poly_d2_o4,complex_sinh,1153.257117,8.2338946175e-03,7.0354625517e-03,9.8945880457e-03,8.2338946175e-03,7.0354625517e-03,9.8945880457e-03,5
poly_d2_o4,complex_sinh,1159.962101,8.1808685233e-03,6.9697579679e-03,9.8569372790e-03,8.1808685233e-03,6.9697579679e-03,9.8569372790e-03,5
poly_d2_o4,complex_sinh,1166.667084,8.1280680128e-03,6.9044122918e-03,9.8191458922e-03,8.1280680128e-03,6.9044122918e-03,9.8191458922e-03,5
poly_d2_o4,complex_sinh,1173.372067,8.0754464319e-03,6.8393663690e-03,9.7810792251e-03,8.0754464319e-03,6.8393663690e-03,9.7810792251e-03,5
poly_d2_o4,complex_sinh,1180.077050,8.0229233909e-03,6.7745680311e-03,9.7427717524e-03,8.0229233909e-03,6.7745680311e-03,9.7427717524e-03,5
poly_d2_o4,complex_sinh,1186.782034,7.9704754030e-03,6.7098131568e-03,9.7041344300e-03,7.9704754030e-03,6.7098131568e-03,9.7041344300e-03,5
poly_d2_o4,complex_sinh,1193.487017,7.9180044336e-03,6.6451047126e-03,9.6651019665e-03,7.9180044336e-03,6.6451047126e-03,9.6651019665e-03,5
poly_d2_o4,complex_sinh,1200.192000,7.8463793262e-03,6.5625473330e-03,9.5996585972e-03,7.8463793262e-03,6.5625473330e-03,9.5996585972e-03,5
poly_d2_o4,siren,0.000000,1.0002514759e+00,1.0000278598e+00,1.0037303545e+00,1.0002514759e+00,1.0000278598e+00,1.0037303545e+00,5
poly_d2_o4,siren,6.704408,1.0001488948e+00,1.0000173852e+00,1.0026992555e+00,1.0001488948e+00,1.0000173852e+00,1.0026992555e+00,5
poly_d2_o4,siren,13.408816,1.0000224114e+00,1.0000164871e+00,1.0004929604e+00,1.0000127556e+00,9.9999830972e-01,1.0004929604e+00,5
poly_d2_o4,siren,20.113223,1.0000060480e+00,1.0000043369e+00,1.0000225724e+00,1.0000060480e+00,9.9999707378e-01,1.0000225724e+00,5
poly_d2_o4,siren,26.817631,1.0000022557e+00,1.0000011460e+00,1.0000034530e+00,9.9999707378e-01,9.9999216871e-01,9.9999937745e-01,5
poly_d2_o4,siren,33.522039,1.0000015964e+00,9.9999832309e-01,1.0000019129e+00,9.9999707378e-01,9.9999216871e-01,9.9999780146e-01,5
poly_d2_o4,siren,40.226447,9.9999805329e-01,9.9996899383e-01,9.9999890925e-01,9.9996655616e-01,9.9995684004e-01,9.9999216871e-01,5
poly_d2_o4,siren,46.930855,1.0000021737e+00,9.9999430463e-01,1.0000030504e+00,9.9995684004e-01,9.9989629561e-01,9.9999123087e-01,5
poly_d2_o4,siren,53.635263,9.9999859485e-01,9.9999833764e-01,1.0000027991e+00,9.9995684004e-01,9.9989629561e-01,9.9999123087e-01,5
poly_d2_o4,siren,60.339670,9.9999980295e-01,9.9999702793e-01,1.0000013558e+00,9.9995684004e-01,9.9989629561e-01,9.9998286171e-01,5
poly_d2_o4,siren,67.044078,1.0000015163e+00,9.9999982964e-01,1.0000016068e+00,9.9995684004e-01,9.9989629561e-01,9.9998286171e-01,5
poly_d2_o4,siren,73.748486,1.0000001018e+00,9.9999709306e-01,1.0000003832e+00,9.9995684004e-01,9.9989629561e-01,9.9998286171e-01,5
poly_d2_o4,siren,80.452894,9.9999769360e-01,9.9999690438e-01,1.0000000526e+00,9.9995684004e-01,9.9989629561e-01,9.9998286171e-01,5
poly_d2_o4,siren,87.157302,1.0000003254e+00,9.9999985464e-01,1.0000044392e+00,9.9995684004e-01,9.9989629561e-01,9.9998286171e-01,5
poly_d2_o4,siren,93.861709,1.0000015528e+00,9.9999653965e-01,1.0000047672e+00,9.9995684004e-01,9.9989629561e-01,9.9996688984e-01,5
poly_d2_o4,siren,100.566117,9.9999168792e-01,9.9997763813e-01,1.0000050750e+00,9.9992668487e-01,9.9989629561e-01,9.9995684004e-01,5
poly_d2_o4,siren,107.270525,1.0000047699e+00,9.9999554167e-01,1.0000052001e+00,9.9992668487e-01,9.9989629561e-01,9.9995684004e-01,5
poly_d2_o4,siren,113.974933,1.0000028617e+00,9.9999544483e-01,1.0000050209e+00,9.9992668487e-01,9.9989629561e-01,9.9995684004e-01,5
poly_d2_o4,siren,120.679341,1.0000045625e+00,9.9999714035e-01,1.0000059733e+00,9.9992668487e-01,9.9989629561e-01,9.9995684004e-01,5
poly_d2_o4,siren,127.383749,1.0000058899e+00,9.9999750209e-01,1.0000062852e+00,9.9992668487e-01,9.9989629561e-01,9.9995684004e-01,5
poly_d2_o4,siren,134.088156,1.0000066024e+00,9.9999755292e-01,1.0000071977e+00,9.9992668487e-01,9.9989629561e-01,9.9995684004e-01,5
poly_d2_o4,siren,140.792564,1.0000064810e+00,9.9999773624e-01,1.0000069226e+00,9.9992668487e-01,9.9989629561e-01,9.9995684004e-01,5
poly_d2_o4,siren,147.496972,1.0000068312e+00,9.9999795803e-01,1.0000072447e+00,9.9992668487e-01,9.9989629561e-01,9.9995684004e-01,5
poly_d2_o4,siren,154.201380,1.0000018883e+00,9.9999822184e-01,1.0000068736e+00,9.9992668487e-01,9.9989629561e-01,9.9995684004e-01,5
poly_d2_o4,siren,160.905788,9.9999833836e-01,9.9999311016e-01,1.0000077023e+00,9.9992668487e-01,9.9989629561e-01,9.9995684004e-01,5
poly_d2_o4,siren,167.610196,1.0000118546e+00,1.0000041507e+00,1.0000175995e+00,9.9992668487e-01,9.9989629561e-01,9.9995684004e-01,5
poly_d2_o4,siren,174.314603,1.0000074702e+00,1.0000022923e+00,1.0000181225e+00,9.9992668487e-01,9.9989629561e-01,9.9995684004e-01,5
poly_d2_o4,siren,181.019011,1.0000093705e+00,1.0000024770e+00,1.0000109487e+00,9.9992668487e-01,9.9989629561e-01,9.9995684004e-01,5
poly_d2_o4,siren,187.723419,1.0000083718e+00,1.0000024819e+00,1.0000099972e+00,9.9992668487e-01,9.9989629561e-01,9.9995684004e-01,5
poly_d2_o4,siren,194.427827,1.0000090695e+00,1.0000028130e+00,1.0000104506e+00,9.9992668487e-01,9.9989629561e-01,9.9995684004e-01,5
poly_d2_o4,siren,201.132235,1.0000093297e+00,1.0000032308e+00,1.0000109899e+00,9.9992668487e-01,9.9989629561e-01,9.9995684004e-01,5
poly_d2_o4,siren,207.836642,1.0000084535e+00,1.0000036517e+00,1.0000115228e+00,9.9992668487e-01,9.9989629561e-01,9.9995684004e-01,5
poly_d2_o4,siren,214.541050,1.0000120359e+00,1.0000040066e+00,1.0000121762e+00,9.9992668487e-01,9.9989629561e-01,9.9995684004e-01,5
poly_d2_o4,siren,221.245458,1.0000073859e+00,1.0000042774e+00,1.0000125207e+00,9.9992668487e-01,9.9989629561e-01,9.9995684004e-01,5
poly_d2_o4,siren,227.949866,1.0000077302e+00,1.0000044794e+00,1.0000129767e+00,9.9992668487e-01,9.9989629561e-01,9.9995684004e-01,5
poly_d2_o4,siren,234.654274,1.0000071225e+00,1.0000046869e+00,1.0000133934e+00,9.9992668487e-01,9.9989629561e-01,9.9995684004e-01,5
poly_d2_o4,siren,241.358682,1.0000065049e+00,1.0000048257e+00,1.0000137645e+00,9.9992668487e-01,9.9989629561e-01,9.9995684004e-01,5
poly_d2_o4,siren,248.063089,1.0000057897e+00,9.9999891011e-01,1.0000140893e+00,9.9992668487e-01,9.9989629561e-01,9.9995684004e-01,5
poly_d2_o4,siren,254.767497,1.0000049753e+00,1.0000036765e+00,1.0000148259e+00,9.9992668487e-01,9.9989629561e-01,9.9995684004e-01,5
poly_d2_o4,siren,261.471905,1.0000181794e+00,1.0000024460e+00,1.0000252251e+00,9.9992668487e-01,9.9989629561e-01,9.9995684004e-01,5
poly_d2_o4,siren,268.176313,1.0000168661e+00,1.0000029535e+00,1.0000266154e+00,9.9992668487e-01,9.9989629561e-01,9.9995684004e-01,5
poly_d2_o4,siren,274.880721,1.0000136116e+00,1.0000031001e+00,1.0000185750e+00,9.9992668487e-01,9.9989629561e-01,9.9995684004e-01,5
poly_d2_o4,siren,281.585128,1.0000094519e+00,1.0000032053e+00,1.0000188413e+00,9.9992668487e-01,9.9989629561e-01,9.9995684004e-01,5
poly_d2_o4,siren,288.289536,1.0000082952e+00,1.0000033535e+00,1.0000198030e+00,9.9992668487e-01,9.9989629561e-01,9.9995684004e-01,5
poly_d2_o4,siren,294.993944,1.0000073503e+00,1.0000035156e+00,1.0000203728e+00,9.9992668487e-01,9.9989629561e-01,9.9995684004e-01,5
poly_d2_o4,siren,301.698352,1.0000063054e+00,1.0000036762e+00,1.0000207769e+00,9.9992668487e-01,9.9989629561e-01,9.9995684004e-01,5
poly_d2_o4,siren,308.402760,1.0000054507e+00,1.0000038215e+00,1.0000210586e+00,9.9992668487e-01,9.9989629561e-01,9.9995684004e-01,5
poly_d2_o4,siren,315.107168,1.0000047047e+00,1.0000039527e+00,1.0000212571e+00,9.9992668487e-01,9.9989629561e-01,9.9995684004e-01,5
poly_d2_o4,siren,321.811575,1.0000120577e+00,9.9998758412e-01,1.0000213917e+00,9.9992668487e-01,9.9989629561e-01,9.9995684004e-01,5
poly_d2_o4,siren,328.515983,1.0000016483e+00,9.9997501786e-01,1.0000214747e+00,9.9992668487e-01,9.9989629561e-01,9.9995684004e-01,5
poly_d2_o4,siren,335.220391,1.0000084034e+00,1.0000012323e+00,1.0000215318e+00,9.9992668487e-01,9.9989629561e-01,9.9995684004e-01,5
poly_d2_o4,siren,341.924799,1.0000079823e+00,1.0000042154e+00,1.0000215756e+00,9.9992668487e-01,9.9989629561e-01,9.9995684004e-01,5
poly_d2_o4,siren,348.629207,1.0000080824e+00,1.0000033056e+00,1.0000216172e+00,9.9992668487e-01,9.9989629561e-01,9.9995684004e-01,5
poly_d2_o4,siren,355.333615,1.0000076773e+00,1.0000034564e+00,1.0000216639e+00,9.9992668487e-01,9.9989629561e-01,9.9995684004e-01,5
poly_d2_o4,siren,362.038022,1.0000070645e+00,1.0000033150e+00,1.0000217223e+00,9.9992668487e-01,9.9989629561e-01,9.9995684004e-01,5
poly_d2_o4,siren,368.742430,1.0000065231e+00,1.0000031385e+00,1.0000218004e+00,9.9992668487e-01,9.9989629561e-01,9.9995684004e-01,5
poly_d2_o4,siren,375.446838,1.0000060411e+00,1.0000029426e+00,1.0000340770e+00,9.9992668487e-01,9.9989629561e-01,9.9995684004e-01,5
poly_d2_o4,siren,382.151246,1.0000055923e+00,1.0000027376e+00,1.0000224966e+00,9.9992668487e-01,9.9989629561e-01,9.9995684004e-01,5
poly_d2_o4,siren,388.855654,1.0000040247e+00,1.0000025277e+00,1.0000267116e+00,9.9992668487e-01,9.9989629561e-01,9.9995684004e-01,5
poly_d2_o4,siren,395.560061,1.0000092583e+00,1.0000023152e+00,1.0000268969e+00,9.9992668487e-01,9.9989629561e-01,9.9995684004e-01,5
poly_d2_o4,siren,402.264469,1.0000085348e+00,1.0000021610e+00,1.0000273605e+00,9.9992668487e-01,9.9989629561e-01,9.9995684004e-01,5
poly_d2_o4,siren,408.968877,1.0000274458e+00,1.0000048730e+00,1.0000415855e+00,9.9992668487e-01,9.9989629561e-01,9.9995684004e-01,5
poly_d2_o4,siren,415.673285,1.0000195550e+00,1.0000053110e+00,1.0000277564e+00,9.9992668487e-01,9.9989629561e-01,9.9995684004e-01,5
poly_d2_o4,siren,422.377693,1.0000044692e+00,1.0000038838e+00,1.0000281020e+00,9.9992668487e-01,9.9989629561e-01,9.9995684004e-01,5
poly_d2_o4,siren,429.082101,1.0000038993e+00,1.0000029134e+00,1.0000284775e+00,9.9992668487e-01,9.9989629561e-01,9.9995684004e-01,5
poly_d2_o4,siren,435.786508,1.0000033710e+00,1.0000028346e+00,1.0000288701e+00,9.9992668487e-01,9.9989629561e-01,9.9995658936e-01,5
poly_d2_o4,siren,442.490916,1.0000028863e+00,1.0000024292e+00,1.0000292683e+00,9.9992668487e-01,9.9989629561e-01,9.9995639365e-01,5
poly_d2_o4,siren,449.195324,1.0000024348e+00,1.0000020618e+00,1.0000296677e+00,9.9992668487e-01,9.9989629561e-01,9.9995639365e-01,5
poly_d2_o4,siren,455.899732,1.0000017208e+00,1.0000014866e+00,1.0000300645e+00,9.9992668487e-01,9.9989629561e-01,9.9995639365e-01,5
poly_d2_o4,siren,462.604140,1.0000013971e+00,9.9995778182e-01,1.0000304561e+00,9.9992668487e-01,9.9989629561e-01,9.9995639365e-01,5
poly_d2_o4,siren,469.308547,1.0000010928e+00,9.9999421596e-01,1.0000308399e+00,9.9992668487e-01,9.9989629561e-01,9.9995639365e-01,5
poly_d2_o4,siren,476.012955,1.0000008048e+00,9.9999947543e-01,1.0000312145e+00,9.9992668487e-01,9.9989629561e-01,9.9995639365e-01,5
poly_d2_o4,siren,482.717363,1.0000005297e+00,9.9999764522e-01,1.0000315795e+00,9.9992668487e-01,9.9989629561e-01,9.9995639365e-01,5
poly_d2_o4,siren,489.421771,1.0000002682e+00,9.9999750250e-01,1.0000319319e+00,9.9992668487e-01,9.9989629561e-01,9.9995639365e-01,5
poly_d2_o4,siren,496.126179,1.0000000179e+00,9.9999720632e-01,1.0000322733e+00,9.9992668487e-01,9.9989629561e-01,9.9995639365e-01,5
poly_d2_o4,siren,502.830587,9.9999977810e-01,9.9999693132e-01,1.0000326028e+00,9.9992668487e-01,9.9989629561e-01,9.9995639365e-01,5
poly_d2_o4,siren,509.534994,9.9999955022e-01,9.9999664102e-01,1.0000329192e+00,9.9992668487e-01,9.9989629561e-01,9.9995639365e-01,5
poly_d2_o4,siren,516.239402,9.9999933190e-01,9.9999635084e-01,1.0000332242e+00,9.9992668487e-01,9.9989629561e-01,9.9995638837e-01,5
poly_d2_o4,siren,522.943810,9.9999912366e-01,9.9999606285e-01,1.0000335165e+00,9.9992668487e-01,9.9989629561e-01,9.9995519334e-01,5
poly_d2_o4,siren,529.648218,9.9999892349e-01,9.9999577645e-01,1.0000337974e+00,9.9992668487e-01,9.9989629561e-01,9.9994761495e-01,5
poly_d2_o4,siren,536.352626,9.9999831174e-01,9.9999549287e-01,1.0000340680e+00,9.9992668487e-01,9.9989629561e-01,9.9994657625e-01,5
poly_d2_o4,siren,543.057034,9.9999610404e-01,9.9999517670e-01,1.0000343257e+00,9.9992668487e-01,9.9989629561e-01,9.9994657625e-01,5
poly_d2_o4,siren,549.761441,1.0000006033e+00,9.9999719991e-01,1.0000345732e+00,9.9992668487e-01,9.9989629561e-01,9.9994657625e-01,5
poly_d2_o4,siren,556.465849,9.9999977073e-01,9.9999375413e-01,1.0000342718e+00,9.9992668487e-01,9.9989629561e-01,9.9994657625e-01,5
poly_d2_o4,siren,563.170257,9.9999970907e-01,9.9999423758e-01,1.0000354623e+00,9.9992668487e-01,9.9989629561e-01,9.9994657625e-01,5
poly_d2_o4,siren,569.874665,9.9999936219e-01,9.9999357597e-01,1.0000377908e+00,9.9992668487e-01,9.9989629561e-01,9.9994657625e-01,5
poly_d2_o4,siren,576.579073,9.9999910261e-01,9.9999330953e-01,1.0000389429e+00,9.9992668487e-01,9.9989629561e-01,9.9994657625e-01,5
poly_d2_o4,siren,583.283480,9.9999888856e-01,9.9999307582e-01,1.0000387830e+00,9.9992668487e-01,9.9989629561e-01,9.9994657625e-01,5
poly_d2_o4,siren,589.987888,9.9999869922e-01,9.9999282576e-01,1.0000388980e+00,9.9992668487e-01,9.9989629561e-01,9.9994657625e-01,5
poly_d2_o4,siren,596.692296,9.9999853151e-01,9.9999258158e-01,1.0000390376e+00,9.9992668487e-01,9.9989629561e-01,9.9994657625e-01,5
poly_d2_o4,siren,603.396704,9.9999837991e-01,9.9999234372e-01,1.0000392003e+00,9.9992668487e-01,9.9989629561e-01,9.9994657625e-01,5
poly_d2_o4,siren,610.101112,9.9999824089e-01,9.9999211327e-01,1.0000393570e+00,9.9992668487e-01,9.9989629561e-01,9.9994657625e-01,5
poly_d2_o4,siren,616.805520,9.9999811438e-01,9.9999188879e-01,1.0000395141e+00,9.9992668487e-01,9.9989629561e-01,9.9994657625e-01,5
poly_d2_o4,siren,623.509927,9.9999799664e-01,9.9999167030e-01,1.0000396705e+00,9.9992668487e-01,9.9989629561e-01,9.9994657625e-01,5
poly_d2_o4,siren,630.214335,9.9999788724e-01,9.9999145809e-01,1.0000398249e+00,9.9992668487e-01,9.9989629561e-01,9.9994657625e-01,5
poly_d2_o4,siren,636.918743,9.9999778550e-01,9.9999125124e-01,1.0000399767e+00,9.9992668487e-01,9.9989629561e-01,9.9994657625e-01,5
poly_d2_o4,siren,643.623151,9.9999768982e-01,9.9999105027e-01,1.0000401255e+00,9.9992668487e-01,9.9989629561e-01,9.9994657625e-01,5
poly_d2_o4,siren,650.327559,9.9999760036e-01,9.9999085470e-01,1.0000402703e+00,9.9992668487e-01,9.9989629561e-01,9.9994657625e-01,5
poly_d2_o4,siren,657.031966,9.9999751596e-01,9.9999066408e-01,1.0000404114e+00,9.9992668487e-01,9.9989629561e-01,9.9994657625e-01,5
poly_d2_o4,siren,663.736374,9.9999743594e-01,9.9999047926e-01,1.0000405482e+00,9.9992668487e-01,9.9989629561e-01,9.9994657625e-01,5
poly_d2_o4,siren,670.440782,9.9999736089e-01,9.9999029934e-01,1.0000406809e+00,9.9992668487e-01,9.9989629561e-01,9.9994657625e-01,5
poly_d2_o4,siren,677.145190,9.9999728961e-01,9.9999012433e-01,1.0000408098e+00,9.9992668487e-01,9.9989629561e-01,9.9994657625e-01,5
poly_d2_o4,siren,683.849598,9.9999722209e-01,9.9998995474e-01,1.0000409342e+00,9.9992668487e-01,9.9989629561e-01,9.9994657625e-01,5
poly_d2_o4,siren,690.554006,9.9999715820e-01,9.9998978965e-01,1.0000410547e+00,9.9992668487e-01,9.9989629561e-01,9.9994657625e-01,5
poly_d2_o4,siren,697.258413,9.9999709730e-01,9.9998962948e-01,1.0000411713e+00,9.9992668487e-01,9.9989629561e-01,9.9994657625e-01,5
poly_d2_o4,siren,703.962821,9.9999703960e-01,9.9998947412e-01,1.0000412836e+00,9.9992668487e-01,9.9989629561e-01,9.9994657625e-01,5
poly_d2_o4,siren,710.667229,9.9999698461e-01,9.9998932305e-01,1.0000413922e+00,9.9992668487e-01,9.9989629561e-01,9.9994657625e-01,5
poly_d2_o4,siren,717.371637,9.9999693207e-01,9.9998917683e-01,1.0000414970e+00,9.9992668487e-01,9.9989629561e-01,9.9994657625e-01,5
poly_d2_o4,siren,724.076045,9.9999688219e-01,9.9998903484e-01,1.0000415981e+00,9.9992668487e-01,9.9989629561e-01,9.9994657625e-01,5
poly_d2_o4,siren,730.780453,9.9999683440e-01,9.9998889693e-01,1.0000416959e+00,9.9992668487e-01,9.9989629561e-01,9.9994657625e-01,5
poly_d2_o4,siren,737.484860,9.9999678878e-01,9.9998876361e-01,1.0000417900e+00,9.9992668487e-01,9.9989629561e-01,9.9994657625e-01,5
poly_d2_o4,siren,744.189268,9.9999674529e-01,9.9998863408e-01,1.0000418809e+00,9.9992668487e-01,9.9989629561e-01,9.9994657625e-01,5
poly_d2_o4,siren,750.893676,9.9999670351e-01,9.9998850856e-01,1.0000419688e+00,9.9992668487e-01,9.9989629561e-01,9.9994657625e-01,5
poly_d2_o4,siren,757.598084,9.9999666364e-01,9.9998838702e-01,1.0000420533e+00,9.9992668487e-01,9.9989629561e-01,9.9994657625e-01,5
poly_d2_o4,siren,764.302492,9.9999662536e-01,9.9998826898e-01,1.0000421352e+00,9.9992668487e-01,9.9989629561e-01,9.9994657625e-01,5
poly_d2_o4,siren,771.006899,9.9999658855e-01,9.9998815485e-01,1.0000422140e+00,9.9992668487e-01,9.9989629561e-01,9.9994657625e-01,5
poly_d2_o4,siren,777.711307,9.9999655336e-01,9.9998804418e-01,1.0000422901e+00,9.9992668487e-01,9.9989629561e-01,9.9994657625e-01,5
poly_d2_o4,siren,784.415715,9.9999651946e-01,9.9998793677e-01,1.0000423637e+00,9.9992668487e-01,9.9989629561e-01,9.9994657625e-01,5
poly_d2_o4,siren,791.120123,9.9999648688e-01,9.9998783302e-01,1.0000424345e+00,9.9992668487e-01,9.9989629561e-01,9.9994657625e-01,5
poly_d2_o4,siren,797.824531,9.9999645560e-01,9.9998773225e-01,1.0000425030e+00,9.9992668487e-01,9.9989629561e-01,9.9994657625e-01,5
poly_d2_o4,siren,804.528939,9.9999642541e-01,9.9998763465e-01,1.0000425692e+00,9.9992668487e-01,9.9989629561e-01,9.9994657625e-01,5
poly_d2_o4,siren,811.233346,9.9999639643e-01,9.9998754014e-01,1.0000426330e+00,9.9992668487e-01,9.9989629561e-01,9.9994657625e-01,5
poly_d2_o4,siren,817.937754,9.9999636850e-01,9.9998744820e-01,1.0000426948e+00,9.9992668487e-01,9.9989629561e-01,9.9994657625e-01,5
poly_d2_o4,siren,824.642162,9.9999634151e-01,9.9998735924e-01,1.0000427544e+00,9.9992668487e-01,9.9989629561e-01,9.9994657625e-01,5
poly_d2_o4,siren,831.346570,9.9999631558e-01,9.9998727297e-01,1.0000428119e+00,9.9992668487e-01,9.9989629561e-01,9.9994657625e-01,5
poly_d2_o4,siren,838.050978,9.9999629050e-01,9.9998718923e-01,1.0000428677e+00,9.9992668487e-01,9.9989629561e-01,9.9994657625e-01,5
poly_d2_o4,siren,844.755385,9.9999626630e-01,9.9998710835e-01,1.0000429214e+00,9.9992668487e-01,9.9989629561e-01,9.9994657625e-01,5
poly_d2_o4,siren,851.459793,9.9999624297e-01,9.9998702979e-01,1.0000429735e+00,9.9992668487e-01,9.9989629561e-01,9.9994657625e-01,5
poly_d2_o4,siren,858.164201,9.9999622038e-01,9.9998695370e-01,1.0000430238e+00,9.9992668487e-01,9.9989629561e-01,9.9994657625e-01,5
poly_d2_o4,siren,864.868609,9.9999619861e-01,9.9998688001e-01,1.0000430724e+00,9.9992668487e-01,9.9989629561e-01,9.9994657625e-01,5
poly_d2_o4,siren,871.573017,9.9999617755e-01,9.9998680842e-01,1.0000431195e+00,9.9992668487e-01,9.9989629561e-01,9.9994657625e-01,5
poly_d2_o4,siren,878.277425,9.9999615715e-01,9.9998673924e-01,1.0000431650e+00,9.9992668487e-01,9.9989629561e-01,9.9994657625e-01,5
poly_d2_o4,siren,884.981832,9.9999613748e-01,9.9998667207e-01,1.0000432090e+00,9.9992668487e-01,9.9989629561e-01,9.9994657625e-01,5
poly_d2_o4,siren,891.686240,9.9999611840e-01,9.9998660686e-01,1.0000432517e+00,9.9992668487e-01,9.9989629561e-01,9.9994657625e-01,5
poly_d2_o4,siren,898.390648,9.9999609994e-01,9.9998654381e-01,1.0000432929e+00,9.9992668487e-01,9.9989629561e-01,9.9994657625e-01,5
poly_d2_o4,siren,905.095056,9.9999608209e-01,9.9998648253e-01,1.0000433328e+00,9.9992668487e-01,9.9989629561e-01,9.9994657625e-01,5
poly_d2_o4,siren,911.799464,9.9999606476e-01,9.9998642314e-01,1.0000433715e+00,9.9992668487e-01,9.9989629561e-01,9.9994657625e-01,5
poly_d2_o4,siren,918.503872,9.9999604800e-01,9.9998636557e-01,1.0000434089e+00,9.9992668487e-01,9.9989629561e-01,9.9994657625e-01,5
poly_d2_o4,siren,925.208279,9.9999603174e-01,9.9998630958e-01,1.0000434453e+00,9.9992668487e-01,9.9989629561e-01,9.9994657625e-01,5
poly_d2_o4,siren,931.912687,9.9999601596e-01,9.9998625543e-01,1.0000434804e+00,9.9992668487e-01,9.9989629561e-01,9.9994657625e-01,5
poly_d2_o4,siren,938.617095,9.9999600069e-01,9.9998620279e-01,1.0000435145e+00,9.9992668487e-01,9.9989629561e-01,9.9994657625e-01,5
poly_d2_o4,siren,945.321503,9.9999598585e-01,9.9998615163e-01,1.0000435476e+00,9.9992668487e-01,9.9989629561e-01,9.9994657625e-01,5
poly_d2_o4,siren,952.025911,9.9999597144e-01,9.9998610208e-01,1.0000435796e+00,9.9992668487e-01,9.9989629561e-01,9.9994657625e-01,5
poly_d2_o4,siren,958.730318,9.9999595747e-01,9.9998605385e-01,1.0000436108e+00,9.9992668487e-01,9.9989629561e-01,9.9994657625e-01,5
poly_d2_o4,siren,965.434726,9.9999594387e-01,9.9998600705e-01,1.0000436410e+00,9.9992668487e-01,9.9989629561e-01,9.9994657625e-01,5
poly_d2_o4,siren,972.139134,9.9999593069e-01,9.9998596160e-01,1.0000436702e+00,9.9992668487e-01,9.9989629561e-01,9.9994657625e-01,5
poly_d2_o4,siren,978.843542,9.9999591786e-01,9.9998591734e-01,1.0000436988e+00,9.9992668487e-01,9.9989629561e-01,9.9994657625e-01,5
poly_d2_o4,siren,985.547950,9.9999590537e-01,9.9998587444e-01,1.0000437264e+00,9.9992668487e-01,9.9989629561e-01,9.9994657625e-01,5
poly_d2_o4,siren,992.252358,9.9999589327e-01,9.9998583267e-01,1.0000437533e+00,9.9992668487e-01,9.9989629561e-01,9.9994657625e-01,5
poly_d2_o4,siren,998.956765,9.9999588146e-01,9.9998579200e-01,1.0000437794e+00,9.9992668487e-01,9.9989629561e-01,9.9994657625e-01,5
poly_d2_o4,siren,1005.661173,9.9999586996e-01,9.9998575256e-01,1.0000438048e+00,9.9992668487e-01,9.9989629561e-01,9.9994657625e-01,5
