task_id,ranking,rank,candidate_id,candidate_index,geometric_mean,max_error,mean_error,real_tanh_autodiff_rel_error,war_rel_error,weight_labels,weight_map,weight_sum,weights
poly_d2_o6,shared_minimax,5,point_106,106,0.30302208992613405,0.6228811521095802,0.3851483665957441,0.6228811521095802,0.147415581081908,"[""1e-1"", ""1e-2"", ""1e-2""]","{""w_Delta2_u"": 0.01, ""w_Delta_u"": 0.01, ""w_u"": 0.1}",0.12,"[0.1, 0.01, 0.01]"
poly_d2_o6,shared_minimax,6,point_099,99,0.30947690146270884,0.6229409668493877,0.3883445033044263,0.6229409668493877,0.15374803975946497,"[""1e-1"", ""1e-3"", ""1e-2""]","{""w_Delta2_u"": 0.01, ""w_Delta_u"": 0.001, ""w_u"": 0.1}",0.111,"[0.1, 0.001, 0.01]"
poly_d2_o6,shared_minimax,7,point_100,100,0.2824662312414924,0.6229754347152121,0.3755248906919337,0.6229754347152121,0.12807434666865522,"[""1e-1"", ""1e-3"", ""1e-1""]","{""w_Delta2_u"": 0.1, ""w_Delta_u"": 0.001, ""w_u"": 0.1}",0.201,"[0.1, 0.001, 0.1]"
poly_d2_o6,shared_minimax,8,point_101,101,0.2394039936430374,0.6254060679831412,0.358524681003301,0.6254060679831412,0.09164329402346075,"[""1e-1"", ""1e-3"", ""1e+0""]","{""w_Delta2_u"": 1.0, ""w_Delta_u"": 0.001, ""w_u"": 0.1}",1.101,"[0.1, 0.001, 1.0]"
poly_d2_o6,shared_minimax,9,point_098,98,0.31461436285724265,0.6281358694840931,0.3928583701595986,0.6281358694840931,0.15758087083510422,"[""1e-1"", ""1e-3"", ""1e-3""]","{""w_Delta2_u"": 0.001, ""w_Delta_u"": 0.001, ""w_u"": 0.1}",0.10200000000000001,"[0.1, 0.001, 0.001]"
poly_d2_o6,shared_minimax,10,point_108,108,0.2373175872694733,0.6284368066137445,0.35902771160540714,0.6284368066137445,0.08961861659706982,"[""1e-1"", ""1e-2"", ""1e+0""]","{""w_Delta2_u"": 1.0, ""w_Delta_u"": 0.01, ""w_u"": 0.1}",1.11,"[0.1, 0.01, 1.0]"
cahn_hilliard_o4,war,1,point_032,32,0.029720152140652403,0.035990541169905396,0.03026637591640175,0.035990541169905396,0.02454221066289811,"[""1e+1"", ""1e+1""]","{""lambda_ic"": 10.0, ""mu_mean"": 10.0}",20.0,"[10.0, 10.0]"
cahn_hilliard_o4,war,2,point_005,5,0.028032057812761586,0.029764374073863908,0.02808246907995357,0.026400564086043236,0.029764374073863908,"[""1e-3"", ""1e+2""]","{""lambda_ic"": 0.001, ""mu_mean"": 100.0}",100.001,"[0.001, 100.0]"
cahn_hilliard_o4,war,3,point_026,26,0.03034117468941701,0.030363312559683536,0.03034118275976999,0.030319052959856447,0.030363312559683536,"[""1e+0"", ""1e+2""]","{""lambda_ic"": 1.0, ""mu_mean"": 100.0}",101.0,"[1.0, 100.0]"
cahn_hilliard_o4,war,4,point_012,12,0.021362781383239857,0.030531919806056438,0.02273958801627861,0.014947256226500777,0.030531919806056438,"[""1e-2"", ""1e+2""]","{""lambda_ic"": 0.01, ""mu_mean"": 100.0}",100.01,"[0.01, 100.0]"
cahn_hilliard_o4,war,5,point_019,19,0.031300458322511146,0.03198079099196413,0.03130769473735219,0.03198079099196413,0.030634598482740246,"[""1e-1"", ""1e+2""]","{""lambda_ic"": 0.1, ""mu_mean"": 100.0}",100.1,"[0.1, 100.0]"
cahn_hilliard_o4,war,6,point_038,38,0.04634587528673065,0.06666125884052745,0.04944148746175128,0.06666125884052745,0.03222171608297512,"[""1e+2"", ""1e+0""]","{""lambda_ic"": 100.0, ""mu_mean"": 1.0}",101.0,"[100.0, 1.0]"
cahn_hilliard_o4,war,7,point_030,30,0.04040562293743195,0.05030420757610168,0.04137951739447789,0.05030420757610168,0.03245482721285411,"[""1e+1"", ""1e-1""]","{""lambda_ic"": 10.0, ""mu_mean"": 0.1}",10.1,"[10.0, 0.1]"
cahn_hilliard_o4,war,8,point_041,41,0.06257544580883935,0.11747986611737452,0.07540528409961718,0.11747986611737452,0.03333070208185985,"[""1e+2"", ""1e+3""]","{""lambda_ic"": 100.0, ""mu_mean"": 1000.0}",1100.0,"[100.0, 1000.0]"
cahn_hilliard_o4,war,9,point_037,37,0.03872349485357957,0.04345524523572747,0.038981110033950814,0.04345524523572747,0.03450697483217415,"[""1e+2"", ""1e-1""]","{""lambda_ic"": 100.0, ""mu_mean"": 0.1}",100.1,"[100.0, 0.1]"
cahn_hilliard_o4,war,10,point_036,36,0.039418745125066844,0.04440300290249952,0.0396984877547089,0.04440300290249952,0.03499397260691828,"[""1e+2"", ""1e-2""]","{""lambda_ic"": 100.0, ""mu_mean"": 0.01}",100.01,"[100.0, 0.01]"
cahn_hilliard_o4,realad,1,point_012,12,0.021362781383239857,0.030531919806056438,0.02273958801627861,0.014947256226500777,0.030531919806056438,"[""1e-2"", ""1e+2""]","{""lambda_ic"": 0.01, ""mu_mean"": 100.0}",100.01,"[0.01, 100.0]"
cahn_hilliard_o4,realad,2,point_024,24,0.03242480974630095,0.05439041234984767,0.03686022103380418,0.019330029717760686,0.05439041234984767,"[""1e+0"", ""1e+0""]","{""lambda_ic"": 1.0, ""mu_mean"": 1.0}",2.0,"[1.0, 1.0]"
cahn_hilliard_o4,realad,3,point_017,17,0.03318575362373778,0.050496411349690656,0.03615288398900213,0.02180935662831359,0.050496411349690656,"[""1e-1"", ""1e+0""]","{""lambda_ic"": 0.1, ""mu_mean"": 1.0}",1.1,"[0.1, 1.0]"
cahn_hilliard_o4,realad,4,point_005,5,0.028032057812761586,0.029764374073863908,0.02808246907995357,0.026400564086043236,0.029764374073863908,"[""1e-3"", ""1e+2""]","{""lambda_ic"": 0.001, ""mu_mean"": 100.0}",100.001,"[0.001, 100.0]"
cahn_hilliard_o4,realad,5,point_025,25,0.03925737977632092,0.057594857810856104,0.0421765909129415,0.026758324015026903,0.057594857810856104,"[""1e+0"", ""1e+1""]","{""lambda_ic"": 1.0, ""mu_mean"": 10.0}",11.0,"[1.0, 10.0]"
cahn_hilliard_o4,realad,6,point_004,4,0.03647532645214908,0.04612257246374335,0.03748426145551845,0.028845950447293538,0.04612257246374335,"[""1e-3"", ""1e+1""]","{""lambda_ic"": 0.001, ""mu_mean"": 10.0}",10.001,"[0.001, 10.0]"
cahn_hilliard_o4,realad,7,point_011,11,0.036490434722160375,0.04599700723855749,0.037472834735065554,0.028948662231573618,0.04599700723855749,"[""1e-2"", ""1e+1""]","{""lambda_ic"": 0.01, ""mu_mean"": 10.0}",10.01,"[0.01, 10.0]"
cahn_hilliard_o4,realad,8,point_018,18,0.037442048529439644,0.04698591643263851,0.038411332747661654,0.029836749062684798,0.04698591643263851,"[""1e-1"", ""1e+1""]","{""lambda_ic"": 0.1, ""mu_mean"": 10.0}",10.1,"[0.1, 10.0]"
cahn_hilliard_o4,realad,9,point_010,10,0.03962754406082377,0.05251925175942658,0.04120978411393329,0.029900316468440002,0.05251925175942658,"[""1e-2"", ""1e+0""]","{""lambda_ic"": 0.01, ""mu_mean"": 1.0}",1.01,"[0.01, 1.0]"
cahn_hilliard_o4,realad,10,point_026,26,0.03034117468941701,0.030363312559683536,0.03034118275976999,0.030319052959856447,0.030363312559683536,"[""1e+0"", ""1e+2""]","{""lambda_ic"": 1.0, ""mu_mean"": 100.0}",101.0,"[1.0, 100.0]"
cahn_hilliard_o4,shared_geomean,1,point_012,12,0.021362781383239857,0.030531919806056438,0.02273958801627861,0.014947256226500777,0.030531919806056438,"[""1e-2"", ""1e+2""]","{""lambda_ic"": 0.01, ""mu_mean"": 100.0}",100.01,"[0.01, 100.0]"
cahn_hilliard_o4,shared_geomean,2,point_005,5,0.028032057812761586,0.029764374073863908,0.02808246907995357,0.026400564086043236,0.029764374073863908,"[""1e-3"", ""1e+2""]","{""lambda_ic"": 0.001, ""mu_mean"": 100.0}",100.001,"[0.001, 100.0]"
cahn_hilliard_o4,shared_geomean,3,point_032,32,0.029720152140652403,0.035990541169905396,0.03026637591640175,0.035990541169905396,0.02454221066289811,"[""1e+1"", ""1e+1""]","{""lambda_ic"": 10.0, ""mu_mean"": 10.0}",20.0,"[10.0, 10.0]"
cahn_hilliard_o4,shared_geomean,4,point_026,26,0.03034117468941701,0.030363312559683536,0.03034118275976999,0.030319052959856447,0.030363312559683536,"[""1e+0"", ""1e+2""]","{""lambda_ic"": 1.0, ""mu_mean"": 100.0}",101.0,"[1.0, 100.0]"
cahn_hilliard_o4,shared_geomean,5,point_019,19,0.031300458322511146,0.03198079099196413,0.03130769473735219,0.03198079099196413,0.030634598482740246,"[""1e-1"", ""1e+2""]","{""lambda_ic"": 0.1, ""mu_mean"": 100.0}",100.1,"[0.1, 100.0]"
cahn_hilliard_o4,shared_geomean,6,point_024,24,0.03242480974630095,0.05439041234984767,0.03686022103380418,0.019330029717760686,0.05439041234984767,"[""1e+0"", ""1e+0""]","{""lambda_ic"": 1.0, ""mu_mean"": 1.0}",2.0,"[1.0, 1.0]"
cahn_hilliard_o4,shared_geomean,7,point_017,17,0.03318575362373778,0.050496411349690656,0.03615288398900213,0.02180935662831359,0.050496411349690656,"[""1e-1"", ""1e+0""]","{""lambda_ic"": 0.1, ""mu_mean"": 1.0}",1.1,"[0.1, 1.0]"
cahn_hilliard_o4,shared_geomean,8,point_004,4,0.03647532645214908,0.04612257246374335,0.03748426145551845,0.028845950447293538,0.04612257246374335,"[""1e-3"", ""1e+1""]","{""lambda_ic"": 0.001, ""mu_mean"": 10.0}",10.001,"[0.001, 10.0]"
cahn_hilliard_o4,shared_geomean,9,point_011,11,0.036490434722160375,0.04599700723855749,0.037472834735065554,0.028948662231573618,0.04599700723855749,"[""1e-2"", ""1e+1""]","{""lambda_ic"": 0.01, ""mu_mean"": 10.0}",10.01,"[0.01, 10.0]"
cahn_hilliard_o4,shared_geomean,10,point_018,18,0.037442048529439644,0.04698591643263851,0.038411332747661654,0.029836749062684798,0.04698591643263851,"[""1e-1"", ""1e+1""]","{""lambda_ic"": 0.1, ""mu_mean"": 10.0}",10.1,"[0.1, 10.0]"
cahn_hilliard_o4,shared_minimax,1,point_005,5,0.028032057812761586,0.029764374073863908,0.02808246907995357,0.026400564086043236,0.029764374073863908,"[""1e-3"", ""1e+2""]","{""lambda_ic"": 0.001, ""mu_mean"": 100.0}",100.001,"[0.001, 100.0]"
cahn_hilliard_o4,shared_minimax,2,point_026,26,0.03034117468941701,0.030363312559683536,0.03034118275976999,0.030319052959856447,0.030363312559683536,"[""1e+0"", ""1e+2""]","{""lambda_ic"": 1.0, ""mu_mean"": 100.0}",101.0,"[1.0, 100.0]"
cahn_hilliard_o4,shared_minimax,3,point_012,12,0.021362781383239857,0.030531919806056438,0.02273958801627861,0.014947256226500777,0.030531919806056438,"[""1e-2"", ""1e+2""]","{""lambda_ic"": 0.01, ""mu_mean"": 100.0}",100.01,"[0.01, 100.0]"
cahn_hilliard_o4,shared_minimax,4,point_019,19,0.031300458322511146,0.03198079099196413,0.03130769473735219,0.03198079099196413,0.030634598482740246,"[""1e-1"", ""1e+2""]","{""lambda_ic"": 0.1, ""mu_mean"": 100.0}",100.1,"[0.1, 100.0]"
cahn_hilliard_o4,shared_minimax,5,point_032,32,0.029720152140652403,0.035990541169905396,0.03026637591640175,0.035990541169905396,0.02454221066289811,"[""1e+1"", ""1e+1""]","{""lambda_ic"": 10.0, ""mu_mean"": 10.0}",20.0,"[10.0, 10.0]"
cahn_hilliard_o4,shared_minimax,6,point_037,37,0.03872349485357957,0.04345524523572747,0.038981110033950814,0.04345524523572747,0.03450697483217415,"[""1e+2"", ""1e-1""]","{""lambda_ic"": 100.0, ""mu_mean"": 0.1}",100.1,"[100.0, 0.1]"
cahn_hilliard_o4,shared_minimax,7,point_036,36,0.039418745125066844,0.04440300290249952,0.0396984877547089,0.04440300290249952,0.03499397260691828,"[""1e+2"", ""1e-2""]","{""lambda_ic"": 100.0, ""mu_mean"": 0.01}",100.01,"[100.0, 0.01]"
cahn_hilliard_o4,shared_minimax,8,point_035,35,0.039749224367289976,0.0450586985622487,0.04006204427916546,0.0450586985622487,0.03506538999608221,"[""1e+2"", ""1e-3""]","{""lambda_ic"": 100.0, ""mu_mean"": 0.001}",100.001,"[100.0, 0.001]"
cahn_hilliard_o4,shared_minimax,9,point_011,11,0.036490434722160375,0.04599700723855749,0.037472834735065554,0.028948662231573618,0.04599700723855749,"[""1e-2"", ""1e+1""]","{""lambda_ic"": 0.01, ""mu_mean"": 10.0}",10.01,"[0.01, 10.0]"
cahn_hilliard_o4,shared_minimax,10,point_004,4,0.03647532645214908,0.04612257246374335,0.03748426145551845,0.028845950447293538,0.04612257246374335,"[""1e-3"", ""1e+1""]","{""lambda_ic"": 0.001, ""mu_mean"": 10.0}",10.001,"[0.001, 10.0]"
cahn_hilliard_o6,war,1,point_032,32,0.05769554145235087,0.1131861694944507,0.07129795336477823,0.1131861694944507,0.029409737235105746,"[""1e+1"", ""1e+1""]","{""lambda_ic"": 10.0, ""mu_mean"": 10.0}",20.0,"[10.0, 10.0]"
cahn_hilliard_o6,war,2,point_033,33,0.06753571551182476,0.128125679457552,0.08186205409784089,0.128125679457552,0.03559842873812981,"[""1e+1"", ""1e+2""]","{""lambda_ic"": 10.0, ""mu_mean"": 100.0}",110.0,"[10.0, 100.0]"
cahn_hilliard_o6,war,3,point_040,40,0.08394307368563796,0.19233588285025643,0.11448599917745743,0.19233588285025643,0.036636115504658416,"[""1e+2"", ""1e+2""]","{""lambda_ic"": 100.0, ""mu_mean"": 100.0}",200.0,"[100.0, 100.0]"
cahn_hilliard_o6,war,4,point_039,39,0.09781592408020809,0.19953690985988082,0.12374385629900005,0.19953690985988082,0.04795080273811927,"[""1e+2"", ""1e+1""]","{""lambda_ic"": 100.0, ""mu_mean"": 10.0}",110.0,"[100.0, 10.0]"
cahn_hilliard_o6,war,5,point_012,12,0.10378257082345656,0.22173175744569767,0.13515383397743966,0.22173175744569767,0.04857591050918163,"[""1e-2"", ""1e+2""]","{""lambda_ic"": 0.01, ""mu_mean"": 100.0}",100.01,"[0.01, 100.0]"
cahn_hilliard_o6,war,6,point_019,19,0.09582231315450779,0.18845537479575658,0.11858866863344054,0.18845537479575658,0.048721962471124515,"[""1e-1"", ""1e+2""]","{""lambda_ic"": 0.1, ""mu_mean"": 100.0}",100.1,"[0.1, 100.0]"
cahn_hilliard_o6,war,7,point_005,5,0.10677786098493852,0.23270451940335063,0.14085008988080566,0.23270451940335063,0.04899566035826071,"[""1e-3"", ""1e+2""]","{""lambda_ic"": 0.001, ""mu_mean"": 100.0}",100.001,"[0.001, 100.0]"
cahn_hilliard_o6,war,8,point_038,38,0.09267041374418875,0.17279460052794293,0.11124705123211696,0.17279460052794293,0.04969950193629099,"[""1e+2"", ""1e+0""]","{""lambda_ic"": 100.0, ""mu_mean"": 1.0}",101.0,"[100.0, 1.0]"
cahn_hilliard_o6,war,9,point_035,35,0.09821633890147098,0.19209538818448657,0.12115618138696231,0.19209538818448657,0.05021697458943806,"[""1e+2"", ""1e-3""]","{""lambda_ic"": 100.0, ""mu_mean"": 0.001}",100.001,"[100.0, 0.001]"
cahn_hilliard_o6,war,10,point_036,36,0.09815984312608274,0.19141569405375078,0.12087651161879621,0.19141569405375078,0.05033732918384164,"[""1e+2"", ""1e-2""]","{""lambda_ic"": 100.0, ""mu_mean"": 0.01}",100.01,"[100.0, 0.01]"
cahn_hilliard_o6,realad,1,point_025,25,0.07385031523132028,0.09786496900892762,0.07679674029995613,0.09786496900892762,0.05572851159098465,"[""1e+0"", ""1e+1""]","{""lambda_ic"": 1.0, ""mu_mean"": 10.0}",11.0,"[1.0, 10.0]"
cahn_hilliard_o6,realad,2,point_021,21,0.0879300038881186,0.09932164334698454,0.08858328269617977,0.09932164334698454,0.077844922045375,"[""1e+0"", ""1e-3""]","{""lambda_ic"": 1.0, ""mu_mean"": 0.001}",1.001,"[1.0, 0.001]"
cahn_hilliard_o6,realad,3,point_028,28,0.0822040639399453,0.10491384911517329,0.08466195842696787,0.10491384911517329,0.06441006773876246,"[""1e+1"", ""1e-3""]","{""lambda_ic"": 10.0, ""mu_mean"": 0.001}",10.001,"[10.0, 0.001]"
cahn_hilliard_o6,realad,4,point_029,29,0.0800482262325183,0.10495125890122514,0.08300274551409426,0.10495125890122514,0.06105423212696336,"[""1e+1"", ""1e-2""]","{""lambda_ic"": 10.0, ""mu_mean"": 0.01}",10.01,"[10.0, 0.01]"
cahn_hilliard_o6,realad,5,point_030,30,0.08009023185019612,0.10516277432017268,0.0830790859859518,0.10516277432017268,0.060995397651730926,"[""1e+1"", ""1e-1""]","{""lambda_ic"": 10.0, ""mu_mean"": 0.1}",10.1,"[10.0, 0.1]"
cahn_hilliard_o6,realad,6,point_015,15,0.09835372257954506,0.10737132194100348,0.09873239491389732,0.10737132194100348,0.09009346788679116,"[""1e-1"", ""1e-2""]","{""lambda_ic"": 0.1, ""mu_mean"": 0.01}",0.11,"[0.1, 0.01]"
cahn_hilliard_o6,realad,7,point_014,14,0.09896068958610624,0.10992385501451096,0.0995073907375292,0.10992385501451096,0.08909092646054745,"[""1e-1"", ""1e-3""]","{""lambda_ic"": 0.1, ""mu_mean"": 0.001}",0.101,"[0.1, 0.001]"
cahn_hilliard_o6,realad,8,point_032,32,0.05769554145235087,0.1131861694944507,0.07129795336477823,0.1131861694944507,0.029409737235105746,"[""1e+1"", ""1e+1""]","{""lambda_ic"": 10.0, ""mu_mean"": 10.0}",20.0,"[10.0, 10.0]"
cahn_hilliard_o6,realad,9,point_008,8,0.09950956022153544,0.11344766776600537,0.10036577368870828,0.11344766776600537,0.0872838796114112,"[""1e-2"", ""1e-2""]","{""lambda_ic"": 0.01, ""mu_mean"": 0.01}",0.02,"[0.01, 0.01]"
cahn_hilliard_o6,realad,10,point_001,1,0.1058112308582499,0.11418347801526493,0.10611816897082331,0.11418347801526493,0.09805285992638169,"[""1e-3"", ""1e-2""]","{""lambda_ic"": 0.001, ""mu_mean"": 0.01}",0.011,"[0.001, 0.01]"
cahn_hilliard_o6,shared_geomean,1,point_032,32,0.05769554145235087,0.1131861694944507,0.07129795336477823,0.1131861694944507,0.029409737235105746,"[""1e+1"", ""1e+1""]","{""lambda_ic"": 10.0, ""mu_mean"": 10.0}",20.0,"[10.0, 10.0]"
cahn_hilliard_o6,shared_geomean,2,point_033,33,0.06753571551182476,0.128125679457552,0.08186205409784089,0.128125679457552,0.03559842873812981,"[""1e+1"", ""1e+2""]","{""lambda_ic"": 10.0, ""mu_mean"": 100.0}",110.0,"[10.0, 100.0]"
cahn_hilliard_o6,shared_geomean,3,point_025,25,0.07385031523132028,0.09786496900892762,0.07679674029995613,0.09786496900892762,0.05572851159098465,"[""1e+0"", ""1e+1""]","{""lambda_ic"": 1.0, ""mu_mean"": 10.0}",11.0,"[1.0, 10.0]"
cahn_hilliard_o6,shared_geomean,4,point_029,29,0.0800482262325183,0.10495125890122514,0.08300274551409426,0.10495125890122514,0.06105423212696336,"[""1e+1"", ""1e-2""]","{""lambda_ic"": 10.0, ""mu_mean"": 0.01}",10.01,"[10.0, 0.01]"
cahn_hilliard_o6,shared_geomean,5,point_030,30,0.08009023185019612,0.10516277432017268,0.0830790859859518,0.10516277432017268,0.060995397651730926,"[""1e+1"", ""1e-1""]","{""lambda_ic"": 10.0, ""mu_mean"": 0.1}",10.1,"[10.0, 0.1]"
cahn_hilliard_o6,shared_geomean,6,point_028,28,0.0822040639399453,0.10491384911517329,0.08466195842696787,0.10491384911517329,0.06441006773876246,"[""1e+1"", ""1e-3""]","{""lambda_ic"": 10.0, ""mu_mean"": 0.001}",10.001,"[10.0, 0.001]"
cahn_hilliard_o6,shared_geomean,7,point_040,40,0.08394307368563796,0.19233588285025643,0.11448599917745743,0.19233588285025643,0.036636115504658416,"[""1e+2"", ""1e+2""]","{""lambda_ic"": 100.0, ""mu_mean"": 100.0}",200.0,"[100.0, 100.0]"
cahn_hilliard_o6,shared_geomean,8,point_031,31,0.0860603729217157,0.12515569364760554,0.09216654379622563,0.12515569364760554,0.05917739394484572,"[""1e+1"", ""1e+0""]","{""lambda_ic"": 10.0, ""mu_mean"": 1.0}",11.0,"[10.0, 1.0]"
cahn_hilliard_o6,shared_geomean,9,point_021,21,0.0879300038881186,0.09932164334698454,0.08858328269617977,0.09932164334698454,0.077844922045375,"[""1e+0"", ""1e-3""]","{""lambda_ic"": 1.0, ""mu_mean"": 0.001}",1.001,"[1.0, 0.001]"
cahn_hilliard_o6,shared_geomean,10,point_038,38,0.09267041374418875,0.17279460052794293,0.11124705123211696,0.17279460052794293,0.04969950193629099,"[""1e+2"", ""1e+0""]","{""lambda_ic"": 100.0, ""mu_mean"": 1.0}",101.0,"[100.0, 1.0]"
cahn_hilliard_o6,shared_minimax,1,point_025,25,0.07385031523132028,0.09786496900892762,0.07679674029995613,0.09786496900892762,0.05572851159098465,"[""1e+0"", ""1e+1""]","{""lambda_ic"": 1.0, ""mu_mean"": 10.0}",11.0,"[1.0, 10.0]"
cahn_hilliard_o6,shared_minimax,2,point_021,21,0.0879300038881186,0.09932164334698454,0.08858328269617977,0.09932164334698454,0.077844922045375,"[""1e+0"", ""1e-3""]","{""lambda_ic"": 1.0, ""mu_mean"": 0.001}",1.001,"[1.0, 0.001]"
cahn_hilliard_o6,shared_minimax,3,point_028,28,0.0822040639399453,0.10491384911517329,0.08466195842696787,0.10491384911517329,0.06441006773876246,"[""1e+1"", ""1e-3""]","{""lambda_ic"": 10.0, ""mu_mean"": 0.001}",10.001,"[10.0, 0.001]"
cahn_hilliard_o6,shared_minimax,4,point_029,29,0.0800482262325183,0.10495125890122514,0.08300274551409426,0.10495125890122514,0.06105423212696336,"[""1e+1"", ""1e-2""]","{""lambda_ic"": 10.0, ""mu_mean"": 0.01}",10.01,"[10.0, 0.01]"
cahn_hilliard_o6,shared_minimax,5,point_030,30,0.08009023185019612,0.10516277432017268,0.0830790859859518,0.10516277432017268,0.060995397651730926,"[""1e+1"", ""1e-1""]","{""lambda_ic"": 10.0, ""mu_mean"": 0.1}",10.1,"[10.0, 0.1]"
cahn_hilliard_o6,shared_minimax,6,point_015,15,0.09835372257954506,0.10737132194100348,0.09873239491389732,0.10737132194100348,0.09009346788679116,"[""1e-1"", ""1e-2""]","{""lambda_ic"": 0.1, ""mu_mean"": 0.01}",0.11,"[0.1, 0.01]"
cahn_hilliard_o6,shared_minimax,7,point_014,14,0.09896068958610624,0.10992385501451096,0.0995073907375292,0.10992385501451096,0.08909092646054745,"[""1e-1"", ""1e-3""]","{""lambda_ic"": 0.1, ""mu_mean"": 0.001}",0.101,"[0.1, 0.001]"
cahn_hilliard_o6,shared_minimax,8,point_032,32,0.05769554145235087,0.1131861694944507,0.07129795336477823,0.1131861694944507,0.029409737235105746,"[""1e+1"", ""1e+1""]","{""lambda_ic"": 10.0, ""mu_mean"": 10.0}",20.0,"[10.0, 10.0]"
cahn_hilliard_o6,shared_minimax,9,point_008,8,0.09950956022153544,0.11344766776600537,0.10036577368870828,0.11344766776600537,0.0872838796114112,"[""1e-2"", ""1e-2""]","{""lambda_ic"": 0.01, ""mu_mean"": 0.01}",0.02,"[0.01, 0.01]"
cahn_hilliard_o6,shared_minimax,10,point_001,1,0.1058112308582499,0.11418347801526493,0.10611816897082331,0.11418347801526493,0.09805285992638169,"[""1e-3"", ""1e-2""]","{""lambda_ic"": 0.001, ""mu_mean"": 0.01}",0.011,"[0.001, 0.01]"
