L2_err,L_bc_final,L_int_final,L_int_last,bc_weight,loss_final,ms_per_step,nan,params,peak_mb,problem,representation,seed,steps,variant
1.7219600513070688,0.7671788987388134,0.7429580055139742,0.740888262055944,30.0,23.758324967678377,36.93799660191728,False,100098,540.203125,maxwell_a4,split_real,0,813,vanilla_tune_w_30
