L2_err,L_bc_final,L_int_final,L_int_last,bc_weight,loss_final,ms_per_step,nan,params,peak_mb,problem,seed,steps,variant
0.34604758288559995,0.09995102028047921,0.0004018593892879819,0.000402937113981009,0.03,0.0034003899977023584,115.78734122359982,False,50049,2151.8681640625,poly_d2_o4,0,260,vanilla_tune_w_p03
