L2_err,L_bc_final,L_int_final,L_int_last,bc_weight,loss_final,ms_per_step,nan,params,peak_mb,problem,seed,steps,variant
1.2846187832947853,0.0060571010662861646,0.03187180838481185,0.032237814769031585,1.0,0.03792890945109802,18.66801716711613,False,50049,310.38818359375,chirp_a2,0,1608,vanilla_tune_w_1
