candidate_id,candidate_index,real_tanh_autodiff_loss,real_tanh_autodiff_mass_drift_rms,real_tanh_autodiff_rel_error,real_tanh_autodiff_status,real_tanh_autodiff_steps,war_loss,war_mass_drift_rms,war_rel_error,war_status,war_steps,weight_labels,weight_map,weights
point_010,10,0.0001254848757525906,7.557128992630169e-05,1.0001095533370972,complete,706,0.00013488733384292573,3.058772927033715e-05,0.9999315142631531,complete,1083,"[""1e-2"", ""1e+0""]","{""lambda_bc"": 1.0, ""lambda_ic"": 0.01}","[0.01, 1.0]"
point_011,11,0.00012660630454774946,3.2930183806456625e-05,1.000055193901062,complete,764,0.00012056057312292978,2.8671327527263202e-05,1.0000160932540894,complete,1124,"[""1e-2"", ""1e+1""]","{""lambda_bc"": 10.0, ""lambda_ic"": 0.01}","[0.01, 10.0]"
point_012,12,0.00014231439854484051,9.556855729897507e-06,1.0000063180923462,complete,719,0.00011380860087228939,7.049730629660189e-05,1.0000009536743164,complete,1128,"[""1e-2"", ""1e+2""]","{""lambda_bc"": 100.0, ""lambda_ic"": 0.01}","[0.01, 100.0]"
point_013,13,0.00013241048145573586,2.2882979465066455e-05,1.0000076293945312,complete,707,0.00011341759818606079,2.350899922021199e-05,0.9999778866767883,complete,1128,"[""1e-2"", ""1e+3""]","{""lambda_bc"": 1000.0, ""lambda_ic"": 0.01}","[0.01, 1000.0]"
point_014,14,0.0012553753331303596,0.00021543356706388295,1.0001623630523682,complete,658,0.0013714188244193792,8.78334030858241e-05,0.9999287724494934,complete,1138,"[""1e-1"", ""1e-3""]","{""lambda_bc"": 0.001, ""lambda_ic"": 0.1}","[0.1, 0.001]"
point_015,15,0.0014058968517929316,0.00019172050815541297,1.0001765489578247,complete,719,0.0013028305256739259,0.00011102883581770584,0.9999094009399414,complete,1121,"[""1e-1"", ""1e-2""]","{""lambda_bc"": 0.01, ""lambda_ic"": 0.1}","[0.1, 0.01]"
point_016,16,0.001289227744564414,0.00013882153143640608,1.0001853704452515,complete,671,0.0014827725244686007,4.326187263359316e-05,0.9998854994773865,complete,1118,"[""1e-1"", ""1e-1""]","{""lambda_bc"": 0.1, ""lambda_ic"": 0.1}","[0.1, 0.1]"
point_017,17,0.0011982542928308249,5.8552301197778434e-05,1.0000921487808228,complete,649,0.0011826015543192625,0.00015955400886014104,0.9999200105667114,complete,1120,"[""1e-1"", ""1e+0""]","{""lambda_bc"": 1.0, ""lambda_ic"": 0.1}","[0.1, 1.0]"
point_018,18,0.0012491443194448948,8.772649016464129e-05,0.9999608397483826,complete,656,0.0011806166730821133,2.288391624460928e-05,0.9999592900276184,complete,1106,"[""1e-1"", ""1e+1""]","{""lambda_bc"": 10.0, ""lambda_ic"": 0.1}","[0.1, 10.0]"
point_019,19,0.001235559699125588,7.999780791578814e-05,1.0000466108322144,complete,751,0.001185029512271285,0.00012493730173446238,0.9999536871910095,complete,1109,"[""1e-1"", ""1e+2""]","{""lambda_bc"": 100.0, ""lambda_ic"": 0.1}","[0.1, 100.0]"
point_020,20,0.0012909385841339827,7.3823997809086e-05,0.999996542930603,complete,702,0.0012377023231238127,1.9081284335698e-05,1.0001047849655151,complete,1126,"[""1e-1"", ""1e+3""]","{""lambda_bc"": 1000.0, ""lambda_ic"": 0.1}","[0.1, 1000.0]"
point_021,21,0.012732520699501038,0.0009803150314837694,0.9999344348907471,complete,727,0.011811472475528717,0.0005158725543878973,0.9999573826789856,complete,1120,"[""1e+0"", ""1e-3""]","{""lambda_bc"": 0.001, ""lambda_ic"": 1.0}","[1.0, 0.001]"
point_022,22,0.01335684023797512,0.0006737426738254726,1.0000449419021606,complete,761,0.013134831562638283,0.0003058051806874573,1.0000914335250854,complete,1156,"[""1e+0"", ""1e-2""]","{""lambda_bc"": 0.01, ""lambda_ic"": 1.0}","[1.0, 0.01]"
point_023,23,0.014208638109266758,0.00023337073798757046,1.0000125169754028,complete,697,0.013075054623186588,0.0009258932550437748,1.0000417232513428,complete,1072,"[""1e+0"", ""1e-1""]","{""lambda_bc"": 0.1, ""lambda_ic"": 1.0}","[1.0, 0.1]"
point_024,24,0.011103011667728424,0.0004842314519919455,0.9999741911888123,complete,635,0.011338097043335438,0.000896017998456955,1.000006914138794,complete,1128,"[""1e+0"", ""1e+0""]","{""lambda_bc"": 1.0, ""lambda_ic"": 1.0}","[1.0, 1.0]"
point_025,25,0.012763114646077156,0.0018615365261211991,1.0000114440917969,complete,762,0.01361849159002304,0.00034658730146475136,0.9999622106552124,complete,1112,"[""1e+0"", ""1e+1""]","{""lambda_bc"": 10.0, ""lambda_ic"": 1.0}","[1.0, 10.0]"
point_026,26,0.012205404229462147,0.0008655951241962612,1.0000287294387817,complete,729,0.013787452131509781,5.0059472414432094e-05,0.9999608397483826,complete,1137,"[""1e+0"", ""1e+2""]","{""lambda_bc"": 100.0, ""lambda_ic"": 1.0}","[1.0, 100.0]"
point_027,27,0.01329926960170269,0.0012269769795238972,0.9999386668205261,complete,654,0.012758109718561172,0.0003822401340585202,1.0000834465026855,complete,1123,"[""1e+0"", ""1e+3""]","{""lambda_bc"": 1000.0, ""lambda_ic"": 1.0}","[1.0, 1000.0]"
point_028,28,0.13308365643024445,0.003326165024191141,1.0002381801605225,complete,694,0.1253415048122406,0.002078452380374074,0.999976634979248,complete,1122,"[""1e+1"", ""1e-3""]","{""lambda_bc"": 0.001, ""lambda_ic"": 10.0}","[10.0, 0.001]"
point_029,29,0.12084432691335678,0.00017960257537197322,0.9997618794441223,complete,671,0.13571104407310486,0.002289913361892104,1.0000953674316406,complete,1075,"[""1e+1"", ""1e-2""]","{""lambda_bc"": 0.01, ""lambda_ic"": 10.0}","[10.0, 0.01]"
point_030,30,0.10879948735237122,0.00661768252030015,0.9968115091323853,complete,722,0.1240772008895874,0.0005118916742503643,0.9999786615371704,complete,1053,"[""1e+1"", ""1e-1""]","{""lambda_bc"": 0.1, ""lambda_ic"": 10.0}","[10.0, 0.1]"
point_031,31,0.10478375107049942,0.0038131901528686285,0.999114990234375,complete,767,0.11153361201286316,0.0005555422976613045,1.0000022649765015,complete,1133,"[""1e+1"", ""1e+0""]","{""lambda_bc"": 1.0, ""lambda_ic"": 10.0}","[10.0, 1.0]"
point_032,32,0.10603337734937668,0.0021842634305357933,0.9999755620956421,complete,682,0.1115473210811615,0.005113464780151844,1.0001674890518188,complete,1133,"[""1e+1"", ""1e+1""]","{""lambda_bc"": 10.0, ""lambda_ic"": 10.0}","[10.0, 10.0]"
point_033,33,0.11754394322633743,0.0017877897480502725,0.9999676942825317,complete,680,0.13805340230464935,0.001641982700675726,1.0000139474868774,complete,1137,"[""1e+1"", ""1e+2""]","{""lambda_bc"": 100.0, ""lambda_ic"": 10.0}","[10.0, 100.0]"
point_034,34,0.13853038847446442,0.001727089285850525,0.9999358057975769,complete,659,0.11789029836654663,0.0014578740810975432,0.9999634027481079,complete,1120,"[""1e+1"", ""1e+3""]","{""lambda_bc"": 1000.0, ""lambda_ic"": 10.0}","[10.0, 1000.0]"
point_035,35,1.2531167268753052,0.00425453158095479,0.9999774694442749,complete,666,1.3028638362884521,1.3419395145319868e-05,1.000010371208191,complete,1121,"[""1e+2"", ""1e-3""]","{""lambda_bc"": 0.001, ""lambda_ic"": 100.0}","[100.0, 0.001]"
point_036,36,1.230428695678711,0.000754325243178755,0.999946653842926,complete,641,1.2307912111282349,0.00013790614320896566,0.9999845027923584,complete,1086,"[""1e+2"", ""1e-2""]","{""lambda_bc"": 0.01, ""lambda_ic"": 100.0}","[100.0, 0.01]"
point_037,37,1.328606367111206,0.0009885394247248769,0.9999673962593079,complete,730,1.3710194826126099,0.00023006043920759112,0.9999891519546509,complete,1085,"[""1e+2"", ""1e-1""]","{""lambda_bc"": 0.1, ""lambda_ic"": 100.0}","[100.0, 0.1]"
point_038,38,1.2172832489013672,0.0007011099369265139,0.9999610781669617,complete,744,1.1355724334716797,1.2128993148508016e-05,1.0000803470611572,complete,1128,"[""1e+2"", ""1e+0""]","{""lambda_bc"": 1.0, ""lambda_ic"": 100.0}","[100.0, 1.0]"
point_039,39,1.2676599025726318,0.0024653966538608074,1.0001249313354492,complete,713,1.1945106983184814,0.00045190201490186155,0.9999351501464844,complete,1140,"[""1e+2"", ""1e+1""]","{""lambda_bc"": 10.0, ""lambda_ic"": 100.0}","[100.0, 10.0]"
point_040,40,1.2031751871109009,0.00011105549492640421,1.0000165700912476,complete,747,1.379120111465454,0.00022476694721262902,0.9999445676803589,complete,1137,"[""1e+2"", ""1e+2""]","{""lambda_bc"": 100.0, ""lambda_ic"": 100.0}","[100.0, 100.0]"
point_041,41,1.38438081741333,0.0006646787514910102,0.9999679327011108,complete,659,1.1357266902923584,0.00010453734284965321,1.0000892877578735,complete,1128,"[""1e+2"", ""1e+3""]","{""lambda_bc"": 1000.0, ""lambda_ic"": 100.0}","[100.0, 1000.0]"
point_042,42,12.163597106933594,0.0012181592173874378,1.0000048875808716,complete,773,12.560651779174805,0.00026047247229143977,0.99994957447052,complete,1114,"[""1e+3"", ""1e-3""]","{""lambda_bc"": 0.001, ""lambda_ic"": 1000.0}","[1000.0, 0.001]"
point_043,43,12.184693336486816,0.00024185018264688551,1.0000827312469482,complete,744,13.551891326904297,0.00013881560880690813,1.0000061988830566,complete,1088,"[""1e+3"", ""1e-2""]","{""lambda_bc"": 0.01, ""lambda_ic"": 1000.0}","[1000.0, 0.01]"
point_044,44,12.447089195251465,0.0014834755565971136,1.000010371208191,complete,687,12.245738983154297,0.0007980182417668402,1.0000808238983154,complete,1062,"[""1e+3"", ""1e-1""]","{""lambda_bc"": 0.1, ""lambda_ic"": 1000.0}","[1000.0, 0.1]"
point_045,45,11.689261436462402,0.0005461396067403257,1.0000241994857788,complete,680,12.355254173278809,2.6925014026346616e-05,1.000032901763916,complete,1130,"[""1e+3"", ""1e+0""]","{""lambda_bc"": 1.0, ""lambda_ic"": 1000.0}","[1000.0, 1.0]"
point_046,46,11.32580280303955,0.0018772461917251348,1.0000256299972534,complete,689,11.847993850708008,0.0004071533039677888,0.9999459385871887,complete,1109,"[""1e+3"", ""1e+1""]","{""lambda_bc"": 10.0, ""lambda_ic"": 1000.0}","[1000.0, 10.0]"
point_047,47,13.400270462036133,0.0016820913879200816,1.0001493692398071,complete,705,11.353174209594727,0.00020219026191625744,1.0000934600830078,complete,1128,"[""1e+3"", ""1e+2""]","{""lambda_bc"": 100.0, ""lambda_ic"": 1000.0}","[1000.0, 100.0]"
point_048,48,12.64948844909668,0.0033302223309874535,1.0001314878463745,complete,693,12.544913291931152,3.630401988630183e-05,1.000023603439331,complete,1122,"[""1e+3"", ""1e+3""]","{""lambda_bc"": 1000.0, ""lambda_ic"": 1000.0}","[1000.0, 1000.0]"
