candidate_id,candidate_index,real_tanh_autodiff_loss,real_tanh_autodiff_mass_drift_rms,real_tanh_autodiff_rel_error,real_tanh_autodiff_status,real_tanh_autodiff_steps,war_loss,war_mass_drift_rms,war_rel_error,war_status,war_steps,weight_labels,weight_map,weights
point_000,0,1.4815243957855273e-05,0.00030667235841974616,1.0004044771194458,complete,719,1.1684952369250823e-05,2.960630808956921e-05,0.9998815059661865,complete,1132,"[""1e-3"", ""1e-3""]","{""lambda_bc"": 0.001, ""lambda_ic"": 0.001}","[0.001, 0.001]"
point_001,1,1.2497202078520786e-05,0.00030205657822079957,1.000274896621704,complete,701,1.4276216461439617e-05,3.1303439754992723e-05,0.999912679195404,complete,1152,"[""1e-3"", ""1e-2""]","{""lambda_bc"": 0.01, ""lambda_ic"": 0.001}","[0.001, 0.01]"
point_002,2,1.3584990483650472e-05,0.00022738809639122337,1.0002565383911133,complete,764,1.1686381185427308e-05,4.337068821769208e-05,0.9999146461486816,complete,1132,"[""1e-3"", ""1e-1""]","{""lambda_bc"": 0.1, ""lambda_ic"": 0.001}","[0.001, 0.1]"
point_003,3,1.4609289792133495e-05,6.313146150205284e-05,1.0001366138458252,complete,764,1.1991684914391953e-05,2.9781720513710752e-05,0.9999322295188904,complete,1125,"[""1e-3"", ""1e+0""]","{""lambda_bc"": 1.0, ""lambda_ic"": 0.001}","[0.001, 1.0]"
point_004,4,1.4456763892667368e-05,1.173696273326641e-05,1.000045657157898,complete,665,1.3230762306193355e-05,3.5545854188967496e-05,0.999958336353302,complete,1117,"[""1e-3"", ""1e+1""]","{""lambda_bc"": 10.0, ""lambda_ic"": 0.001}","[0.001, 10.0]"
point_005,5,1.5157559573708568e-05,1.8996366634382866e-05,1.0000271797180176,complete,705,1.4178450328472536e-05,6.445170583901927e-05,0.9999726414680481,complete,1116,"[""1e-3"", ""1e+2""]","{""lambda_bc"": 100.0, ""lambda_ic"": 0.001}","[0.001, 100.0]"
point_006,6,1.692266232566908e-05,1.8986096620210446e-05,1.0000077486038208,complete,726,1.1870669368363451e-05,9.155075531452894e-06,0.9999749660491943,complete,1120,"[""1e-3"", ""1e+3""]","{""lambda_bc"": 1000.0, ""lambda_ic"": 0.001}","[0.001, 1000.0]"
point_007,7,0.0001270767825189978,0.00023411163419950753,1.0002487897872925,complete,754,0.00012049623910570517,2.4953196771093644e-05,0.9999222159385681,complete,1131,"[""1e-2"", ""1e-3""]","{""lambda_bc"": 0.001, ""lambda_ic"": 0.01}","[0.01, 0.001]"
point_008,8,0.0001256774994544685,0.00021435233065858483,1.0002789497375488,complete,642,0.00011613331298576668,2.732822031248361e-05,0.9999224543571472,complete,1132,"[""1e-2"", ""1e-2""]","{""lambda_bc"": 0.01, ""lambda_ic"": 0.01}","[0.01, 0.01]"
point_009,9,0.00012117300502723083,0.0001777618599589914,1.00026273727417,complete,759,0.00012370441982056946,4.603988418239169e-05,0.9998835921287537,complete,1115,"[""1e-2"", ""1e-1""]","{""lambda_bc"": 0.1, ""lambda_ic"": 0.01}","[0.01, 0.1]"
