L2_err,L_bc_final,L_bc_j0_final,L_bc_j1_final,L_bc_j2_final,L_bc_weighted_final,L_int_final,L_int_last,bc_weight_j0,bc_weight_j1,bc_weight_j2,bc_weights,eval_seed,loss_final,ms_per_step,nan,params,peak_mb,problem,representation,seed,steps,variant
0.9909977025592932,0.00011522354657455167,0.00011164055238199568,3.409359161813937e-06,1.736350307420678e-07,3.456706397236551e-05,0.24690354699054856,0.24694038699746926,0.3,0.3,0.3,"[0.3, 0.3, 0.3]",54321,0.24693811405452093,874.7441499627063,False,50049,16722.12255859375,poly_d2_o6,real,0,35,vanilla_tanh_direct_ad
0.18670095359412983,0.0013056058928249464,0.00030482368812124246,0.00037934354241106016,0.0006214386622926438,0.0003916817678474839,0.0004224178770006802,0.0011561873460294828,0.3,0.3,0.3,"[0.3, 0.3, 0.3]",54321,0.0008140996448481641,762.3425391502678,False,100098,5732.8291015625,poly_d2_o6,native_complex,0,40,complex_sinh
