L2_err,L_int_last,ms_per_step,nan,params,peak_mb,problem,representation,seed,steps,variant,wire_sigma,wire_upstream_commit
0.618934867503854,0.07563072421679681,32.098479574271586,False,50178,522.6376953125,poly_d2_o4,real_two_output,0,5609,mim_p_shared,,
1.5182329000222052,0.0005096740833727174,42.971809546692135,False,49592,809.84521484375,chirp_a2,complex_gabor_real_output,0,4190,wire,10.0,bf95232e0f60434bcbd9b4398ef4c11490832526
1.1276523073832299,0.21710772609857845,1.2111478088687553,False,512,104.28173828125,maxwell_a4,native_complex_plane_wave,0,148620,pwnn,,
