panel,variant,time_s,median_l2,q25_l2,q75_l2,median_best_l2,q25_best_l2,q75_best_l2,n_seeds
chirp_a2,vanilla,546.378732,1.0257130115e-03,5.9739419424e-04,2.0022763318e-03,3.1285904236e-04,3.0315015415e-04,3.1323753514e-04,5
chirp_a2,vanilla,549.730749,2.1382249347e-03,1.6447619853e-03,3.6270766629e-03,3.1186308727e-04,3.0315015415e-04,3.1323753514e-04,5
chirp_a2,vanilla,553.082765,2.0364794819e-03,1.5577961150e-03,3.4927328821e-03,3.0315015415e-04,2.9983563369e-04,3.1323753514e-04,5
chirp_a2,vanilla,556.434782,5.9515496456e-04,4.1791976799e-04,2.4817304677e-03,3.0315015415e-04,2.9624348572e-04,3.1323753514e-04,5
chirp_a2,vanilla,559.786799,4.3078295341e-04,3.7325207376e-04,6.5944179064e-04,3.0315015415e-04,2.9624348572e-04,3.1323753514e-04,5
chirp_a2,vanilla,563.138816,5.7490378070e-04,4.1155631941e-04,7.3406812765e-04,3.0045139614e-04,2.9624348572e-04,3.1323753514e-04,5
chirp_a2,vanilla,566.490832,4.4248981431e-04,3.3194900930e-04,6.0651755598e-04,2.9624348572e-04,2.7651386470e-04,3.1323753514e-04,5
chirp_a2,vanilla,569.842849,4.3292082167e-04,4.3098407122e-04,8.6970271653e-04,2.9624348572e-04,2.7651386470e-04,3.1323753514e-04,5
chirp_a2,vanilla,573.194866,9.9665771939e-04,4.7119934479e-04,1.2103367142e-03,2.9624348572e-04,2.7651386470e-04,3.1323753514e-04,5
chirp_a2,vanilla,576.546883,3.9867556454e-04,3.9655420813e-04,9.7832649003e-04,2.9624348572e-04,2.7651386470e-04,3.1323753514e-04,5
chirp_a2,vanilla,579.898899,8.4828128212e-04,6.7959328113e-04,1.5443430909e-03,2.9046861065e-04,2.7651386470e-04,3.1323753514e-04,5
chirp_a2,vanilla,583.250916,1.2245970332e-03,3.4685534263e-04,2.3571415378e-03,2.8576146539e-04,2.7651386470e-04,3.1323753514e-04,5
chirp_a2,vanilla,586.602933,8.1569094951e-04,4.3098264127e-04,1.0436417509e-03,2.8576146539e-04,2.7651386470e-04,3.1176264203e-04,5
chirp_a2,vanilla,589.954950,4.7048064574e-04,3.8665616272e-04,6.5914279585e-04,2.8576146539e-04,2.7651386470e-04,2.8709565484e-04,5
chirp_a2,vanilla,593.306966,3.4377910867e-04,3.4252768840e-04,5.9053079178e-04,2.7946117739e-04,2.7651386470e-04,2.8576146539e-04,5
chirp_a2,vanilla,596.658983,4.9842516733e-04,4.6141012513e-04,9.3697437433e-04,2.7946117739e-04,2.7651386470e-04,2.8389739318e-04,5
chirp_a2,vanilla,600.011000,1.7442772245e-03,3.5425744382e-04,2.1160285249e-03,2.7651386470e-04,2.7523549796e-04,2.7946117739e-04,5
maxwell_a4,complex_sinh,0.000000,7.2252331318e-02,7.0597758013e-02,7.2532030985e-02,7.2252331318e-02,7.0597758013e-02,7.2532030985e-02,5
maxwell_a4,complex_sinh,3.352251,7.2252331318e-02,7.0597758013e-02,7.2532030985e-02,7.2252331318e-02,7.0597758013e-02,7.2532030985e-02,5
maxwell_a4,complex_sinh,6.704503,7.2252331318e-02,7.0597758013e-02,7.2532030985e-02,7.2252331318e-02,7.0597758013e-02,7.2532030985e-02,5
maxwell_a4,complex_sinh,10.056754,4.9006469107e-02,4.8421573553e-02,5.6227617811e-02,4.9006469107e-02,4.8421573553e-02,5.6227617811e-02,5
maxwell_a4,complex_sinh,13.409006,3.2064440248e-02,3.0276681032e-02,4.3155349280e-02,3.2064440248e-02,3.0276681032e-02,4.3155349280e-02,5
maxwell_a4,complex_sinh,16.761257,2.1206456163e-02,2.1195525672e-02,2.6280549755e-02,2.1206456163e-02,2.1195525672e-02,2.6280549755e-02,5
maxwell_a4,complex_sinh,20.113508,1.4468103659e-02,1.4072639400e-02,1.5594160216e-02,1.4468103659e-02,1.4072639400e-02,1.5594160216e-02,5
maxwell_a4,complex_sinh,23.465760,1.4787613200e-02,1.0159392109e-02,1.5235474342e-02,1.1652676116e-02,1.0125027155e-02,1.3528580876e-02,5
maxwell_a4,complex_sinh,26.818011,1.9002629089e-02,1.1941196856e-02,2.3002443591e-02,1.1652676116e-02,9.3317683844e-03,1.3528580876e-02,5
maxwell_a4,complex_sinh,30.170263,2.2176774107e-02,1.1473245132e-02,2.4336266888e-02,1.1071722385e-02,8.5959990875e-03,1.3528580876e-02,5
maxwell_a4,complex_sinh,33.522514,1.1254123107e-02,7.8174082685e-03,1.3666951718e-02,9.3661270256e-03,6.8835774124e-03,9.6718328071e-03,5
maxwell_a4,complex_sinh,36.874765,6.2858327372e-03,5.2965287055e-03,9.6278928636e-03,5.7785326946e-03,5.2965287055e-03,8.7009144670e-03,5
maxwell_a4,complex_sinh,40.227017,9.3429179426e-03,5.1313927925e-03,1.5338125163e-02,5.7785326946e-03,5.1313927925e-03,8.7009144670e-03,5
maxwell_a4,complex_sinh,43.579268,1.3322624542e-02,4.9476290959e-03,1.9030055615e-02,5.7481182800e-03,4.9476290959e-03,8.6775841795e-03,5
maxwell_a4,complex_sinh,46.931520,7.9936379740e-03,6.3782791977e-03,1.3840861320e-02,5.1215116971e-03,4.5784102215e-03,8.2766475780e-03,5
maxwell_a4,complex_sinh,50.283771,8.2876909107e-03,4.7962207339e-03,1.0018499270e-02,4.5632119566e-03,4.2367444587e-03,7.8942357358e-03,5
maxwell_a4,complex_sinh,53.636022,6.4747413621e-03,6.0673542653e-03,7.1621368147e-03,4.4973520534e-03,4.1940870922e-03,6.0673542653e-03,5
maxwell_a4,complex_sinh,56.988274,4.5472561823e-03,4.1659376024e-03,5.3230142857e-03,4.4973520534e-03,4.1659376024e-03,4.5472561823e-03,5
maxwell_a4,complex_sinh,60.340525,4.4022404761e-03,4.0059608190e-03,4.7749993301e-03,4.1603281104e-03,4.0059608190e-03,4.4022404761e-03,5
maxwell_a4,complex_sinh,63.692777,4.3758611279e-03,3.7423712306e-03,5.6726786063e-03,4.1603281104e-03,3.7423712306e-03,4.3758611279e-03,5
maxwell_a4,complex_sinh,67.045028,5.0940546490e-03,3.8481094973e-03,5.4982492012e-03,3.9299009188e-03,3.6348894165e-03,4.3433879565e-03,5
maxwell_a4,complex_sinh,70.397279,4.2514581227e-03,3.9275775306e-03,7.2959177228e-03,3.6348894165e-03,3.5987700384e-03,4.0675996823e-03,5
maxwell_a4,complex_sinh,73.749531,3.9715621229e-03,3.7738820177e-03,5.8654549026e-03,3.6348894165e-03,3.4413247940e-03,3.7738820177e-03,5
maxwell_a4,complex_sinh,77.101782,5.3151594368e-03,3.4435756652e-03,1.1242903566e-02,3.4435756652e-03,3.4413247940e-03,3.6348894165e-03,5
maxwell_a4,complex_sinh,80.454034,5.7509551988e-03,4.0906473635e-03,1.2496640636e-02,3.3881276224e-03,3.1963889333e-03,3.6348894165e-03,5
maxwell_a4,complex_sinh,83.806285,7.7026864753e-03,4.1054410171e-03,1.4092883715e-02,3.2356345494e-03,3.1963889333e-03,3.6348894165e-03,5
maxwell_a4,complex_sinh,87.158536,4.8742283783e-03,3.1227409240e-03,1.1096448145e-02,3.1940895443e-03,3.1159881693e-03,3.6348894165e-03,5
maxwell_a4,complex_sinh,90.510788,4.0398098372e-03,3.1601412861e-03,6.7022360957e-03,3.1159881693e-03,3.0507386929e-03,3.6348894165e-03,5
maxwell_a4,complex_sinh,93.863039,3.3482353008e-03,3.1935825758e-03,3.5830227365e-03,3.1131761494e-03,2.9138214328e-03,3.3339952267e-03,5
maxwell_a4,complex_sinh,97.215291,3.0164859853e-03,2.8049683316e-03,4.0617393170e-03,2.9757516840e-03,2.8049683316e-03,3.3029792324e-03,5
maxwell_a4,complex_sinh,100.567542,2.8492100903e-03,2.7041178202e-03,4.3229475384e-03,2.8443935261e-03,2.7041178202e-03,3.3029792324e-03,5
maxwell_a4,complex_sinh,103.919793,2.8247391270e-03,2.6568640989e-03,3.6734210230e-03,2.8247391270e-03,2.6568640989e-03,3.1827641038e-03,5
maxwell_a4,complex_sinh,107.272045,2.8230369416e-03,2.6347054035e-03,2.8683251130e-03,2.7591583576e-03,2.6347054035e-03,2.8230369416e-03,5
maxwell_a4,complex_sinh,110.624296,2.7450625794e-03,2.5711797407e-03,3.0892095338e-03,2.6237227920e-03,2.5711684202e-03,2.7450625794e-03,5
maxwell_a4,complex_sinh,113.976547,3.0582402007e-03,2.6374409634e-03,3.2820724996e-03,2.6237227920e-03,2.5711684202e-03,2.6374409634e-03,5
maxwell_a4,complex_sinh,117.328799,3.6006948149e-03,2.9064336729e-03,4.1658178465e-03,2.5807486090e-03,2.5581918800e-03,2.5887004888e-03,5
maxwell_a4,complex_sinh,120.681050,4.1006563392e-03,3.6106361139e-03,5.3843245081e-03,2.5252277114e-03,2.4548363166e-03,2.5887004888e-03,5
maxwell_a4,complex_sinh,124.033302,3.7921237227e-03,2.8928379349e-03,4.1808419328e-03,2.4998379550e-03,2.3537927651e-03,2.5712394903e-03,5
maxwell_a4,complex_sinh,127.385553,3.3332947176e-03,2.9977738737e-03,5.6036231818e-03,2.4998379550e-03,2.3537927651e-03,2.5248189193e-03,5
maxwell_a4,complex_sinh,130.737804,3.1793535313e-03,2.7449927778e-03,1.0148488329e-02,2.4764162761e-03,2.3537927651e-03,2.4998379550e-03,5
maxwell_a4,complex_sinh,134.090056,5.4117271128e-03,5.0989801870e-03,7.8305234524e-03,2.4184481235e-03,2.3537927651e-03,2.4998379550e-03,5
maxwell_a4,complex_sinh,137.442307,2.8858278589e-03,2.3825080263e-03,1.9031480635e-02,2.3644134263e-03,2.3537927651e-03,2.4998379550e-03,5
maxwell_a4,complex_sinh,140.794559,3.2360571008e-03,2.8116632014e-03,7.5015150627e-03,2.3644134263e-03,2.2691810452e-03,2.4998379550e-03,5
maxwell_a4,complex_sinh,144.146810,3.2905889222e-03,2.9568234503e-03,3.3181210181e-03,2.3644134263e-03,2.1695952710e-03,2.4998379550e-03,5
maxwell_a4,complex_sinh,147.499061,3.3487333901e-03,2.9836595019e-03,3.5349685229e-03,2.3644134263e-03,2.1352137892e-03,2.4764683698e-03,5
maxwell_a4,complex_sinh,150.851313,2.7308539101e-03,2.7063463028e-03,6.4344802291e-03,2.3644134263e-03,2.1352137892e-03,2.4441790932e-03,5
maxwell_a4,complex_sinh,154.203564,3.8799112182e-03,2.3926367306e-03,5.1833814364e-03,2.3114829066e-03,2.1095620407e-03,2.3578929089e-03,5
maxwell_a4,complex_sinh,157.555816,3.0935162868e-03,2.2639353903e-03,3.3517147435e-03,2.2321198772e-03,2.0562386815e-03,2.2401883328e-03,5
maxwell_a4,complex_sinh,160.908067,3.4752728939e-03,2.1423007267e-03,3.7092058241e-03,2.1423007267e-03,2.0071447388e-03,2.2095154180e-03,5
maxwell_a4,complex_sinh,164.260318,7.8029829864e-03,2.1029545898e-03,7.8526633037e-03,2.1029545898e-03,1.9657701542e-03,2.2095154180e-03,5
maxwell_a4,complex_sinh,167.612570,8.5641626992e-03,2.0829505314e-03,9.0574273024e-03,2.0723895888e-03,1.9304539973e-03,2.1891129194e-03,5
maxwell_a4,complex_sinh,170.964821,3.9352610367e-03,2.2755659035e-03,5.5862529146e-03,2.0723895888e-03,1.9304539973e-03,2.1391359606e-03,5
maxwell_a4,complex_sinh,174.317073,2.6322200039e-03,2.1908852664e-03,3.6843775066e-03,2.0723895888e-03,1.9304539973e-03,2.1023021896e-03,5
maxwell_a4,complex_sinh,177.669324,2.4860945554e-03,2.3639616501e-03,2.5816222373e-03,2.0723895888e-03,1.8867805398e-03,2.1023021896e-03,5
maxwell_a4,complex_sinh,181.021575,2.3038331272e-03,1.9001637125e-03,2.5507107875e-03,2.0723895888e-03,1.8422989239e-03,2.0996476508e-03,5
maxwell_a4,complex_sinh,184.373827,2.3645940340e-03,2.3233388197e-03,2.3915198330e-03,2.0401083730e-03,1.8329815957e-03,2.0718305721e-03,5
maxwell_a4,complex_sinh,187.726078,2.0648313967e-03,2.0642152465e-03,2.4825440021e-03,2.0037029771e-03,1.8329815957e-03,2.0443820266e-03,5
maxwell_a4,complex_sinh,191.078330,2.0557332399e-03,1.9919674510e-03,3.0892367120e-03,1.9919674510e-03,1.8110641981e-03,1.9930236871e-03,5
maxwell_a4,complex_sinh,194.430581,2.1483226352e-03,1.9393171355e-03,3.8968299351e-03,1.9393171355e-03,1.7968624661e-03,1.9930236871e-03,5
maxwell_a4,complex_sinh,197.782832,2.2028272930e-03,1.9887810182e-03,3.9561048649e-03,1.9282314299e-03,1.7968624661e-03,1.9930236871e-03,5
maxwell_a4,complex_sinh,201.135084,2.2216482745e-03,2.0685733890e-03,2.5208529288e-03,1.9282314299e-03,1.7968624661e-03,1.9930236871e-03,5
maxwell_a4,complex_sinh,204.487335,2.3200585328e-03,2.1518683563e-03,2.3453418776e-03,1.9282314299e-03,1.7968624661e-03,1.9930236871e-03,5
maxwell_a4,complex_sinh,207.839587,2.6802049621e-03,2.0870697642e-03,2.7189432125e-03,1.9282314299e-03,1.7968624661e-03,1.9930236871e-03,5
maxwell_a4,complex_sinh,211.191838,2.5921619495e-03,2.0512192798e-03,2.6784957940e-03,1.9139228576e-03,1.7968624661e-03,1.9930236871e-03,5
maxwell_a4,complex_sinh,214.544089,2.3733174300e-03,2.1644550955e-03,3.8776562613e-03,1.8836460747e-03,1.7968624661e-03,1.9930236871e-03,5
maxwell_a4,complex_sinh,217.896341,3.2494448797e-03,2.0608460866e-03,4.5847752197e-03,1.8625930307e-03,1.7968624661e-03,1.9897770137e-03,5
maxwell_a4,complex_sinh,221.248592,2.5125708436e-03,2.4435735744e-03,3.0147418884e-03,1.8625930307e-03,1.7968624661e-03,1.8766159033e-03,5
maxwell_a4,complex_sinh,224.600844,2.0992607115e-03,1.9036991749e-03,2.5205036317e-03,1.7968624661e-03,1.7698904069e-03,1.8598875489e-03,5
maxwell_a4,complex_sinh,227.953095,2.3422728346e-03,2.2673670584e-03,3.2459280242e-03,1.7968624661e-03,1.7552622125e-03,1.8380642947e-03,5
maxwell_a4,complex_sinh,231.305346,3.5511735135e-03,2.2812178105e-03,6.6440163338e-03,1.7968624661e-03,1.7552622125e-03,1.8164971067e-03,5
maxwell_a4,complex_sinh,234.657598,4.1145038985e-03,3.2597378756e-03,5.0408297197e-03,1.7727076148e-03,1.7452956726e-03,1.7968624661e-03,5
maxwell_a4,complex_sinh,238.009849,2.4433846231e-03,2.0411168994e-03,7.5772354498e-03,1.7309303927e-03,1.7288554428e-03,1.7968624661e-03,5
maxwell_a4,complex_sinh,241.362101,2.0188995574e-03,1.7472144389e-03,4.9840813144e-03,1.7193332215e-03,1.7165462041e-03,1.7968624661e-03,5
maxwell_a4,complex_sinh,244.714352,2.5445091473e-03,1.7836452999e-03,3.3546395575e-03,1.7193332215e-03,1.7021552507e-03,1.7968624661e-03,5
maxwell_a4,complex_sinh,248.066603,3.0774668553e-03,3.0746936080e-03,3.1359975555e-03,1.7193332215e-03,1.6835773439e-03,1.7968624661e-03,5
maxwell_a4,complex_sinh,251.418855,3.4773772505e-03,2.7382439110e-03,6.0127324139e-03,1.7193332215e-03,1.6572803908e-03,1.7968624661e-03,5
maxwell_a4,complex_sinh,254.771106,4.2765725084e-03,1.6691093223e-03,8.1843358828e-03,1.7042449300e-03,1.6359983323e-03,1.7968624661e-03,5
maxwell_a4,complex_sinh,258.123358,3.2480601951e-03,2.9728071693e-03,5.7869794600e-03,1.6701490957e-03,1.6359983323e-03,1.7968624661e-03,5
maxwell_a4,complex_sinh,261.475609,5.7390789778e-03,2.0880056229e-03,6.6404988890e-03,1.6454972111e-03,1.6359983323e-03,1.7968624661e-03,5
maxwell_a4,complex_sinh,264.827860,3.3528399353e-03,2.3495382599e-03,5.6264323822e-03,1.6454972111e-03,1.6359983323e-03,1.7968624661e-03,5
maxwell_a4,complex_sinh,268.180112,2.6438291039e-03,2.4204548607e-03,4.9440107103e-03,1.6428655800e-03,1.6359983323e-03,1.7968624661e-03,5
maxwell_a4,complex_sinh,271.532363,3.8471394082e-03,1.9744086315e-03,5.1052321592e-03,1.6359983323e-03,1.6145040407e-03,1.7968624661e-03,5
maxwell_a4,complex_sinh,274.884615,5.2544887235e-03,2.0425497870e-03,5.8762339635e-03,1.6359983323e-03,1.5866321196e-03,1.7968624661e-03,5
maxwell_a4,complex_sinh,278.236866,4.4701189512e-03,3.4340241971e-03,4.5915186183e-03,1.6359983323e-03,1.5844133422e-03,1.7968624661e-03,5
maxwell_a4,complex_sinh,281.589117,3.8028368676e-03,2.5890522672e-03,7.4123662555e-03,1.6359983323e-03,1.5844133422e-03,1.7968624661e-03,5
maxwell_a4,complex_sinh,284.941369,5.0600612867e-03,2.3333677959e-03,5.5174227422e-03,1.6359983323e-03,1.5688017584e-03,1.7968624661e-03,5
maxwell_a4,complex_sinh,288.293620,3.3364954168e-03,2.3765446767e-03,7.2859896102e-03,1.6359983323e-03,1.5481779078e-03,1.7968624661e-03,5
maxwell_a4,complex_sinh,291.645872,3.9214332596e-03,2.0846421691e-03,7.1199913963e-03,1.6359983323e-03,1.5395335312e-03,1.7968624661e-03,5
maxwell_a4,complex_sinh,294.998123,3.4512616336e-03,3.1227264881e-03,3.5255407727e-03,1.6359983323e-03,1.5395335312e-03,1.7968624661e-03,5
maxwell_a4,complex_sinh,298.350374,2.6303421131e-03,2.5428799456e-03,3.8696041835e-03,1.6359983323e-03,1.5304420864e-03,1.7968624661e-03,5
maxwell_a4,complex_sinh,301.702626,2.9415787585e-03,2.2552590559e-03,4.2555629407e-03,1.6359983323e-03,1.5082673293e-03,1.7968624661e-03,5
maxwell_a4,complex_sinh,305.054877,3.2896426473e-03,1.5984906379e-03,5.2519203607e-03,1.6359983323e-03,1.4915019512e-03,1.7968624661e-03,5
maxwell_a4,complex_sinh,308.407128,3.5054675724e-03,2.1488700116e-03,3.9607582394e-03,1.6359983323e-03,1.4915019512e-03,1.7968624661e-03,5
maxwell_a4,complex_sinh,311.759380,3.0055923572e-03,2.7823947351e-03,3.7347975997e-03,1.6359983323e-03,1.4901651928e-03,1.7968624661e-03,5
maxwell_a4,complex_sinh,315.111631,2.4475453310e-03,2.3283962470e-03,4.2107352298e-03,1.6359983323e-03,1.4687222395e-03,1.7968624661e-03,5
maxwell_a4,complex_sinh,318.463883,2.8169758890e-03,1.8530547590e-03,4.7773854545e-03,1.6359983323e-03,1.4475878428e-03,1.7968624661e-03,5
maxwell_a4,complex_sinh,321.816134,2.8676928139e-03,2.0242782672e-03,3.4576476862e-03,1.6359983323e-03,1.4452918932e-03,1.7968624661e-03,5
maxwell_a4,complex_sinh,325.168385,2.5024833427e-03,2.2113229430e-03,2.6034263733e-03,1.6359983323e-03,1.4452918932e-03,1.7968624661e-03,5
maxwell_a4,complex_sinh,328.520637,2.1851903328e-03,1.9873508342e-03,2.9026485747e-03,1.6359983323e-03,1.4296969200e-03,1.7739647351e-03,5
maxwell_a4,complex_sinh,331.872888,1.7583580219e-03,1.5806902749e-03,3.2460834774e-03,1.6359983323e-03,1.4082012325e-03,1.7220207949e-03,5
maxwell_a4,complex_sinh,335.225140,1.7288122300e-03,1.4193680362e-03,3.6813788447e-03,1.6359983323e-03,1.3985163565e-03,1.6816909590e-03,5
maxwell_a4,complex_sinh,338.577391,1.7526969574e-03,1.4584797967e-03,2.0207980261e-03,1.5254392863e-03,1.3985163565e-03,1.6359983323e-03,5
maxwell_a4,complex_sinh,341.929642,1.5599050433e-03,1.3833303498e-03,2.1316422822e-03,1.3985163565e-03,1.3833303498e-03,1.6359983323e-03,5
maxwell_a4,complex_sinh,345.281894,1.7846773930e-03,1.3388447289e-03,2.8955288741e-03,1.3985163565e-03,1.2541403682e-03,1.6359983323e-03,5
maxwell_a4,complex_sinh,348.634145,1.9162670174e-03,1.5001712912e-03,2.7834201132e-03,1.3929814960e-03,1.1948409721e-03,1.6359983323e-03,5
maxwell_a4,complex_sinh,351.986397,1.5982440271e-03,1.4844487138e-03,2.5287229357e-03,1.3657424512e-03,1.1948409721e-03,1.6359983323e-03,5
maxwell_a4,complex_sinh,355.338648,1.4313479311e-03,1.3707243072e-03,2.3039754844e-03,1.3397749797e-03,1.1948409721e-03,1.6359983323e-03,5
maxwell_a4,complex_sinh,358.690899,2.5061742453e-03,2.1462090155e-03,3.1044636883e-03,1.3397749797e-03,1.1948409721e-03,1.6359983323e-03,5
maxwell_a4,complex_sinh,362.043151,3.3742343964e-03,2.8387269237e-03,3.8135748539e-03,1.3397749797e-03,1.1948409721e-03,1.6359983323e-03,5
maxwell_a4,complex_sinh,365.395402,2.8144366022e-03,2.1795264887e-03,3.8897131475e-03,1.3246329115e-03,1.1688318068e-03,1.6359983323e-03,5
maxwell_a4,complex_sinh,368.747654,1.6955280833e-03,1.4367035358e-03,2.5919277974e-03,1.3071473189e-03,1.1169331034e-03,1.6359983323e-03,5
maxwell_a4,complex_sinh,372.099905,1.5829262531e-03,1.3267965314e-03,2.4564722154e-03,1.3016285521e-03,1.0826005497e-03,1.6359983323e-03,5
maxwell_a4,complex_sinh,375.452156,2.1092495904e-03,1.5624284763e-03,2.4033083004e-03,1.3016285521e-03,1.0826005497e-03,1.6359983323e-03,5
maxwell_a4,complex_sinh,378.804408,2.0842919833e-03,1.4062331420e-03,2.4043289192e-03,1.2927854194e-03,1.0826005497e-03,1.6359983323e-03,5
maxwell_a4,complex_sinh,382.156659,1.5436919249e-03,1.3353728744e-03,2.1550683552e-03,1.2755875794e-03,1.0826005497e-03,1.6359983323e-03,5
maxwell_a4,complex_sinh,385.508911,1.4723992009e-03,1.3486272688e-03,2.1460821594e-03,1.2613018657e-03,1.0826005497e-03,1.6359983323e-03,5
maxwell_a4,complex_sinh,388.861162,2.2852863105e-03,1.6720064215e-03,2.4721847855e-03,1.2524605617e-03,1.0826005497e-03,1.6359983323e-03,5
maxwell_a4,complex_sinh,392.213413,2.7093236030e-03,1.9005374247e-03,2.7347475861e-03,1.2451106570e-03,1.0826005497e-03,1.6359983323e-03,5
maxwell_a4,complex_sinh,395.565665,1.8223446595e-03,1.7403329066e-03,2.3616139185e-03,1.2451106570e-03,1.0826005497e-03,1.6359983323e-03,5
maxwell_a4,complex_sinh,398.917916,1.5070184203e-03,1.2924217106e-03,1.8189147653e-03,1.2451106570e-03,1.0826005497e-03,1.6359983323e-03,5
maxwell_a4,complex_sinh,402.270168,1.4434829272e-03,1.2561656061e-03,1.4938793941e-03,1.2308637366e-03,1.0826005497e-03,1.4446098527e-03,5
maxwell_a4,complex_sinh,405.622419,1.2471520016e-03,1.2204553638e-03,1.4697963447e-03,1.2166615367e-03,1.0826005497e-03,1.2358527422e-03,5
maxwell_a4,complex_sinh,408.974670,1.2199373325e-03,1.2078642666e-03,1.3709040861e-03,1.1660573870e-03,1.0675061473e-03,1.2078642666e-03,5
maxwell_a4,complex_sinh,412.326922,1.2002808380e-03,1.1491388287e-03,1.3109878107e-03,1.1660573870e-03,1.0347796746e-03,1.2002808380e-03,5
maxwell_a4,complex_sinh,415.679173,1.1929227278e-03,1.0941044811e-03,1.3270531698e-03,1.1660573870e-03,1.0117977597e-03,1.1929227278e-03,5
maxwell_a4,complex_sinh,419.031425,1.1857060642e-03,1.1826864272e-03,1.2515187838e-03,1.1660573870e-03,1.0117977597e-03,1.1857060642e-03,5
maxwell_a4,complex_sinh,422.383676,1.1820869319e-03,1.1788038213e-03,1.2122292134e-03,1.1660573870e-03,1.0117977597e-03,1.1788038213e-03,5
maxwell_a4,complex_sinh,425.735927,1.1722378053e-03,1.1439167226e-03,1.2550123258e-03,1.1660573870e-03,1.0117977597e-03,1.1722378053e-03,5
maxwell_a4,complex_sinh,429.088179,1.1686896199e-03,1.1069790495e-03,1.2922640066e-03,1.1660573870e-03,1.0117977597e-03,1.1677363361e-03,5
maxwell_a4,complex_sinh,432.440430,1.1717582660e-03,1.0428147350e-03,1.2771498911e-03,1.1660573870e-03,9.9199302490e-04,1.1677363361e-03,5
maxwell_a4,complex_sinh,435.792682,1.1720251119e-03,9.8059857533e-04,1.2622125479e-03,1.1658414852e-03,9.7128655744e-04,1.1660573870e-03,5
maxwell_a4,complex_sinh,439.144933,1.1561118501e-03,9.6245833888e-04,1.1607629550e-03,1.1106159379e-03,9.6245833888e-04,1.1530301204e-03,5
maxwell_a4,complex_sinh,442.497184,1.0633091873e-03,9.5724252551e-04,1.1404146519e-03,1.0550218345e-03,9.5724252551e-04,1.1403595390e-03,5
maxwell_a4,complex_sinh,445.849436,1.0388511751e-03,9.5063565872e-04,1.1341508024e-03,1.0388511751e-03,9.5063565872e-04,1.1341508024e-03,5
maxwell_a4,complex_sinh,449.201687,1.0330573999e-03,9.4310287297e-04,1.1280943390e-03,1.0330573999e-03,9.4310287297e-04,1.1280943390e-03,5
maxwell_a4,complex_sinh,452.553939,1.0276414406e-03,9.3685243166e-04,1.1222232172e-03,1.0276414406e-03,9.3685243166e-04,1.1222232172e-03,5
maxwell_a4,complex_sinh,455.906190,1.0224544859e-03,9.3233153723e-04,1.1164167362e-03,1.0224544859e-03,9.3233153723e-04,1.1164167362e-03,5
maxwell_a4,complex_sinh,459.258441,1.0173770603e-03,9.2787667080e-04,1.1107566752e-03,1.0173770603e-03,9.2787667080e-04,1.1107566752e-03,5
maxwell_a4,complex_sinh,462.610693,1.0124153097e-03,9.2357736472e-04,1.1051868900e-03,1.0124153097e-03,9.2357736472e-04,1.1051868900e-03,5
maxwell_a4,complex_sinh,465.962944,1.0075245849e-03,9.1930919122e-04,1.0997266038e-03,1.0075245849e-03,9.1930919122e-04,1.0997266038e-03,5
maxwell_a4,complex_sinh,469.315196,1.0027574465e-03,9.1519987276e-04,1.0943781506e-03,1.0027574465e-03,9.1519987276e-04,1.0943781506e-03,5
maxwell_a4,complex_sinh,472.667447,9.9803168133e-04,9.1110892299e-04,1.0891044109e-03,9.9803168133e-04,9.1110892299e-04,1.0891044109e-03,5
maxwell_a4,complex_sinh,476.019698,9.9342940653e-04,9.0716214437e-04,1.0839571708e-03,9.9342940653e-04,9.0716214437e-04,1.0839571708e-03,5
maxwell_a4,complex_sinh,479.371950,9.8884862544e-04,9.0324603696e-04,1.0788579478e-03,9.8884862544e-04,9.0324603696e-04,1.0788579478e-03,5
maxwell_a4,complex_sinh,482.724201,9.8441882460e-04,8.9944393875e-04,1.0739058036e-03,9.8441882460e-04,8.9944393875e-04,1.0739058036e-03,5
maxwell_a4,complex_sinh,486.076453,9.8000886819e-04,8.9569339228e-04,1.0689763906e-03,9.8000886819e-04,8.9569339228e-04,1.0689763906e-03,5
maxwell_a4,complex_sinh,489.428704,9.7572283629e-04,8.9202586059e-04,1.0642020466e-03,9.7572283629e-04,8.9202586059e-04,1.0642020466e-03,5
maxwell_a4,complex_sinh,492.780955,9.7147414073e-04,8.8842623425e-04,1.0594495613e-03,9.7147414073e-04,8.8842623425e-04,1.0594495613e-03,5
maxwell_a4,complex_sinh,496.133207,9.6732421863e-04,8.8488490987e-04,1.0548169047e-03,9.6732421863e-04,8.8488490987e-04,1.0548169047e-03,5
maxwell_a4,complex_sinh,499.485458,9.6322723226e-04,8.8142652007e-04,1.0502244090e-03,9.6322723226e-04,8.8142652007e-04,1.0502244090e-03,5
maxwell_a4,complex_sinh,502.837709,9.5920619702e-04,8.7800389627e-04,1.0457164473e-03,9.5920619702e-04,8.7800389627e-04,1.0457164473e-03,5
maxwell_a4,complex_sinh,506.189961,9.5525151105e-04,8.7467506505e-04,1.0412595865e-03,9.5525151105e-04,8.7467506505e-04,1.0412595865e-03,5
maxwell_a4,complex_sinh,509.542212,9.5135140262e-04,8.7136283838e-04,1.0368743015e-03,9.5135140262e-04,8.7136283838e-04,1.0368743015e-03,5
