panel,variant,time_s,median_l2,q25_l2,q75_l2,median_best_l2,q25_best_l2,q75_best_l2,n_seeds
chirp_a2,complex_sinh,559.823184,8.4676863516e-05,8.4206356923e-05,1.1550697447e-04,8.4676863516e-05,8.4206356923e-05,8.9793429200e-05,5
chirp_a2,complex_sinh,563.175419,8.4364145560e-05,8.3896800088e-05,1.1493870505e-04,8.4364145560e-05,8.3896800088e-05,8.9793429200e-05,5
chirp_a2,complex_sinh,566.527654,1.1576008827e-04,1.1436368185e-04,1.1880068220e-04,8.4278098085e-05,8.3757127927e-05,8.9793429200e-05,5
chirp_a2,complex_sinh,569.879888,1.3413851342e-04,1.2123585011e-04,1.7943263064e-04,8.4278098085e-05,8.3757127927e-05,8.9793429200e-05,5
chirp_a2,complex_sinh,573.232123,1.8378941687e-04,1.6928212434e-04,2.1613704195e-04,8.4278098085e-05,8.3574811505e-05,8.9175417263e-05,5
chirp_a2,complex_sinh,576.584358,1.3739559468e-04,1.3583334826e-04,1.6696750371e-04,8.4278098085e-05,8.3097027901e-05,8.8256079020e-05,5
chirp_a2,complex_sinh,579.936592,1.3132393379e-04,1.1635564977e-04,1.4829422632e-04,8.4278098085e-05,8.2660438831e-05,8.7810685023e-05,5
chirp_a2,complex_sinh,583.288827,1.2873942037e-04,1.2482936982e-04,1.9779448752e-04,8.4278098085e-05,8.2368536112e-05,8.7810685023e-05,5
chirp_a2,complex_sinh,586.641061,1.8993227170e-04,1.4675923372e-04,2.1881289469e-04,8.4278098085e-05,8.2090749610e-05,8.7810685023e-05,5
chirp_a2,complex_sinh,589.993296,3.0786828099e-04,2.3322642792e-04,5.3963202341e-04,8.4278098085e-05,8.2090749610e-05,8.7810685023e-05,5
chirp_a2,complex_sinh,593.345531,7.7101708365e-04,5.4861686319e-04,9.0990497000e-04,8.4278098085e-05,8.2090749610e-05,8.7810685023e-05,5
chirp_a2,complex_sinh,596.697765,2.9026685447e-04,2.3813603831e-04,7.2296529557e-04,8.4278098085e-05,8.0738149518e-05,8.7810685023e-05,5
chirp_a2,complex_sinh,600.050000,1.2201337346e-04,1.1757426863e-04,4.3103293432e-04,8.4278098085e-05,7.9223966182e-05,8.7810685023e-05,5
chirp_a2,vanilla,0.000000,9.8669798624e-02,6.3565063187e-02,1.0299021000e-01,9.8669798624e-02,6.3565063187e-02,1.0299021000e-01,5
chirp_a2,vanilla,3.352017,9.8669798624e-02,6.3565063187e-02,1.0299021000e-01,9.8669798624e-02,6.3565063187e-02,1.0299021000e-01,5
chirp_a2,vanilla,6.704034,4.9471553566e-02,4.5544245528e-02,5.6574263603e-02,4.5755010561e-02,4.5544245528e-02,4.9471553566e-02,5
chirp_a2,vanilla,10.056050,3.2101844215e-02,2.1283399468e-02,4.6466827915e-02,2.4763452891e-02,2.0698649997e-02,3.6106660495e-02,5
chirp_a2,vanilla,13.408067,1.4838331131e-02,1.3311894023e-02,2.4097289764e-02,1.4838331131e-02,1.2564965909e-02,2.0698649997e-02,5
chirp_a2,vanilla,16.760084,1.8823940003e-02,1.2239347939e-02,2.4728307453e-02,1.3782859131e-02,1.0018130950e-02,1.4652742908e-02,5
chirp_a2,vanilla,20.112101,1.3686357224e-02,1.2441679398e-02,1.7301047581e-02,9.9697582966e-03,9.5637758090e-03,1.3190712359e-02,5
chirp_a2,vanilla,23.464117,1.1878636906e-02,1.0163473913e-02,1.8001795758e-02,9.8716240870e-03,9.4678295208e-03,1.0707949260e-02,5
chirp_a2,vanilla,26.816134,1.8901628254e-02,1.5452155415e-02,3.0973280618e-02,9.8716240870e-03,8.3952985701e-03,1.0707949260e-02,5
chirp_a2,vanilla,30.168151,1.7063138494e-02,9.7236176416e-03,4.3571316027e-02,9.8716240870e-03,5.2863617404e-03,1.0707949260e-02,5
chirp_a2,vanilla,33.520168,1.4010850675e-02,3.3428952448e-03,2.7531151266e-02,9.3585779311e-03,3.3428952448e-03,1.0707949260e-02,5
chirp_a2,vanilla,36.872184,6.1049482231e-03,3.3333596896e-03,8.0788800317e-03,5.4686567154e-03,2.9618949459e-03,7.8116502454e-03,5
chirp_a2,vanilla,40.224201,4.8064750771e-03,4.1905317531e-03,6.7171201647e-03,4.1905317531e-03,2.9618949459e-03,6.7171201647e-03,5
chirp_a2,vanilla,43.576218,9.6413008744e-03,4.5699571416e-03,1.0468402725e-02,3.8075083770e-03,2.9027803508e-03,6.2593494524e-03,5
chirp_a2,vanilla,46.928235,2.6187497071e-02,4.9245720989e-03,4.0690798568e-02,3.8075083770e-03,2.9027803508e-03,6.2593494524e-03,5
chirp_a2,vanilla,50.280251,3.7931748397e-02,2.7048053036e-02,4.3176202175e-02,3.8075083770e-03,2.9027803508e-03,6.2593494524e-03,5
chirp_a2,vanilla,53.632268,1.2362788295e-02,1.1507711602e-02,2.0494822998e-02,3.4665522090e-03,2.7501212413e-03,6.2593494524e-03,5
chirp_a2,vanilla,56.984285,5.4101782953e-03,2.8738801294e-03,1.2030567830e-02,3.1909027498e-03,2.7501212413e-03,6.2593494524e-03,5
chirp_a2,vanilla,60.336302,1.0873526834e-02,3.1661869870e-03,1.2273944632e-02,3.1909027498e-03,2.7501212413e-03,6.2593494524e-03,5
chirp_a2,vanilla,63.688318,2.3513012811e-02,1.0670820988e-02,2.5183541395e-02,3.1909027498e-03,2.7501212413e-03,6.2593494524e-03,5
chirp_a2,vanilla,67.040335,1.6222056250e-02,1.4324164294e-02,1.9421208623e-02,3.1909027498e-03,2.7501212413e-03,6.0903437742e-03,5
chirp_a2,vanilla,70.392352,9.3776598336e-03,7.9580728692e-03,2.3702060018e-02,3.1909027498e-03,2.7501212413e-03,5.8669120454e-03,5
chirp_a2,vanilla,73.744369,3.0376079414e-02,4.3645051808e-03,3.6713979108e-02,2.8887172231e-03,2.7501212413e-03,3.1909027498e-03,5
chirp_a2,vanilla,77.096385,1.1885993010e-02,1.1444710534e-02,1.3785402089e-02,2.7501212413e-03,2.4587011745e-03,3.1909027498e-03,5
chirp_a2,vanilla,80.448402,1.3748484410e-02,7.0099712225e-03,2.5245152760e-02,2.7501212413e-03,2.4587011745e-03,3.1909027498e-03,5
chirp_a2,vanilla,83.800419,9.7020558885e-03,7.5726004751e-03,1.8892947554e-02,2.7466835096e-03,2.4587011745e-03,3.1909027498e-03,5
chirp_a2,vanilla,87.152436,5.3513894875e-03,2.9608447550e-03,9.3717338081e-03,2.6054399042e-03,2.4587011745e-03,3.1909027498e-03,5
chirp_a2,vanilla,90.504453,1.0575152503e-02,6.5105468207e-03,1.1831986685e-02,2.5561953816e-03,2.4587011745e-03,3.1345924516e-03,5
chirp_a2,vanilla,93.856469,1.4419603777e-02,7.4937389084e-03,1.9085366686e-02,2.5560244566e-03,2.4587011745e-03,3.1345924516e-03,5
chirp_a2,vanilla,97.208486,1.0390359005e-02,3.2938000955e-03,1.3247121646e-02,2.5553477062e-03,2.4587011745e-03,2.9472908605e-03,5
chirp_a2,vanilla,100.560503,9.2599807266e-03,7.1295503755e-03,2.0892132531e-02,2.5552593882e-03,2.4587011745e-03,2.9197744843e-03,5
chirp_a2,vanilla,103.912520,1.3961277701e-02,1.3022876424e-02,1.9063121307e-02,2.5552593882e-03,2.4587011745e-03,2.9197744843e-03,5
chirp_a2,vanilla,107.264536,1.6077256263e-02,1.0475385021e-02,1.7150563625e-02,2.5552593882e-03,2.4587011745e-03,2.9197744843e-03,5
chirp_a2,vanilla,110.616553,1.2397275414e-02,7.1896792837e-03,1.4291508828e-02,2.5552593882e-03,2.4587011745e-03,2.9197744843e-03,5
chirp_a2,vanilla,113.968570,8.8744824982e-03,7.3321433655e-03,1.4808892956e-02,2.5552593882e-03,2.4587011745e-03,2.9197744843e-03,5
chirp_a2,vanilla,117.320587,1.5955597382e-02,7.9597654188e-03,1.8288728978e-02,2.5552593882e-03,2.4587011745e-03,2.9197744843e-03,5
chirp_a2,vanilla,120.672603,2.6206749174e-02,1.8438224241e-02,2.8947842691e-02,2.5552593882e-03,2.4587011745e-03,2.9197744843e-03,5
chirp_a2,vanilla,124.024620,1.4577556175e-02,1.0106991462e-02,1.4712422906e-02,2.5552593882e-03,2.4587011745e-03,2.9197744843e-03,5
chirp_a2,vanilla,127.376637,1.3760394314e-02,9.2873954771e-03,1.8180619944e-02,2.5552593882e-03,2.4587011745e-03,2.9197744843e-03,5
chirp_a2,vanilla,130.728654,1.6743889072e-02,1.5068100414e-02,2.1069952677e-02,2.5552593882e-03,2.4587011745e-03,2.8109920857e-03,5
chirp_a2,vanilla,134.080670,9.1427986292e-03,6.5352281538e-03,2.0412039699e-02,2.4587011745e-03,2.1766620152e-03,2.5552593882e-03,5
chirp_a2,vanilla,137.432687,1.4760977663e-02,1.1870007369e-02,1.9220158900e-02,2.4587011745e-03,2.0481963561e-03,2.5552593882e-03,5
chirp_a2,vanilla,140.784704,1.6118169612e-02,1.4158093796e-02,2.2617843012e-02,2.4587011745e-03,2.0481963561e-03,2.5552593882e-03,5
chirp_a2,vanilla,144.136721,2.2124173218e-02,4.6689366535e-03,2.7050985023e-02,2.4587011745e-03,2.0481963561e-03,2.5552593882e-03,5
chirp_a2,vanilla,147.488737,9.6420271042e-03,4.7290788702e-03,1.6229091130e-02,2.4587011745e-03,2.0481963561e-03,2.5552593882e-03,5
chirp_a2,vanilla,150.840754,7.2261470006e-03,4.8081845965e-03,1.1117280051e-02,2.4587011745e-03,2.0481963561e-03,2.5552593882e-03,5
chirp_a2,vanilla,154.192771,5.2768656489e-03,4.3659869860e-03,1.2316105139e-02,2.4587011745e-03,2.0481963561e-03,2.5552593882e-03,5
chirp_a2,vanilla,157.544788,9.4868136778e-03,7.1079846700e-03,1.2478079841e-02,2.4587011745e-03,2.0481963561e-03,2.5552593882e-03,5
chirp_a2,vanilla,160.896804,6.0435364556e-03,5.5724887395e-03,6.4610039836e-03,2.0481963561e-03,1.8193476475e-03,2.4587011745e-03,5
chirp_a2,vanilla,164.248821,5.6029143032e-03,4.9035248965e-03,7.5214186053e-03,2.0481963561e-03,1.7420146404e-03,2.4587011745e-03,5
chirp_a2,vanilla,167.600838,8.4861291943e-03,6.5696601731e-03,8.5626090924e-03,2.0481963561e-03,1.7420146404e-03,2.4587011745e-03,5
chirp_a2,vanilla,170.952855,4.7199651599e-03,3.3305562003e-03,4.7699620491e-03,2.0481963561e-03,1.7420146404e-03,2.4587011745e-03,5
chirp_a2,vanilla,174.304872,6.3686439910e-03,4.6035280786e-03,8.1705229061e-03,2.0481963561e-03,1.7420146404e-03,2.4587011745e-03,5
chirp_a2,vanilla,177.656888,1.1291706029e-02,1.0404126442e-02,1.3519457147e-02,2.0108203250e-03,1.7420146404e-03,2.4587011745e-03,5
chirp_a2,vanilla,181.008905,7.6234267697e-03,3.0065395397e-03,3.0124574097e-02,1.7954345526e-03,1.7420146404e-03,2.4587011745e-03,5
chirp_a2,vanilla,184.360922,1.0724347045e-02,3.5253891630e-03,2.5224734421e-02,1.7470594725e-03,1.7353998391e-03,2.4587011745e-03,5
chirp_a2,vanilla,187.712939,1.3425261567e-02,9.4763049734e-03,2.2088070609e-02,1.7470594725e-03,1.7319956730e-03,2.4587011745e-03,5
chirp_a2,vanilla,191.064955,1.8228278797e-02,8.7620281920e-03,2.8595490245e-02,1.7470594725e-03,1.7319956730e-03,2.4587011745e-03,5
chirp_a2,vanilla,194.416972,1.3495008515e-02,7.3453140826e-03,2.1296133144e-02,1.7470594725e-03,1.7319956730e-03,2.4587011745e-03,5
chirp_a2,vanilla,197.768989,7.1470886875e-03,5.2259874487e-03,1.0801527931e-02,1.7470594725e-03,1.5290301380e-03,2.4587011745e-03,5
chirp_a2,vanilla,201.121006,5.9804816021e-03,4.4687453147e-03,9.2349234231e-03,1.7470594725e-03,1.4971618578e-03,2.4587011745e-03,5
chirp_a2,vanilla,204.473022,6.7419102414e-03,3.9443201033e-03,1.2072570761e-02,1.7470594725e-03,1.4971618578e-03,2.4587011745e-03,5
chirp_a2,vanilla,207.825039,1.0082912215e-02,6.9165509903e-03,1.0572109842e-02,1.7470594725e-03,1.4971618578e-03,2.4587011745e-03,5
chirp_a2,vanilla,211.177056,8.8143474808e-03,5.2781950511e-03,9.8523995985e-03,1.7470594725e-03,1.4971618578e-03,2.4587011745e-03,5
chirp_a2,vanilla,214.529073,5.7337124920e-03,4.2799278238e-03,6.4182025320e-03,1.7470594725e-03,1.4971618578e-03,2.4587011745e-03,5
chirp_a2,vanilla,217.881089,1.0701347147e-02,8.4611120920e-03,1.5674556656e-02,1.7470594725e-03,1.4971618578e-03,2.4587011745e-03,5
chirp_a2,vanilla,221.233106,8.4443608800e-03,6.4365498400e-03,1.3490628542e-02,1.7470594725e-03,1.4971618578e-03,2.4587011745e-03,5
chirp_a2,vanilla,224.585123,2.8867628827e-03,2.4999811416e-03,4.5715940958e-03,1.7470594725e-03,1.3798832726e-03,2.1718936260e-03,5
chirp_a2,vanilla,227.937140,2.7076816834e-03,1.8821801277e-03,4.1713474586e-03,1.7470594725e-03,1.3798832726e-03,1.8795034037e-03,5
chirp_a2,vanilla,231.289156,8.5273912748e-03,7.5438875006e-03,1.2646940640e-02,1.7470594725e-03,1.3798832726e-03,1.8787647345e-03,5
chirp_a2,vanilla,234.641173,7.8925839752e-03,3.9043007394e-03,9.2299498204e-03,1.7470594725e-03,1.2314070719e-03,1.8787647345e-03,5
chirp_a2,vanilla,237.993190,6.7651123946e-03,2.0396441187e-03,8.3339065878e-03,1.7470594725e-03,1.0645170317e-03,1.8787647345e-03,5
chirp_a2,vanilla,241.345207,8.1221686872e-03,2.0750694485e-03,1.1450774963e-02,1.5831262979e-03,9.9767551665e-04,1.7470594725e-03,5
chirp_a2,vanilla,244.697223,8.1963084098e-03,2.5447346674e-03,8.8248028562e-03,1.4499293335e-03,9.9767551665e-04,1.7470594725e-03,5
chirp_a2,vanilla,248.049240,5.5675477556e-03,4.9342281845e-03,7.2280301463e-03,1.4499293335e-03,9.9767551665e-04,1.7470594725e-03,5
chirp_a2,vanilla,251.401257,1.0468381572e-02,8.7179417327e-03,3.2440433855e-02,1.4499293335e-03,9.9767551665e-04,1.7470594725e-03,5
chirp_a2,vanilla,254.753274,5.0589715888e-03,5.0184616680e-03,2.0392977606e-02,1.4499293335e-03,9.9767551665e-04,1.7470594725e-03,5
chirp_a2,vanilla,258.105291,3.7834474901e-03,2.5091047316e-03,7.8144309182e-03,1.4499293335e-03,9.9767551665e-04,1.7470594725e-03,5
chirp_a2,vanilla,261.457307,6.0942486307e-03,1.6010637180e-03,1.3383082851e-02,1.4499293335e-03,9.9767551665e-04,1.7470594725e-03,5
chirp_a2,vanilla,264.809324,6.5330696975e-03,6.1618660348e-03,9.1325928706e-03,1.4499293335e-03,9.9767551665e-04,1.7470594725e-03,5
chirp_a2,vanilla,268.161341,5.9946727840e-03,5.4345931887e-03,9.8188016614e-03,1.4499293335e-03,9.9767551665e-04,1.7470594725e-03,5
chirp_a2,vanilla,271.513358,5.8085491323e-03,4.0531710341e-03,8.3796978142e-03,1.4499293335e-03,9.9767551665e-04,1.4878074809e-03,5
chirp_a2,vanilla,274.865374,6.7382804522e-03,5.3777958223e-03,1.3280915346e-02,9.9767551665e-04,9.5343672673e-04,1.4499293335e-03,5
chirp_a2,vanilla,278.217391,7.9514015676e-03,3.2501118272e-03,1.3067012827e-02,9.9767551665e-04,9.5343672673e-04,1.4499293335e-03,5
chirp_a2,vanilla,281.569408,7.4868977819e-03,5.4338294037e-03,9.1542846383e-03,9.9767551665e-04,9.5343672673e-04,1.4499293335e-03,5
chirp_a2,vanilla,284.921425,7.4883994848e-03,7.3093445162e-03,1.0824811735e-02,9.9767551665e-04,9.5343672673e-04,1.4499293335e-03,5
chirp_a2,vanilla,288.273441,1.2445276836e-02,7.5377107190e-03,1.4395935619e-02,9.9767551665e-04,9.5343672673e-04,1.4499293335e-03,5
chirp_a2,vanilla,291.625458,5.6070691266e-03,5.1817620040e-03,1.2587766681e-02,9.9767551665e-04,9.5343672673e-04,1.4499293335e-03,5
chirp_a2,vanilla,294.977475,5.3915385633e-03,4.1206731523e-03,9.9270923744e-03,9.9767551665e-04,8.0780796681e-04,1.4499293335e-03,5
chirp_a2,vanilla,298.329492,9.1403209447e-03,7.9104275724e-03,1.2566316014e-02,9.9767551665e-04,8.0330820452e-04,1.4499293335e-03,5
chirp_a2,vanilla,301.681508,8.0087499340e-03,2.4972226344e-03,8.7657454471e-03,9.9767551665e-04,8.0330820452e-04,1.4499293335e-03,5
chirp_a2,vanilla,305.033525,4.0819947879e-03,3.1247447252e-03,5.2878967893e-03,9.9767551665e-04,8.0330820452e-04,1.4222485043e-03,5
chirp_a2,vanilla,308.385542,3.5247857835e-03,2.2025107850e-03,4.8095084305e-03,9.9767551665e-04,7.9206155138e-04,1.3728495050e-03,5
chirp_a2,vanilla,311.737559,1.3054489592e-03,1.1244072324e-03,1.6515296984e-03,9.9767551665e-04,7.3664164624e-04,1.3054489592e-03,5
chirp_a2,vanilla,315.089575,2.0415642287e-03,1.9617618210e-03,5.3706111748e-03,9.1311494486e-04,7.2662863243e-04,1.2963555275e-03,5
chirp_a2,vanilla,318.441592,4.4260476356e-03,1.2872692627e-03,6.5300532793e-03,8.5153518331e-04,7.2662863243e-04,1.1198169734e-03,5
chirp_a2,vanilla,321.793609,2.2235670201e-03,1.9905931097e-03,3.7186139411e-03,8.5153518331e-04,7.2662863243e-04,1.1198169734e-03,5
chirp_a2,vanilla,325.145626,3.8712445753e-03,2.7293737596e-03,8.3863279948e-03,8.5153518331e-04,7.2662863243e-04,1.1198169734e-03,5
chirp_a2,vanilla,328.497642,5.8617976064e-03,3.9422740775e-03,8.4483531140e-03,8.5153518331e-04,7.2662863243e-04,1.1198169734e-03,5
chirp_a2,vanilla,331.849659,5.3296503187e-03,4.6492026328e-03,6.6044764598e-03,8.2193197336e-04,7.2662863243e-04,1.1198169734e-03,5
chirp_a2,vanilla,335.201676,3.5012916848e-03,1.0377367041e-03,3.8266057849e-03,7.2662863243e-04,7.0783915570e-04,9.2274396851e-04,5
chirp_a2,vanilla,338.553693,2.6108070604e-03,1.9494203169e-03,6.3591036044e-03,7.2662863243e-04,6.9237947749e-04,9.0528115791e-04,5
chirp_a2,vanilla,341.905709,6.6047272898e-03,2.2339246179e-03,6.8476797313e-03,7.2662863243e-04,6.9237947749e-04,9.0528115791e-04,5
chirp_a2,vanilla,345.257726,3.7131848259e-03,3.4544420186e-03,5.2833318234e-03,7.2662863243e-04,6.9237947749e-04,9.0528115791e-04,5
chirp_a2,vanilla,348.609743,2.0924815185e-03,1.8981052133e-03,8.2133511483e-03,7.2662863243e-04,6.9237947749e-04,9.0528115791e-04,5
chirp_a2,vanilla,351.961760,4.7555624288e-03,3.8134614991e-03,6.3079920410e-03,7.2662863243e-04,6.9237947749e-04,7.3958436965e-04,5
chirp_a2,vanilla,355.313777,3.9101979267e-03,2.7967541388e-03,7.5359629355e-03,6.9237947749e-04,6.6242183820e-04,7.3958436965e-04,5
chirp_a2,vanilla,358.665793,1.5626596414e-03,9.3211989549e-04,5.1016037714e-03,6.9237947749e-04,5.6791483453e-04,7.3958436965e-04,5
chirp_a2,vanilla,362.017810,2.3773285503e-03,2.2924058312e-03,4.0942870298e-03,6.9237947749e-04,5.6791483453e-04,7.3958436965e-04,5
chirp_a2,vanilla,365.369827,4.9516043601e-03,3.1836276099e-03,6.8147279010e-03,6.9237947749e-04,5.6791483453e-04,7.3958436965e-04,5
chirp_a2,vanilla,368.721844,3.1117368129e-03,1.5333781979e-03,9.9121783031e-03,6.9237947749e-04,5.6791483453e-04,7.3958436965e-04,5
chirp_a2,vanilla,372.073860,1.7050827025e-03,1.5125512844e-03,1.8998078837e-02,5.6791483453e-04,5.5930956834e-04,6.9237947749e-04,5
chirp_a2,vanilla,375.425877,2.6259774326e-03,2.1367215336e-03,3.0885337544e-03,5.6791483453e-04,5.1326472801e-04,6.9237947749e-04,5
chirp_a2,vanilla,378.777894,1.3448446373e-03,1.2146306584e-03,1.6230410335e-03,5.6791483453e-04,5.1326472801e-04,6.9237947749e-04,5
chirp_a2,vanilla,382.129911,2.7303332536e-03,1.7537472790e-03,5.7787473332e-03,5.6791483453e-04,5.1326472801e-04,6.9237947749e-04,5
chirp_a2,vanilla,385.481927,1.8273480146e-03,1.0150597438e-03,2.2455525117e-03,5.6029543803e-04,5.1326472801e-04,5.6791483453e-04,5
chirp_a2,vanilla,388.833944,1.3268197618e-03,1.0101217256e-03,1.3422027530e-03,5.1611788561e-04,5.1326472801e-04,5.6791483453e-04,5
chirp_a2,vanilla,392.185961,1.1284618069e-03,9.0853657454e-04,2.1972894179e-03,5.1611788561e-04,5.1326472801e-04,5.2422913864e-04,5
chirp_a2,vanilla,395.537978,1.9794274671e-03,1.6146832820e-03,2.9080535733e-03,5.1326472801e-04,4.6638844021e-04,5.1611788561e-04,5
chirp_a2,vanilla,398.889994,2.2103769867e-03,2.2035958060e-03,2.4897373397e-03,5.1326472801e-04,4.6528945292e-04,5.1611788561e-04,5
chirp_a2,vanilla,402.242011,2.9723729246e-03,2.3686824077e-03,3.8109417911e-03,5.1326472801e-04,4.6528945292e-04,5.1611788561e-04,5
chirp_a2,vanilla,405.594028,2.0937101288e-03,1.6268420169e-03,3.0680535391e-03,5.1326472801e-04,4.6528945292e-04,5.1463659283e-04,5
chirp_a2,vanilla,408.946045,9.5943905972e-04,7.6010564567e-04,5.1093646742e-03,4.8737715690e-04,4.6528945292e-04,5.1326472801e-04,5
chirp_a2,vanilla,412.298061,2.7125568639e-03,8.8352971581e-04,5.8953813529e-03,4.7866501232e-04,4.6528945292e-04,5.1326472801e-04,5
chirp_a2,vanilla,415.650078,3.5866618646e-03,3.4800807371e-03,6.1335211462e-03,4.7866501232e-04,4.6528945292e-04,5.1326472801e-04,5
chirp_a2,vanilla,419.002095,2.3811891291e-03,1.6415624504e-03,4.6839891923e-03,4.7866501232e-04,4.6528945292e-04,5.1326472801e-04,5
chirp_a2,vanilla,422.354112,1.8524313559e-03,1.3314333463e-03,2.7871701950e-03,4.6528945292e-04,4.4397293210e-04,4.7866501232e-04,5
chirp_a2,vanilla,425.706128,1.6774474607e-03,8.6753675921e-04,2.6898351906e-03,4.6528945292e-04,4.2017077018e-04,4.7866501232e-04,5
chirp_a2,vanilla,429.058145,2.5468348753e-03,7.4198176522e-04,2.8404290618e-03,4.6528945292e-04,4.2017077018e-04,4.7866501232e-04,5
chirp_a2,vanilla,432.410162,2.8825236299e-03,1.9272370732e-03,3.4613109805e-03,4.6528945292e-04,4.2017077018e-04,4.7866501232e-04,5
chirp_a2,vanilla,435.762179,3.5086952364e-03,3.0183709263e-03,3.8667259081e-03,4.6528945292e-04,4.2017077018e-04,4.7866501232e-04,5
chirp_a2,vanilla,439.114196,1.9795283761e-03,1.0462591334e-03,2.6228843148e-03,4.6528945292e-04,4.2017077018e-04,4.7866501232e-04,5
chirp_a2,vanilla,442.466212,9.8485053079e-04,9.1837871944e-04,1.4810280349e-03,4.6528945292e-04,4.2017077018e-04,4.7866501232e-04,5
chirp_a2,vanilla,445.818229,2.6920761695e-03,2.0249230748e-03,2.7702093432e-03,4.6528945292e-04,4.1960991013e-04,4.7866501232e-04,5
chirp_a2,vanilla,449.170246,1.6637015227e-03,6.5765030907e-04,2.1733812683e-03,4.6528945292e-04,4.0260499609e-04,4.7866501232e-04,5
chirp_a2,vanilla,452.522263,1.0766400458e-03,9.1684861494e-04,1.4697187835e-03,4.6528945292e-04,3.9679526351e-04,4.7866501232e-04,5
chirp_a2,vanilla,455.874279,4.3136946202e-03,2.8756883276e-03,6.2346331368e-03,4.6528945292e-04,3.9679526351e-04,4.7866501232e-04,5
chirp_a2,vanilla,459.226296,3.9072220528e-03,3.1399232471e-03,4.2862511721e-03,4.6528945292e-04,3.9679526351e-04,4.7866501232e-04,5
chirp_a2,vanilla,462.578313,2.4374404248e-03,7.8404255614e-04,3.7213625797e-03,4.3896369870e-04,3.9679526351e-04,4.5686576589e-04,5
chirp_a2,vanilla,465.930330,7.1812248404e-04,4.6078798089e-04,7.5245884675e-04,3.9679526351e-04,3.9110458120e-04,4.2819658183e-04,5
chirp_a2,vanilla,469.282346,7.1613912093e-04,6.0731174044e-04,8.6171493534e-04,3.9679526351e-04,3.9110458120e-04,4.2819658183e-04,5
chirp_a2,vanilla,472.634363,9.0047447237e-04,5.3724452578e-04,1.8900688486e-03,3.9679526351e-04,3.9110458120e-04,4.2819658183e-04,5
chirp_a2,vanilla,475.986380,1.0984231235e-03,7.1322328459e-04,1.4334214227e-03,3.9110458120e-04,3.6890831135e-04,4.2819658183e-04,5
chirp_a2,vanilla,479.338397,6.0117305586e-04,4.4056058067e-04,2.6223711670e-03,3.8054236831e-04,3.6890831135e-04,3.9110458120e-04,5
chirp_a2,vanilla,482.690413,6.5188614543e-04,5.7917932114e-04,9.1506042587e-04,3.7379648353e-04,3.6890831135e-04,3.9110458120e-04,5
chirp_a2,vanilla,486.042430,1.1318494058e-03,5.5414323134e-04,1.5742161205e-03,3.7379648353e-04,3.6890831135e-04,3.9110458120e-04,5
chirp_a2,vanilla,489.394447,7.9070914755e-04,6.6659093428e-04,2.9759214277e-03,3.7379648353e-04,3.6890831135e-04,3.9110458120e-04,5
chirp_a2,vanilla,492.746464,7.6698845006e-04,6.4621600146e-04,9.7950618778e-04,3.7379648353e-04,3.6890831135e-04,3.9110458120e-04,5
chirp_a2,vanilla,496.098480,7.0667870271e-04,4.2772146519e-04,1.5655293915e-03,3.6890831135e-04,3.6542564604e-04,3.7379648353e-04,5
chirp_a2,vanilla,499.450497,6.8633328322e-04,5.5528146245e-04,1.1966446582e-03,3.6890831135e-04,3.4554214413e-04,3.7379648353e-04,5
chirp_a2,vanilla,502.802514,1.3112758802e-03,4.9696155065e-04,1.3532301362e-03,3.6476734080e-04,3.4554214413e-04,3.7379648353e-04,5
chirp_a2,vanilla,506.154531,7.6816556939e-04,7.4021070440e-04,1.1128802895e-03,3.4554214413e-04,3.2187978509e-04,3.7379648353e-04,5
chirp_a2,vanilla,509.506547,6.1467131519e-04,4.9639870433e-04,1.3818941064e-03,3.4554214413e-04,3.1684520149e-04,3.7367373075e-04,5
chirp_a2,vanilla,512.858564,6.1578564280e-04,5.0918111151e-04,8.1823003046e-04,3.4554214413e-04,3.0689507455e-04,3.7351011964e-04,5
chirp_a2,vanilla,516.210581,7.9121386720e-04,4.2648886457e-04,1.0117424292e-03,3.4554214413e-04,3.0315015415e-04,3.7351011964e-04,5
chirp_a2,vanilla,519.562598,2.0421455203e-03,1.6636732857e-03,3.1700128762e-03,3.4554214413e-04,3.0315015415e-04,3.6710529586e-04,5
chirp_a2,vanilla,522.914615,3.4633049594e-03,5.7945697472e-04,3.5498211336e-03,3.4554214413e-04,3.0315015415e-04,3.6281178478e-04,5
chirp_a2,vanilla,526.266631,7.5188504098e-04,5.5805074100e-04,4.6865594851e-03,3.4433570194e-04,3.0315015415e-04,3.6079315608e-04,5
chirp_a2,vanilla,529.618648,3.9076771610e-04,3.6305859760e-04,4.6222439095e-03,3.2066731243e-04,3.0315015415e-04,3.2567527277e-04,5
chirp_a2,vanilla,532.970665,9.3403633682e-04,3.1406944607e-04,1.0413545280e-03,3.1285904236e-04,3.0315015415e-04,3.1406944607e-04,5
chirp_a2,vanilla,536.322682,1.0212632028e-03,3.5202302051e-04,1.3329890640e-03,3.1285904236e-04,3.0315015415e-04,3.1323753514e-04,5
chirp_a2,vanilla,539.674698,6.1235541097e-04,4.1553745464e-04,1.0262490340e-03,3.1285904236e-04,3.0315015415e-04,3.1323753514e-04,5
chirp_a2,vanilla,543.026715,6.1722647706e-04,6.0053714115e-04,9.1172447134e-04,3.1285904236e-04,3.0315015415e-04,3.1323753514e-04,5
