L2_err,L_bc_final,L_bc_j0_final,L_bc_weighted_final,L_int_final,L_int_last,bc_weight_j0,bc_weights,eval_seed,loss_final,ms_per_step,nan,params,peak_mb,problem,representation,seed,steps,variant
0.060875995069553504,0.0012688436373446588,0.0012688436373446588,0.0038065309120339764,0.00917628113517676,0.009207284526073034,3.0,[3.0],54321,0.012982812047210737,18.16451211819956,False,50049,310.36474609375,poly_d2_o2,real,0,1653,vanilla_tanh_direct_ad
0.0007045866604415013,3.6735329906759955e-07,3.6735329906759955e-07,1.1020598972027986e-06,1.10127842773311e-05,1.1109037358919208e-05,3.0,[3.0],54321,1.2114844174533898e-05,60.46731948432788,False,100098,508.7109375,poly_d2_o2,native_complex,0,497,complex_sinh
