L2_err,L_bc_final,L_int_final,L_int_last,bc_weight,loss_final,ms_per_step,nan,params,peak_mb,problem,representation,seed,steps,variant
0.008716509796566432,0.00013494526863526223,3.879593744271567e-05,3.918359945668798e-05,0.03,4.2844295501773535e-05,70.55765171119934,False,100098,572.88671875,maxwell_a4,native_complex,0,426,complex_sinh_weight_control
