L2_err,L_bc_final,L_int_final,L_int_last,bc_weight,loss_final,ms_per_step,nan,params,peak_mb,problem,seed,steps,variant
0.03717056175496838,6.353930833513247e-05,2.7970571290423562e-05,2.8766466950656793e-05,0.3,4.70323637909633e-05,250.12331841559697,False,100098,1759.17626953125,poly_d2_o4,0,121,complex_sinh_tune_w_p3
