L2_err,L_bc_final,L_int_final,L_int_last,bc_weight,loss_final,ms_per_step,nan,params,peak_mb,problem,representation,seed,steps,variant
0.5065435778061427,4.699607238811912e-05,0.036095396989839226,0.03674255304407758,10.0,0.036565357713720416,72.69111212010041,False,100098,572.88671875,maxwell_a4,native_complex,0,414,complex_sinh_tune_w_10
