L2_err,L_bc_final,L_int_final,L_int_last,bc_weight,loss_final,ms_per_step,nan,params,peak_mb,problem,seed,steps,variant
0.049411870858353205,1.7101848080059786e-05,0.00011489741377112913,0.00011809054750177852,3.0,0.00016620295801130847,250.41651990541743,False,100098,1759.17626953125,poly_d2_o4,0,121,complex_sinh_tune_w_3
