task_id,candidate_id,candidate_index,method,lambda_ic,lambda_bc,weight_labels,status,loss,rel_error,steps,training_seconds,mass_drift_rms,mass_drift_max_abs,history_rows,final_log_line_has_metrics
cahn_hilliard_2d_o4,point_007,7,war,0.01,0.001,"[""1e-2"", ""1e-3""]",complete,0.0003227250126656145,0.11314290761947632,1575,60.033491326496005,0.008922377601265907,0.014741797000169754,13,False
cahn_hilliard_2d_o4,point_007,7,real_sinh_autodiff,0.01,0.001,"[""1e-2"", ""1e-3""]",complete,0.07591128349304199,0.8465417623519897,971,60.00640912167728,0.1046644076704979,0.12579472362995148,13,False
cahn_hilliard_2d_o4,point_008,8,war,0.01,0.01,"[""1e-2"", ""1e-2""]",complete,0.0004450920387171209,0.1163790300488472,1604,60.021310767158866,0.00766985397785902,0.012435520067811012,13,False
cahn_hilliard_2d_o4,point_008,8,real_sinh_autodiff,0.01,0.01,"[""1e-2"", ""1e-2""]",complete,0.07880035787820816,0.8118831515312195,927,60.03266209550202,0.08914380520582199,0.12088415026664734,13,False
cahn_hilliard_2d_o4,point_009,9,war,0.01,0.1,"[""1e-2"", ""1e-1""]",complete,0.00037945754593238235,0.11371905356645584,1637,60.01362311094999,0.007790231611579657,0.013489222154021263,13,False
cahn_hilliard_2d_o4,point_009,9,real_sinh_autodiff,0.01,0.1,"[""1e-2"", ""1e-1""]",complete,0.06697739660739899,0.7454690337181091,971,60.060013392940164,0.06225977838039398,0.0685080736875534,13,False
cahn_hilliard_2d_o4,point_010,10,war,0.01,1.0,"[""1e-2"", ""1e+0""]",complete,0.004223133437335491,0.6196987628936768,1592,60.032890893518925,0.05682715028524399,0.0821024551987648,13,False
cahn_hilliard_2d_o4,point_010,10,real_sinh_autodiff,0.01,1.0,"[""1e-2"", ""1e+0""]",complete,0.07671776413917542,0.7819525003433228,952,60.05985661409795,0.10272608697414398,0.1294250339269638,13,False
cahn_hilliard_2d_o4,point_011,11,war,0.01,10.0,"[""1e-2"", ""1e+1""]",complete,0.00042752420995384455,0.06973918527364731,1627,60.02832583710551,0.0025158924981951714,0.0032546394504606724,13,False
cahn_hilliard_2d_o4,point_011,11,real_sinh_autodiff,0.01,10.0,"[""1e-2"", ""1e+1""]",complete,0.061277858912944794,0.38608184456825256,956,60.03854358382523,0.053102388978004456,0.06148778274655342,13,False
cahn_hilliard_2d_o4,point_012,12,war,0.01,100.0,"[""1e-2"", ""1e+2""]",complete,0.0004534156178124249,0.03732552006840706,1668,60.02674834802747,0.005982722155749798,0.0062310099601745605,13,False
cahn_hilliard_2d_o4,point_012,12,real_sinh_autodiff,0.01,100.0,"[""1e-2"", ""1e+2""]",complete,0.11909672617912292,0.45603469014167786,918,60.02389201708138,0.013260088860988617,0.019766489043831825,13,False
cahn_hilliard_2d_o4,point_013,13,war,0.01,1000.0,"[""1e-2"", ""1e+3""]",complete,0.011697047390043736,1.2323698997497559,1568,60.00098128430545,0.18752722442150116,0.1938088983297348,13,False
cahn_hilliard_2d_o4,point_013,13,real_sinh_autodiff,0.01,1000.0,"[""1e-2"", ""1e+3""]",complete,0.6322774887084961,0.9852052927017212,946,60.035278080031276,0.025363625958561897,0.04065943509340286,13,False
cahn_hilliard_2d_o4,point_014,14,war,0.1,0.001,"[""1e-1"", ""1e-3""]",complete,0.0003104780334979296,0.10071845352649689,1587,60.01792857795954,0.006636940874159336,0.010661843232810497,13,False
cahn_hilliard_2d_o4,point_014,14,real_sinh_autodiff,0.1,0.001,"[""1e-1"", ""1e-3""]",complete,0.08240069448947906,0.8509134650230408,905,60.02561836130917,0.07913590222597122,0.09647966921329498,13,False
cahn_hilliard_2d_o4,point_015,15,war,0.1,0.01,"[""1e-1"", ""1e-2""]",complete,0.000266268034465611,0.10330051183700562,1561,60.02433141320944,0.006599545478820801,0.010874385945498943,13,False
cahn_hilliard_2d_o4,point_015,15,real_sinh_autodiff,0.1,0.01,"[""1e-1"", ""1e-2""]",complete,0.15308086574077606,2.37154483795166,904,60.01716448366642,0.22587838768959045,0.26767343282699585,13,False
cahn_hilliard_2d_o4,point_016,16,war,0.1,0.1,"[""1e-1"", ""1e-1""]",complete,0.0002662627666722983,0.09352485835552216,1593,60.0149395018816,0.006011209916323423,0.010372240096330643,13,False
cahn_hilliard_2d_o4,point_016,16,real_sinh_autodiff,0.1,0.1,"[""1e-1"", ""1e-1""]",complete,0.07023724913597107,0.6219990849494934,983,60.057297106832266,0.050498172640800476,0.05508458614349365,13,False
cahn_hilliard_2d_o4,point_017,17,war,0.1,1.0,"[""1e-1"", ""1e+0""]",complete,0.005632386542856693,0.6318047046661377,1570,60.03485248982906,0.04470737650990486,0.06688116490840912,13,False
cahn_hilliard_2d_o4,point_017,17,real_sinh_autodiff,0.1,1.0,"[""1e-1"", ""1e+0""]",complete,0.08477655798196793,0.670197069644928,979,60.02675871923566,0.0678965151309967,0.08693324029445648,13,False
cahn_hilliard_2d_o4,point_018,18,war,0.1,10.0,"[""1e-1"", ""1e+1""]",complete,0.00046835833927616477,0.07517778128385544,1596,60.01933294162154,0.0028277772944420576,0.003868208732455969,13,False
cahn_hilliard_2d_o4,point_018,18,real_sinh_autodiff,0.1,10.0,"[""1e-1"", ""1e+1""]",complete,0.06599348783493042,0.3235430121421814,963,60.050949435681105,0.04107951372861862,0.0540473610162735,13,False
cahn_hilliard_2d_o4,point_019,19,war,0.1,100.0,"[""1e-1"", ""1e+2""]",complete,0.0005224928609095514,0.07400786876678467,1587,60.032170267775655,0.003357264678925276,0.003844155929982662,13,False
cahn_hilliard_2d_o4,point_019,19,real_sinh_autodiff,0.1,100.0,"[""1e-1"", ""1e+2""]",complete,0.1119379997253418,0.463959276676178,969,60.04774170182645,0.007900197990238667,0.012196620926260948,13,False
cahn_hilliard_2d_o4,point_020,20,war,0.1,1000.0,"[""1e-1"", ""1e+3""]",complete,0.012536576949059963,1.1624213457107544,1640,60.021568002179265,0.17301294207572937,0.1779838651418686,13,False
cahn_hilliard_2d_o4,point_020,20,real_sinh_autodiff,0.1,1000.0,"[""1e-1"", ""1e+3""]",complete,0.6324633955955505,0.9637675881385803,980,60.05136904492974,0.024702392518520355,0.03580567240715027,13,False
cahn_hilliard_2d_o4,point_021,21,war,1.0,0.001,"[""1e+0"", ""1e-3""]",complete,0.0003792693605646491,0.07287183403968811,1636,60.03127038292587,0.0023880554363131523,0.0028593919705599546,13,False
cahn_hilliard_2d_o4,point_021,21,real_sinh_autodiff,1.0,0.001,"[""1e+0"", ""1e-3""]",complete,0.07809983938932419,0.46212777495384216,951,60.02491595223546,0.031164685264229774,0.03883793205022812,13,False
cahn_hilliard_2d_o4,point_022,22,war,1.0,0.01,"[""1e+0"", ""1e-2""]",complete,0.0003672635939437896,0.0713868960738182,1649,60.01707295514643,0.0016060360940173268,0.002014306839555502,13,False
cahn_hilliard_2d_o4,point_022,22,real_sinh_autodiff,1.0,0.01,"[""1e+0"", ""1e-2""]",complete,0.07505232840776443,0.41424596309661865,960,60.00573276169598,0.05191880837082863,0.06373672187328339,13,False
cahn_hilliard_2d_o4,point_023,23,war,1.0,0.1,"[""1e+0"", ""1e-1""]",complete,0.00043843904859386384,0.07510504871606827,1587,60.03656447120011,0.0016020342009142041,0.002411716850474477,13,False
cahn_hilliard_2d_o4,point_023,23,real_sinh_autodiff,1.0,0.1,"[""1e+0"", ""1e-1""]",complete,0.08677193522453308,0.38140439987182617,966,60.065574733540416,0.017485959455370903,0.024964774027466774,13,False
cahn_hilliard_2d_o4,point_024,24,war,1.0,1.0,"[""1e+0"", ""1e+0""]",complete,0.0004100275691598654,0.07399776577949524,1606,60.02901329472661,0.0009582872153259814,0.0012542640324681997,13,False
cahn_hilliard_2d_o4,point_024,24,real_sinh_autodiff,1.0,1.0,"[""1e+0"", ""1e+0""]",complete,0.05849664285778999,0.3261573612689972,987,60.03436720184982,0.03045136108994484,0.04175082966685295,13,False
cahn_hilliard_2d_o4,point_025,25,war,1.0,10.0,"[""1e+0"", ""1e+1""]",complete,0.00053835054859519,0.0591781884431839,1575,60.03729104064405,0.001470802933908999,0.0021197504829615355,13,False
cahn_hilliard_2d_o4,point_025,25,real_sinh_autodiff,1.0,10.0,"[""1e+0"", ""1e+1""]",complete,0.07338914275169373,0.21972675621509552,951,60.00619683414698,0.017104897648096085,0.03514523804187775,13,False
cahn_hilliard_2d_o4,point_026,26,war,1.0,100.0,"[""1e+0"", ""1e+2""]",complete,0.00046851480146870017,0.05531696230173111,1602,60.011014226824045,0.0014730817638337612,0.0018168461974710226,13,False
cahn_hilliard_2d_o4,point_026,26,real_sinh_autodiff,1.0,100.0,"[""1e+0"", ""1e+2""]",complete,0.3057554066181183,0.6480148434638977,946,60.048404067754745,0.02409510686993599,0.026576103642582893,13,False
cahn_hilliard_2d_o4,point_027,27,war,1.0,1000.0,"[""1e+0"", ""1e+3""]",complete,0.002224104944616556,0.09119325876235962,1583,60.02237902022898,0.0007253705989569426,0.0014156431425362825,13,False
cahn_hilliard_2d_o4,point_027,27,real_sinh_autodiff,1.0,1000.0,"[""1e+0"", ""1e+3""]",complete,0.6264223456382751,0.9501765966415405,978,60.02477358840406,0.009054992347955704,0.015298785641789436,13,False
cahn_hilliard_2d_o4,point_028,28,war,10.0,0.001,"[""1e+1"", ""1e-3""]",complete,0.0005586188635788858,0.06486278772354126,1602,60.0231125485152,0.0011362364748492837,0.001744940411299467,13,False
cahn_hilliard_2d_o4,point_028,28,real_sinh_autodiff,10.0,0.001,"[""1e+1"", ""1e-3""]",complete,0.11706623435020447,0.3160935044288635,963,60.02976256236434,0.013885685242712498,0.022529952228069305,13,False
cahn_hilliard_2d_o4,point_029,29,war,10.0,0.01,"[""1e+1"", ""1e-2""]",complete,0.0005784901441074908,0.06558256596326828,1579,60.032012183219194,0.0012732427567243576,0.001864879159256816,13,False
cahn_hilliard_2d_o4,point_029,29,real_sinh_autodiff,10.0,0.01,"[""1e+1"", ""1e-2""]",complete,0.10726334899663925,0.29245972633361816,959,60.03137916326523,0.009369619190692902,0.015774786472320557,13,False
cahn_hilliard_2d_o4,point_030,30,war,10.0,0.1,"[""1e+1"", ""1e-1""]",complete,0.0006955296266824007,0.0637504830956459,1577,60.03451169654727,0.0012519756564870477,0.0018034104723483324,13,False
cahn_hilliard_2d_o4,point_030,30,real_sinh_autodiff,10.0,0.1,"[""1e+1"", ""1e-1""]",complete,0.11699823290109634,0.288271427154541,960,60.0363965947181,0.007423010189086199,0.012977263890206814,13,False
cahn_hilliard_2d_o4,point_031,31,war,10.0,1.0,"[""1e+1"", ""1e+0""]",complete,0.0007530225557275116,0.09312157332897186,1590,60.028743954375386,0.0018561851466074586,0.003993235994130373,13,False
cahn_hilliard_2d_o4,point_031,31,real_sinh_autodiff,10.0,1.0,"[""1e+1"", ""1e+0""]",complete,0.13060037791728973,0.24195903539657593,971,60.00377772934735,0.010585625655949116,0.01345131080597639,13,False
cahn_hilliard_2d_o4,point_032,32,war,10.0,10.0,"[""1e+1"", ""1e+1""]",complete,0.0014165951870381832,0.07680957764387131,1589,60.02970442920923,0.0016935794847086072,0.0024533597752451897,13,False
cahn_hilliard_2d_o4,point_032,32,real_sinh_autodiff,10.0,10.0,"[""1e+1"", ""1e+1""]",complete,0.1620921939611435,0.24704065918922424,992,60.047988422214985,0.012898039072751999,0.01696496643126011,13,False
cahn_hilliard_2d_o4,point_033,33,war,10.0,100.0,"[""1e+1"", ""1e+2""]",complete,0.0008931339252740145,0.06991569697856903,1579,60.015840547159314,0.001142659573815763,0.0013259841362014413,13,False
cahn_hilliard_2d_o4,point_033,33,real_sinh_autodiff,10.0,100.0,"[""1e+1"", ""1e+2""]",complete,0.6151843070983887,0.7662273645401001,970,60.02897283062339,0.008667051792144775,0.011299753561615944,13,False
cahn_hilliard_2d_o4,point_034,34,war,10.0,1000.0,"[""1e+1"", ""1e+3""]",complete,0.0017256508581340313,0.09098155796527863,1610,60.01271088607609,0.0008929042960517108,0.0012367129093036056,13,False
cahn_hilliard_2d_o4,point_034,34,real_sinh_autodiff,10.0,1000.0,"[""1e+1"", ""1e+3""]",complete,1.1301965713500977,0.9429976940155029,924,60.02346032485366,0.004177224822342396,0.008939470164477825,13,False
cahn_hilliard_2d_o4,point_035,35,war,100.0,0.001,"[""1e+2"", ""1e-3""]",complete,0.002781488234177232,0.1053624078631401,1590,60.02352726459503,0.0033874972723424435,0.007285317871719599,13,False
cahn_hilliard_2d_o4,point_035,35,real_sinh_autodiff,100.0,0.001,"[""1e+2"", ""1e-3""]",complete,0.3397628366947174,0.4298584759235382,957,60.060147542506456,0.023171279579401016,0.03050665184855461,13,False
cahn_hilliard_2d_o4,point_036,36,war,100.0,0.01,"[""1e+2"", ""1e-2""]",complete,0.001865113154053688,0.10011455416679382,1664,60.006445582956076,0.004011159762740135,0.008570339530706406,13,False
cahn_hilliard_2d_o4,point_036,36,real_sinh_autodiff,100.0,0.01,"[""1e+2"", ""1e-2""]",complete,0.30341416597366333,0.455309122800827,939,60.010733008384705,0.021820345893502235,0.02707379311323166,13,False
cahn_hilliard_2d_o4,point_037,37,war,100.0,0.1,"[""1e+2"", ""1e-1""]",complete,0.002426035003736615,0.10618860274553299,1575,60.00157689116895,0.0036288206465542316,0.007747342344373465,13,False
cahn_hilliard_2d_o4,point_037,37,real_sinh_autodiff,100.0,0.1,"[""1e+2"", ""1e-1""]",complete,0.2851901650428772,0.4209418296813965,983,60.05646423995495,0.02685336023569107,0.03609618917107582,13,False
cahn_hilliard_2d_o4,point_038,38,war,100.0,1.0,"[""1e+2"", ""1e+0""]",complete,0.002812342718243599,0.0995185449719429,1642,60.001083919778466,0.004069111775606871,0.008687243796885014,13,True
cahn_hilliard_2d_o4,point_038,38,real_sinh_autodiff,100.0,1.0,"[""1e+2"", ""1e+0""]",complete,0.4016444981098175,0.4679800868034363,924,60.01290508918464,0.03105388954281807,0.037921592593193054,13,True
cahn_hilliard_2d_o4,point_039,39,war,100.0,10.0,"[""1e+2"", ""1e+1""]",complete,0.003089527366682887,0.13475331664085388,1611,60.00476282648742,0.0005785024841316044,0.0010483982041478157,13,True
cahn_hilliard_2d_o4,point_039,39,real_sinh_autodiff,100.0,10.0,"[""1e+2"", ""1e+1""]",complete,0.5510304570198059,0.5177932381629944,956,60.0541588421911,0.03815590217709541,0.046218156814575195,13,True
cahn_hilliard_2d_o4,point_040,40,war,100.0,100.0,"[""1e+2"", ""1e+2""]",complete,0.004803577437996864,0.1328715980052948,1589,60.03116393275559,0.0006633169250562787,0.0009404101874679327,13,True
cahn_hilliard_2d_o4,point_040,40,real_sinh_autodiff,100.0,100.0,"[""1e+2"", ""1e+2""]",complete,1.1533381938934326,0.697726845741272,952,60.03867250867188,0.03895603120326996,0.045282479375600815,13,True
cahn_hilliard_2d_o4,point_041,41,war,100.0,1000.0,"[""1e+2"", ""1e+3""]",complete,0.002050247974693775,0.09425219148397446,1613,60.003255270421505,0.0012078027939423919,0.0015736164059489965,13,True
cahn_hilliard_2d_o4,point_041,41,real_sinh_autodiff,100.0,1000.0,"[""1e+2"", ""1e+3""]",complete,3.7261064052581787,0.8774144649505615,983,60.04361207038164,0.016862815245985985,0.03072252869606018,13,True
cahn_hilliard_2d_o4,point_042,42,war,1000.0,0.001,"[""1e+3"", ""1e-3""]",complete,0.041767001152038574,0.21090124547481537,1570,60.003436444327235,0.017538804560899734,0.03482872620224953,13,True
cahn_hilliard_2d_o4,point_042,42,real_sinh_autodiff,1000.0,0.001,"[""1e+3"", ""1e-3""]",complete,1.5731480121612549,0.7234690189361572,983,60.03955237008631,0.010289516299962997,0.01805633306503296,13,True
cahn_hilliard_2d_o4,point_043,43,war,1000.0,0.01,"[""1e+3"", ""1e-2""]",complete,0.04022546112537384,0.22157181799411774,1593,60.03698142245412,0.017731821164488792,0.035646941512823105,13,True
cahn_hilliard_2d_o4,point_043,43,real_sinh_autodiff,1000.0,0.01,"[""1e+3"", ""1e-2""]",complete,1.946916103363037,0.7291903495788574,971,60.03085498698056,0.010624546557664871,0.014821488410234451,13,True
cahn_hilliard_2d_o4,point_044,44,war,1000.0,0.1,"[""1e+3"", ""1e-1""]",complete,0.023673683404922485,0.23363956809043884,1599,60.030878929421306,0.020462526008486748,0.039978668093681335,13,True
cahn_hilliard_2d_o4,point_044,44,real_sinh_autodiff,1000.0,0.1,"[""1e+3"", ""1e-1""]",complete,1.938598394393921,0.7400357127189636,838,60.03228460624814,0.007596815936267376,0.014376789331436157,13,True
cahn_hilliard_2d_o4,point_045,45,war,1000.0,1.0,"[""1e+3"", ""1e+0""]",complete,0.0280558280646801,0.23987801373004913,1547,60.02629112266004,0.024989953264594078,0.048101723194122314,13,True
cahn_hilliard_2d_o4,point_045,45,real_sinh_autodiff,1000.0,1.0,"[""1e+3"", ""1e+0""]",complete,2.419463872909546,0.7107361555099487,820,60.064383616670966,0.012074308469891548,0.015979018062353134,13,True
cahn_hilliard_2d_o4,point_046,46,war,1000.0,10.0,"[""1e+3"", ""1e+1""]",complete,0.03315069526433945,0.17252390086650848,1528,60.02385928295553,0.019848164170980453,0.035054080188274384,13,True
cahn_hilliard_2d_o4,point_046,46,real_sinh_autodiff,1000.0,10.0,"[""1e+3"", ""1e+1""]",complete,2.5341994762420654,0.7436549663543701,970,60.00252646021545,0.00882722157984972,0.01569952443242073,13,True
cahn_hilliard_2d_o4,point_047,47,war,1000.0,100.0,"[""1e+3"", ""1e+2""]",complete,0.04327254369854927,0.30007487535476685,1507,60.018044797703624,0.0011436474742367864,0.0020378553308546543,13,True
cahn_hilliard_2d_o4,point_047,47,real_sinh_autodiff,1000.0,100.0,"[""1e+3"", ""1e+2""]",complete,5.0837578773498535,0.8513445258140564,815,60.031642474234104,0.025339249521493912,0.04192066937685013,13,True
cahn_hilliard_2d_o4,point_048,48,war,1000.0,1000.0,"[""1e+3"", ""1e+3""]",complete,0.03829149156808853,0.376494437456131,1500,60.015324141830206,0.006404069717973471,0.011371301487088203,13,True
cahn_hilliard_2d_o4,point_048,48,real_sinh_autodiff,1000.0,1000.0,"[""1e+3"", ""1e+3""]",complete,10.604360580444336,0.9871067404747009,823,60.05795821547508,0.11320056021213531,0.16671499609947205,13,True
cahn_hilliard_2d_o6,point_000,0,war,0.001,0.001,"[""1e-3"", ""1e-3""]",complete,0.000972450478002429,0.15701819956302643,752,60.049204828217626,0.01266453880816698,0.01913393661379814,13,True
cahn_hilliard_2d_o6,point_000,0,real_sinh_autodiff,0.001,0.001,"[""1e-3"", ""1e-3""]",complete,0.3291160464286804,2.729888916015625,128,60.024906346574426,0.4672575891017914,0.5084981918334961,13,True
cahn_hilliard_2d_o6,point_001,1,war,0.001,0.01,"[""1e-3"", ""1e-2""]",complete,0.001001433003693819,0.13014841079711914,772,60.0545100979507,0.005498485639691353,0.011306672357022762,13,True
cahn_hilliard_2d_o6,point_001,1,real_sinh_autodiff,0.001,0.01,"[""1e-3"", ""1e-2""]",complete,0.3445032238960266,2.794581174850464,129,60.11940926499665,0.49037879705429077,0.5115378499031067,13,True
cahn_hilliard_2d_o6,point_002,2,war,0.001,0.1,"[""1e-3"", ""1e-1""]",complete,0.0010799760930240154,0.1317441165447235,773,60.04803251102567,0.005276908632367849,0.01021535973995924,13,True
cahn_hilliard_2d_o6,point_002,2,real_sinh_autodiff,0.001,0.1,"[""1e-3"", ""1e-1""]",complete,0.4956640303134918,2.314704656600952,111,60.04281755909324,0.3969370722770691,0.4679921865463257,13,True
cahn_hilliard_2d_o6,point_003,3,war,0.001,1.0,"[""1e-3"", ""1e+0""]",complete,0.0013986903941258788,0.10995527356863022,761,60.07093223184347,0.007373332045972347,0.0142648471519351,13,True
cahn_hilliard_2d_o6,point_003,3,real_sinh_autodiff,0.001,1.0,"[""1e-3"", ""1e+0""]",complete,0.4369809329509735,1.7822736501693726,108,60.24492875859141,0.27096161246299744,0.3022344410419464,13,True
cahn_hilliard_2d_o6,point_004,4,war,0.001,10.0,"[""1e-3"", ""1e+1""]",complete,0.0015818937681615353,0.14328287541866302,779,60.039677031338215,0.013500474393367767,0.01377088576555252,13,True
cahn_hilliard_2d_o6,point_004,4,real_sinh_autodiff,0.001,10.0,"[""1e-3"", ""1e+1""]",complete,0.39241448044776917,1.6342861652374268,118,60.108658788725734,0.25042465329170227,0.25817227363586426,13,True
cahn_hilliard_2d_o6,point_005,5,war,0.001,100.0,"[""1e-3"", ""1e+2""]",complete,0.07034025341272354,3.0466201305389404,756,60.03091729618609,0.5015250444412231,0.5067397356033325,13,True
cahn_hilliard_2d_o6,point_005,5,real_sinh_autodiff,0.001,100.0,"[""1e-3"", ""1e+2""]",complete,0.523070752620697,1.071935772895813,112,60.2630648650229,0.0722087174654007,0.07435797899961472,13,True
cahn_hilliard_2d_o6,point_006,6,war,0.001,1000.0,"[""1e-3"", ""1e+3""]",complete,0.019497238099575043,1.171817660331726,808,60.006275517866015,0.18056413531303406,0.18718883395195007,13,True
cahn_hilliard_2d_o6,point_006,6,real_sinh_autodiff,0.001,1000.0,"[""1e-3"", ""1e+3""]",complete,0.4770822823047638,1.0018819570541382,118,60.16075900755823,0.017088208347558975,0.01777677983045578,13,True
cahn_hilliard_2d_o6,point_007,7,war,0.01,0.001,"[""1e-2"", ""1e-3""]",complete,0.0009599355980753899,0.1373344361782074,788,60.06895028986037,0.005196037236601114,0.008638415485620499,13,True
cahn_hilliard_2d_o6,point_007,7,real_sinh_autodiff,0.01,0.001,"[""1e-2"", ""1e-3""]",complete,0.40724971890449524,2.011186361312866,124,60.482198767364025,0.32910799980163574,0.3748522400856018,13,True
cahn_hilliard_2d_o6,point_008,8,war,0.01,0.01,"[""1e-2"", ""1e-2""]",complete,0.0010992871830239892,0.13210733234882355,798,60.05128196068108,0.006529428996145725,0.010855224914848804,13,True
cahn_hilliard_2d_o6,point_008,8,real_sinh_autodiff,0.01,0.01,"[""1e-2"", ""1e-2""]",complete,0.4336760938167572,1.9305564165115356,123,60.42498668283224,0.3094872534275055,0.34893685579299927,13,True
cahn_hilliard_2d_o6,point_009,9,war,0.01,0.1,"[""1e-2"", ""1e-1""]",complete,0.0011710362741723657,0.1382945030927658,787,60.07334752380848,0.005372506566345692,0.007859586738049984,13,True
cahn_hilliard_2d_o6,point_009,9,real_sinh_autodiff,0.01,0.1,"[""1e-2"", ""1e-1""]",complete,0.4507181644439697,1.7234971523284912,125,60.067039554938674,0.25714975595474243,0.2814650535583496,13,True
cahn_hilliard_2d_o6,point_010,10,war,0.01,1.0,"[""1e-2"", ""1e+0""]",complete,0.0012486762134358287,0.14552395045757294,803,60.01865193620324,0.014196459203958511,0.015332912094891071,13,True
cahn_hilliard_2d_o6,point_010,10,real_sinh_autodiff,0.01,1.0,"[""1e-2"", ""1e+0""]",complete,0.4105396866798401,1.2260582447052002,120,60.1936459261924,0.08049456030130386,0.0900820940732956,13,True
cahn_hilliard_2d_o6,point_011,11,war,0.01,10.0,"[""1e-2"", ""1e+1""]",complete,0.0014188543427735567,0.14942170679569244,791,60.05663867108524,0.014562372118234634,0.014793911948800087,13,True
cahn_hilliard_2d_o6,point_011,11,real_sinh_autodiff,0.01,10.0,"[""1e-2"", ""1e+1""]",complete,0.45891135931015015,1.1783215999603271,125,60.27105403505266,0.0700676366686821,0.07276500761508942,13,True
cahn_hilliard_2d_o6,point_012,12,war,0.01,100.0,"[""1e-2"", ""1e+2""]",complete,0.0026349062100052834,0.11886978149414062,794,60.00820677727461,0.002085608197376132,0.002998204668983817,13,True
cahn_hilliard_2d_o6,point_012,12,real_sinh_autodiff,0.01,100.0,"[""1e-2"", ""1e+2""]",complete,0.4080677032470703,1.0330616235733032,122,60.038840029388666,0.04932818561792374,0.05936869978904724,13,True
cahn_hilliard_2d_o6,point_013,13,war,0.01,1000.0,"[""1e-2"", ""1e+3""]",complete,0.021687155589461327,1.1670891046524048,807,60.0036248806864,0.1792294979095459,0.18550963699817657,13,True
cahn_hilliard_2d_o6,point_013,13,real_sinh_autodiff,0.01,1000.0,"[""1e-2"", ""1e+3""]",complete,0.43603795766830444,0.998123288154602,122,60.350972797721624,0.008560629561543465,0.012136099860072136,13,True
cahn_hilliard_2d_o6,point_014,14,war,0.1,0.001,"[""1e-1"", ""1e-3""]",complete,0.0012239301577210426,0.12802016735076904,789,60.07278612814844,0.006608404219150543,0.009558742865920067,13,True
cahn_hilliard_2d_o6,point_014,14,real_sinh_autodiff,0.1,0.001,"[""1e-1"", ""1e-3""]",complete,0.35629791021347046,1.2191790342330933,124,60.44777276739478,0.014661655761301517,0.023938070982694626,13,True
