bc_weights,vanilla_L2_err,sinh_L2_err,geometric_mean,max_error,weight_sum
"[0.1, 1.0]",0.7452244376581675,0.14361951456661085,0.327152520973997,0.7452244376581675,1.1
"[0.1, 10.0]",0.9449006555521072,0.11330021515872878,0.32719634407749365,0.9449006555521072,10.1
"[0.01, 0.1]",0.4927337016370127,0.3633564971292427,0.42312881235428806,0.4927337016370127,0.11
"[1.0, 1.0]",0.9979964545798773,0.19523140929056754,0.44140712986382463,0.9979964545798773,2.0
"[0.01, 1.0]",1.0498757313931744,0.19039064784226417,0.44708670373185716,1.0498757313931744,1.01
"[1.0, 0.1]",0.997948525643378,0.2030398697641277,0.45013702211430545,0.997948525643378,1.1
"[1.0, 0.01]",0.9979786252488344,0.20678355335137966,0.45427476960280205,0.9979786252488344,1.01
"[1.0, 0.001]",0.9979719816022279,0.20732443946034085,0.4548669933978585,0.9979719816022279,1.001
"[1.0, 10.0]",0.9981645596982283,0.21262237025367936,0.4606865687061622,0.9981645596982283,11.0
"[0.1, 0.1]",0.8258243264545025,0.29345599362937014,0.4922835547558047,0.8258243264545025,0.2
"[0.01, 0.01]",0.5866548821512222,0.5255655883268338,0.5552707612351081,0.5866548821512222,0.02
"[0.1, 0.01]",0.8738952363480788,0.3736659491382677,0.5714410668979047,0.8738952363480788,0.11
"[0.01, 0.001]",0.6170594878953822,0.5651895570613177,0.590555313788704,0.6170594878953822,0.011
"[0.1, 0.001]",0.9072821901356666,0.38564126275511545,0.5915111575271808,0.9072821901356666,0.101
"[0.001, 0.1]",0.7967757338445609,0.5756369125473397,0.6772396351535577,0.7967757338445609,0.101
"[0.01, 10.0]",1.7459098315442638,0.31514835578818007,0.7417685708936401,1.7459098315442638,10.01
"[0.1, 100.0]",1.0074876232006305,0.6645485858440723,0.8182447526586312,1.0074876232006305,100.1
"[0.01, 100.0]",1.1179755426116718,0.6557354892201442,0.8562103943369415,1.1179755426116718,100.01
"[1.0, 100.0]",0.9989392666266455,0.8244502924903884,0.9075107550604962,0.9989392666266455,101.0
"[10.0, 0.001]",0.9997904937001949,0.9889208778787353,0.994340833278414,0.9997904937001949,10.001
"[10.0, 0.01]",0.9997908589188602,0.9889209416306686,0.9943410469430366,0.9997908589188602,10.01
"[10.0, 0.1]",0.9997901846265964,0.9889964892325248,0.9943786917290824,0.9997901846265964,10.1
"[10.0, 1.0]",0.9997913003566473,0.989093215885374,0.9944278719364096,0.9997913003566473,11.0
"[10.0, 10.0]",0.999796098456114,0.9903674388313354,0.9950706012045293,0.999796098456114,20.0
"[10.0, 100.0]",0.9998491316223731,0.995136750602175,0.9974901583149053,0.9998491316223731,110.0
"[1.0, 1000.0]",0.9998501956921203,0.9990284825511055,0.9994392546727014,0.9998501956921203,1001.0
"[10.0, 1000.0]",0.9999948847123085,0.9992746716569718,0.9996347133225933,0.9999948847123085,1010.0
"[0.1, 1000.0]",1.000274440117907,0.9992161490511487,0.999745154551353,1.000274440117907,1000.1
"[100.0, 1000.0]",0.9999866831752694,0.9998425947813389,0.9999146363828995,0.9999866831752694,1100.0
"[100.0, 100.0]",0.9999386725294781,1.000114758037303,1.0000267114077308,1.000114758037303,200.0
"[100.0, 10.0]",0.999933976008638,1.0002530780009902,1.000093514277744,1.0002530780009902,110.0
"[100.0, 0.01]",0.9999350358619147,1.0002751943958939,1.000105100666946,1.0002751943958939,100.01
"[100.0, 0.001]",0.9999343126908031,1.000276385770119,1.0001053346052526,1.000276385770119,100.001
"[100.0, 0.1]",0.9999324296024436,1.0002833517045886,1.0001078752618864,1.0002833517045886,100.1
"[100.0, 1.0]",0.9999304543020433,1.0002872930291369,1.0001088577505879,1.0002872930291369,101.0
"[1000.0, 1000.0]",0.9999526708701152,1.0008860266947537,1.000419239933937,1.0008860266947537,2000.0
"[1000.0, 100.0]",0.999946764825178,1.0011298688046602,1.0005381419421624,1.0011298688046602,1100.0
"[1000.0, 10.0]",0.999948773445158,1.0011603767171096,1.0005543916850128,1.0011603767171096,1010.0
"[1000.0, 1.0]",0.9999470955799564,1.0011646961368246,1.0005557106424445,1.0011646961368246,1001.0
"[1000.0, 0.1]",0.9999467270316921,1.0011673560945409,1.0005568554248723,1.0011673560945409,1000.1
"[1000.0, 0.001]",0.9999501998323261,1.0011640787267686,1.0005569551943452,1.0011640787267686,1000.001
"[1000.0, 0.01]",0.999947820614248,1.0011674121288574,1.00055743054972,1.0011674121288574,1000.01
"[0.01, 1000.0]",1.0012541221778084,1.0030298474078043,1.0021415914851766,1.0030298474078043,1000.01
"[0.001, 1000.0]",1.0016841225486686,1.0125811040819068,1.00711787530142,1.0125811040819068,1000.001
"[0.001, 1.0]",2.0139685991355516,0.5844912258203404,1.0849640433085386,2.0139685991355516,1.001
"[0.001, 10.0]",2.5610433755080653,0.504387256794807,1.1365551648314418,2.5610433755080653,10.001
"[0.001, 100.0]",2.0010978903779053,0.7331011708377718,1.2112007291927451,2.0010978903779053,100.001
"[0.001, 0.01]",3.2240119876744107,0.6072250041395504,1.3991785777953984,3.2240119876744107,0.011
"[0.001, 0.001]",3.653064794113971,0.810441257979266,1.7206377966386461,3.653064794113971,0.002
