L2_err,L_int_last,backend,budget_seconds,collocation,depth,fourier_sigma,hidden,lr,lr_schedule,ms_per_step,n_bc,n_int,nan,omega0,order,params,peak_mb,problem,seed,steps,sweep,variant
0.9998481584577092,0.24709224507595368,jet,180.0,paired_seed_v1,4,3.141592653589793,128,0.001,cosine,240.65063128966554,512,4096,False,6.283185307179586,4,50049,1759.9248046875,polyharm2d_o4,0,749,4.0,tanh
0.037897922515899546,0.00014585415255944945,jet,180.0,paired_seed_v1,4,3.141592653589793,128,0.001,cosine,242.60880763380516,512,4096,False,6.283185307179586,4,100098,1759.21142578125,polyharm2d_o4,0,743,4.0,complex_sinh
