L2_err,L_int_last,backend,budget_seconds,collocation,depth,fourier_sigma,hidden,lr,lr_schedule,ms_per_step,n_bc,n_int,nan,omega0,order,params,peak_mb,problem,rep,seed,steps,sweep,variant
3.129766000411234,2.3771151192471245,jet,180.0,paired_seed_v1,4,12.566370614359172,128,0.001,cosine,121.76071701696026,512,4096,False,25.132741228718345,2,100098,928.58544921875,maxwell_a4,split2,0,1479,4.0,tanh
0.3713625407103681,0.017381845536785685,jet,180.0,paired_seed_v1,4,12.566370614359172,128,0.001,cosine,70.78461701624424,512,4096,False,25.132741228718345,2,100098,572.88671875,maxwell_a4,complex,0,2544,4.0,complex_sinh
