L2_err,L_int_last,ms_per_step,nan,params,peak_mb,problem,representation,seed,steps,variant
0.9992506040548911,0.24696932471658561,113.47543805128723,False,50049,2151.8681640625,poly_d2_o4,,0,1587,vanilla_tanh_direct_ad
1.779956667284025,0.12733263917041188,18.023129001809572,False,50049,310.38818359375,chirp_a2,,0,9988,vanilla_tanh_direct_ad
2.216311762735195,0.8739388435432485,35.82335153533093,False,100098,540.203125,maxwell_a4,split_real,0,5026,vanilla_tanh_direct_ad
