L2_err,L_bc_final,L_bc_j0_final,L_bc_j1_final,L_bc_weighted_final,L_int_final,L_int_last,bc_weight_j0,bc_weight_j1,bc_weights,eval_seed,loss_final,ms_per_step,nan,params,peak_mb,problem,representation,seed,steps,variant
0.39062435330087913,0.09142491283736666,0.023707284924307015,0.06771762791305964,0.020825922402897105,0.020619632920632347,0.020840266795027984,0.45,0.15,"[0.45, 0.15]",54321,0.04144555532352945,114.81168443863173,False,50049,2151.84423828125,poly_d2_o4,real,0,262,vanilla_tanh_direct_ad
0.043986232406623534,0.00015072776363744142,9.275588244282627e-06,0.0001414521753931588,2.5391841018901e-05,2.405531479192751e-05,2.472083983805556e-05,0.45,0.15,"[0.45, 0.15]",54321,4.944715581082851e-05,243.18447096645832,False,100098,1759.21533203125,poly_d2_o4,native_complex,0,125,complex_sinh
