geometric_mean,max_error,mean_error,real_tanh_autodiff_loss,real_tanh_autodiff_rel_error,seed,status,task_id,war_loss,war_rel_error,weights
0.00483196711901886,0.011781543918504785,0.006881639811580635,0.0009851234517620309,0.011781543918504785,3,complete,cahn_hilliard_o6,3.0065207512691876e-05,0.0019817357046564865,"[10.0, 10.0]"
0.004974197321698931,0.013143350760356247,0.007512936077177363,0.0006684771184364657,0.013143350760356247,4,complete,cahn_hilliard_o6,5.514273926109293e-05,0.0018825213939984797,"[10.0, 10.0]"
0.007432888788489442,0.0188286086862436,0.010881429096275142,0.0009428748124157795,0.0188286086862436,2,complete,cahn_hilliard_o6,4.7361062811162355e-05,0.0029342495063066844,"[10.0, 10.0]"
0.007946440781870725,0.01376919653300535,0.009177612276013498,0.0007919278934329946,0.01376919653300535,0,complete,cahn_hilliard_o6,3.701223772167479e-05,0.004586028019021645,"[10.0, 10.0]"
0.008810866580984728,0.02175582793874112,0.012662065097208667,0.0009525931204196286,0.02175582793874112,1,complete,cahn_hilliard_o6,4.547161675095161e-05,0.003568302255676212,"[10.0, 10.0]"
