L2_err,L_bc_final,L_bc_j0_final,L_bc_j1_final,L_bc_j2_final,L_bc_weighted_final,L_int_final,L_int_last,bc_weight_j0,bc_weight_j1,bc_weight_j2,bc_weights,eval_seed,loss_final,ms_per_step,nan,params,peak_mb,problem,representation,seed,steps,variant
0.7029015822051367,0.21296428810050835,0.14916752140398237,0.06101341123424407,0.002783355462281904,0.01125570881208394,0.006249349088977622,0.006623353973009656,0.02,0.1,0.78,"[0.02, 0.1, 0.78]",54321,0.017505057901061563,873.3593155809033,False,50049,16722.12255859375,poly_d2_o6,real,0,104,vanilla_tanh_direct_ad
0.13601187524940056,0.0025849411436432053,0.0015255840272965474,0.0010349305082655138,2.4426608081144035e-05,0.00015305748567577467,6.454942427616843e-05,6.630241479917559e-05,0.02,0.1,0.78,"[0.02, 0.1, 0.78]",54321,0.0002176069099519431,764.883657972164,False,100098,5732.8291015625,poly_d2_o6,native_complex,0,119,complex_sinh
