L2_err,L_int_last,backend,ms_per_step,nan,order,params,peak_mb,problem,seed,steps,sweep,variant
0.39864567697159414,0.0006147560903161798,jet,10.790168528207353,False,2,6594,183.357421875,chirp_a2,0,6488,2.0,complex_sinh
0.7806849253226835,0.0029007620758338846,jet,18.393496358691316,False,2,8281,221.96533203125,chirp_a2,0,3807,2.0,fourier
0.8384625867626493,0.003240908956219048,jet,18.705184830463637,False,2,6391,222.90673828125,chirp_a2,0,3743,2.0,siren
1.0538631357288188,0.028344229483484036,jet,24.5436086168247,False,2,6633,329.5048828125,chirp_a2,0,2853,2.0,mscale
0.3428637487302723,0.0005347051507741501,jet,10.548528664109307,False,2,6594,183.357421875,chirp_a2,1,6637,2.0,complex_sinh
0.4368672294886813,0.0009929982436122982,jet,18.16565150633787,False,2,8281,221.96533203125,chirp_a2,1,3854,2.0,fourier
0.992875330781757,0.004249961575160246,jet,18.469473344119834,False,2,6391,222.90673828125,chirp_a2,1,3791,2.0,siren
0.8988791522056545,0.029117924472397805,jet,24.474543587352503,False,2,6633,329.5048828125,chirp_a2,1,2861,2.0,mscale
0.3863093026755568,0.0006165088109620411,jet,10.845168726699098,False,2,6594,183.357421875,chirp_a2,2,6455,2.0,complex_sinh
0.9043740790602933,0.0024224346798359378,jet,18.344988846867878,False,2,8281,221.96533203125,chirp_a2,2,3817,2.0,fourier
0.7901099332743532,0.003388134502438462,jet,18.48832810711256,False,2,6391,222.90673828125,chirp_a2,2,3787,2.0,siren
0.42610321050081884,0.014075812121875192,jet,24.4066644331415,False,2,6633,329.5048828125,chirp_a2,2,2869,2.0,mscale
0.5446624075168354,0.006042816576203153,jet,10.500349731060076,False,2,6594,183.357421875,chirp_a4,0,6667,4.0,complex_sinh
0.962709927873391,0.013486499076349745,jet,18.167528967103873,False,2,8281,221.96533203125,chirp_a4,0,3854,4.0,fourier
0.740951285437818,0.013710474311823614,jet,18.46331357906812,False,2,6391,222.90673828125,chirp_a4,0,3792,4.0,siren
1.4894247269097123,0.05501306431127578,jet,24.42888631072709,False,2,6633,329.5048828125,chirp_a4,0,2866,4.0,mscale
0.3708243845634707,0.003738680235559566,jet,10.491417905140741,False,2,6594,183.357421875,chirp_a4,1,6673,4.0,complex_sinh
1.0595027507779724,0.020106401723812853,jet,18.17705259133258,False,2,8281,221.96533203125,chirp_a4,1,3852,4.0,fourier
0.6921868975621581,0.014029209236686083,jet,18.456506679835105,False,2,6391,222.90673828125,chirp_a4,1,3794,4.0,siren
1.5315114770203992,0.06797780057013324,jet,24.49007766290681,False,2,6633,329.5048828125,chirp_a4,1,2859,4.0,mscale
0.44125509712047756,0.00416539234385582,jet,10.575614905328099,False,2,6594,183.357421875,chirp_a4,2,6620,4.0,complex_sinh
0.7332728016895343,0.015354021464502968,jet,18.192813259656628,False,2,8281,221.96533203125,chirp_a4,2,3849,4.0,fourier
0.7139773960654109,0.01445212874941829,jet,18.47100416132043,False,2,6391,222.90673828125,chirp_a4,2,3791,4.0,siren
1.7857709485797535,0.05625352932363681,jet,24.426007444538595,False,2,6633,329.5048828125,chirp_a4,2,2867,4.0,mscale
0.7831840890567925,0.014348212466451769,jet,10.51534929100987,False,2,6594,183.357421875,chirp_a6,0,6658,6.0,complex_sinh
1.2730479532087615,0.019703926666868776,jet,18.190842803696373,False,2,8281,221.96533203125,chirp_a6,0,3849,6.0,fourier
0.9788592363429285,0.023746491780061822,jet,18.46439600774806,False,2,6391,222.90673828125,chirp_a6,0,3792,6.0,siren
1.548049164197754,0.08315991356915088,jet,24.47459985603302,False,2,6633,329.5048828125,chirp_a6,0,2861,6.0,mscale
1.001613653739625,0.011780440825416492,jet,10.511519085034147,False,2,6594,183.357421875,chirp_a6,1,6660,6.0,complex_sinh
1.1945538208459274,0.02109568503863338,jet,18.178213180283613,False,2,8281,221.96533203125,chirp_a6,1,3852,6.0,fourier
0.9291977462722326,0.021026793085052682,jet,18.475009392858496,False,2,6391,222.90673828125,chirp_a6,1,3790,6.0,siren
2.226908382271142,0.06934733263854789,jet,24.422250714063395,False,2,6633,329.5048828125,chirp_a6,1,2867,6.0,mscale
