L2_err,L_int_last,backend,ms_per_step,nan,order,params,peak_mb,problem,seed,steps,sweep,variant
0.2923477967751696,0.002675054527690712,jet,22.04703190278407,False,4,6594,296.8818359375,ch4_a2,0,2722,2.0,complex_sinh
0.4053839246851441,0.004436702109255413,jet,37.66590214849752,False,4,8281,377.0703125,ch4_a2,0,1594,2.0,fourier
0.6424645546210034,0.008034826868253084,jet,39.41301065506273,False,4,6391,383.16748046875,ch4_a2,0,1523,2.0,siren
1.6893604687318349,0.09332839572278581,jet,57.16774096623773,False,4,6633,588.28564453125,ch4_a2,0,1050,2.0,mscale
1.7486048605724238,0.5921074804799054,jet,39.313071962999764,False,4,6391,378.01123046875,ch4_a2,0,1527,2.0,tanh
1.0580508689310635,0.8358054062457313,jet,39.757229064572726,False,4,6391,383.79248046875,ch4_a2,0,1510,2.0,real_sinh
0.5548386642376297,0.001810862090262257,jet,22.00632473589804,False,4,6594,296.8818359375,ch4_a2,1,2727,2.0,complex_sinh
0.3053703019507092,0.0028699544289512054,jet,37.36466925078916,False,4,8281,377.3828125,ch4_a2,1,1607,2.0,fourier
0.41338760879719155,0.0062171245620222864,jet,39.165214513320976,False,4,6391,383.79248046875,ch4_a2,1,1533,2.0,siren
1.0424431937271137,0.07785598564301417,jet,56.997545618928285,False,4,6633,588.28564453125,ch4_a2,1,1053,2.0,mscale
1.7217042027102913,0.7486829636848297,jet,39.334065609197786,False,4,6391,378.01123046875,ch4_a2,1,1526,2.0,tanh
0.9280674267384869,0.24757897543855653,jet,39.85062841382854,False,4,6391,383.79248046875,ch4_a2,1,1507,2.0,real_sinh
0.3026626577158017,0.00605928785890528,jet,22.447481818313285,False,4,6594,296.8818359375,ch4_a3,0,2674,3.0,complex_sinh
0.5939245710477858,0.014818474916930249,jet,37.5311496690847,False,4,8281,377.3828125,ch4_a3,0,1600,3.0,fourier
0.6793910337577457,0.023536420268842628,jet,39.347934021540034,False,4,6391,383.79248046875,ch4_a3,0,1526,3.0,siren
1.8617234548038906,0.2671042008660473,jet,57.34161759167198,False,4,6633,588.28564453125,ch4_a3,0,1047,3.0,mscale
2.872674444125304,0.45178079383352443,jet,39.28309794471487,False,4,6391,378.01123046875,ch4_a3,0,1528,3.0,tanh
1.0002030434697418,0.24461013792574948,jet,39.72613153958226,False,4,6391,383.79248046875,ch4_a3,0,1511,3.0,real_sinh
0.40737908345252893,0.004412354332277736,jet,21.9861882605723,False,4,6594,296.8818359375,ch4_a3,1,2730,3.0,complex_sinh
0.5103191645313009,0.017305988123692585,jet,37.311317797372844,False,4,8281,377.3828125,ch4_a3,1,1609,3.0,fourier
0.7368485715769362,0.03695867158361353,jet,39.10121642635583,False,4,6391,383.79248046875,ch4_a3,1,1535,3.0,siren
1.2707042038912593,0.24427130976130615,jet,56.84991285846935,False,4,6633,588.28564453125,ch4_a3,1,1056,3.0,mscale
1.721681787186416,0.8341669461502675,jet,39.40842301387264,False,4,6391,378.01123046875,ch4_a3,1,1523,3.0,tanh
1.0044187800212443,0.3022514669538784,jet,39.880899947594564,False,4,6391,383.79248046875,ch4_a3,1,1505,3.0,real_sinh
0.42956754699360544,0.022881756799895604,jet,35.24027503064396,False,6,6594,418.14013671875,ch6_a2,0,1703,2.0,complex_sinh
0.6996342329608102,0.32053946750766377,jet,60.85048936941522,False,6,8281,549.07958984375,ch6_a2,0,987,2.0,fourier
0.9771188214175353,3.121585030170496,jet,63.62045655161206,False,6,6391,555.7705078125,ch6_a2,0,944,2.0,siren
1.4746179473703152,0.2345453826437108,jet,94.62721286209549,False,6,6633,904.88720703125,ch6_a2,0,635,2.0,mscale
2.698096379418553,0.8933896745853405,jet,63.55171834350263,False,6,6391,558.1767578125,ch6_a2,0,945,2.0,tanh
1.0641298675895938,0.29106474435367197,jet,64.42917302218885,False,6,6391,563.9580078125,ch6_a2,0,932,2.0,real_sinh
0.5603804219574022,0.01122327218984415,jet,35.22101156369831,False,6,6594,418.14013671875,ch6_a2,1,1704,2.0,complex_sinh
0.8908530297083992,0.7310134725432242,jet,60.749523612859875,False,6,8281,556.64208984375,ch6_a2,1,989,2.0,fourier
0.9644280171973947,0.7073629793194175,jet,63.65727094986722,False,6,6391,563.9580078125,ch6_a2,1,943,2.0,siren
1.1201783604613,0.20564157646369913,jet,94.91884922034933,False,6,6633,904.88720703125,ch6_a2,1,633,2.0,mscale
1.7129853274318725,0.8300490537238222,jet,64.05853484667885,False,6,6391,558.1767578125,ch6_a2,1,938,2.0,tanh
0.9870791997664742,0.25121968145996226,jet,64.50483472427608,False,6,6391,563.9580078125,ch6_a2,1,931,2.0,real_sinh
0.5633589518038367,0.04310311506577638,jet,35.40746728974809,False,6,6594,418.14013671875,ch6_a3,0,1695,3.0,complex_sinh
0.8582098372631362,0.44745587915542046,jet,60.753038837404745,False,6,8281,556.64208984375,ch6_a3,0,988,3.0,fourier
0.9942627880435502,3.504558507471809,jet,63.786139589143154,False,6,6391,563.9580078125,ch6_a3,0,942,3.0,siren
1.6531846300002846,0.3553173716837253,jet,94.61975377199687,False,6,6633,904.88720703125,ch6_a3,0,635,3.0,mscale
2.177888498621371,1.0126152609416215,jet,63.52512544346234,False,6,6391,558.1767578125,ch6_a3,0,945,3.0,tanh
0.996030809334714,0.25149702182408207,jet,64.96035740383573,False,6,6391,563.9580078125,ch6_a3,0,925,3.0,real_sinh
0.960627411864208,0.03363511806857284,jet,35.9311627423617,False,6,6594,418.14013671875,ch6_a3,1,1671,3.0,complex_sinh
0.9945855512817124,1.2792484140628668,jet,61.315721462160134,False,6,8281,556.64208984375,ch6_a3,1,979,3.0,fourier
1.0001693765907338,6.5104109687384,jet,64.20548003625105,False,6,6391,563.9580078125,ch6_a3,1,935,3.0,siren
1.3849210681403228,0.336337750286693,jet,95.96713152104103,False,6,6633,904.88720703125,ch6_a3,1,626,3.0,mscale
1.683560516324236,0.8645436528081542,jet,64.12994552156928,False,6,6391,558.1767578125,ch6_a3,1,936,3.0,tanh
