L2_err,L_bc_final,L_bc_j0_final,L_bc_weighted_final,L_int_final,L_int_last,bc_weight_j0,bc_weights,eval_seed,loss_final,ms_per_step,nan,params,peak_mb,problem,representation,seed,steps,variant
0.0030088947163550614,4.55133846650003e-06,4.55133846650003e-06,1.365401539950009e-06,3.2922802136494616e-06,3.3909502788797734e-06,0.3,[0.3],12345,4.65768175359947e-06,18.267741906096557,False,50049,310.36474609375,poly_d2_o2,real,0,9854,vanilla_tanh_direct_ad
0.00019008854305545576,6.616843753463119e-08,6.616843753463119e-08,1.9850531260389356e-08,1.8102533298124106e-07,1.8144582046137888e-07,0.3,[0.3],12345,2.0087586424163043e-07,60.30152397503489,False,100098,508.7109375,poly_d2_o2,native_complex,0,2986,complex_sinh
