L2_err,L_bc_final,L_int_final,L_int_last,bc_weight,loss_final,ms_per_step,nan,params,peak_mb,problem,seed,steps,variant
0.003406443508131567,3.846596348715471e-05,7.879016377529358e-06,7.94981754630363e-06,0.03,9.032995282144e-06,70.54455236404995,False,100098,572.7421875,chirp_a2,0,426,complex_sinh_weight_control
