L2_err,L_bc_final,L_int_final,L_int_last,bc_weight,loss_final,ms_per_step,nan,params,peak_mb,problem,seed,steps,variant
0.006215423627943653,1.5892171954322813e-06,8.060049501633632e-05,8.148190992742987e-05,3.0,8.536814660263316e-05,72.59017787873745,False,100098,572.7421875,chirp_a2,0,414,complex_sinh_tune_w_3
