L2_err,L_bc_final,L_int_final,L_int_last,bc_weight,loss_final,ms_per_step,nan,params,peak_mb,problem,representation,seed,steps,variant
0.23352487780196413,3.944716851990268e-05,0.004308604777830165,0.004400920336061697,3.0,0.0044269462833898725,72.60848285072451,False,100098,572.88671875,maxwell_a4,native_complex,0,414,complex_sinh_tune_w_3
