L2_err,L_bc_final,L_int_final,L_int_last,bc_weight,loss_final,ms_per_step,nan,params,peak_mb,problem,representation,seed,steps,variant
0.011921038939817705,0.00045538427137677725,3.25369798310317e-05,3.286610850032301e-05,0.01,3.7090822544799477e-05,70.5933494650772,False,100098,572.88671875,maxwell_a4,native_complex,0,426,complex_sinh_weight_control
