L2_err,L_bc_final,L_int_final,L_int_last,bc_weight,loss_final,ms_per_step,nan,params,peak_mb,problem,seed,steps,variant
0.0017202029215846086,3.570937892468013e-06,1.5894667199899164e-05,1.6031034240773048e-05,0.3,1.6965948567639568e-05,72.55881743797336,False,100098,572.7421875,chirp_a2,0,415,complex_sinh_tune_w_p3
