L2_err,L_bc_final,L_int_final,L_int_last,bc_weight,loss_final,ms_per_step,nan,params,peak_mb,problem,seed,steps,variant
0.023146680299787843,3.158065497348832e-05,5.718909510938528e-05,5.8584072138123105e-05,1.0,8.87697500828736e-05,250.38120273716194,False,100098,1759.17626953125,poly_d2_o4,0,121,complex_sinh_tune_w_1
