L2_err,L_bc_final,L_int_final,L_int_last,bc_weight,loss_final,ms_per_step,nan,params,peak_mb,problem,seed,steps,variant
0.058784853966141803,1.0355842451615909e-05,0.0002513837521699282,0.0002594635071507121,10.0,0.00035494217668608733,250.3084908201059,False,100098,1759.17626953125,poly_d2_o4,0,121,complex_sinh_tune_w_10
