L2_err,L_int_last,backend,ms_per_step,nan,order,params,peak_mb,problem,seed,steps,sweep,variant
0.00026367633907085637,4.6313213440277163e-07,jet,71.27383283127821,False,2,100098,548.46337890625,helm_wang_1_1,0,16838,1.0,complex_sinh
0.00028698321202849897,6.44864829188227e-07,jet,67.72620602149199,False,2,66049,507.91650390625,helm_wang_1_1,0,17719,1.0,fourier
0.00042644349815617114,8.533218407303857e-07,jet,61.46106012238045,False,2,50049,508.67236328125,helm_wang_1_1,0,19526,1.0,siren
0.0032444443308791856,0.00018074968403886742,jet,182.5620163855992,False,2,150147,1336.212890625,helm_wang_1_1,0,6574,1.0,mscale
0.0003716850024803278,3.137740918834389e-07,jet,70.93530666159727,False,2,100098,548.46337890625,helm_wang_1_1,1,16918,1.0,complex_sinh
0.0003855319267247329,6.320183231324569e-07,jet,67.92126965435311,False,2,66049,507.91650390625,helm_wang_1_1,1,17669,1.0,fourier
0.0005744112408752744,8.60020090707969e-07,jet,61.68673242768517,False,2,50049,508.67236328125,helm_wang_1_1,1,19454,1.0,siren
0.004856799996815877,0.00012012073225564855,jet,182.69902208080202,False,2,150147,1336.212890625,helm_wang_1_1,1,6569,1.0,mscale
0.00019929133170154352,3.092930753864788e-07,jet,70.77916037610976,False,2,100098,548.46337890625,helm_wang_1_1,2,16955,1.0,complex_sinh
0.000350801357026413,8.281606191845055e-07,jet,67.67856206809196,False,2,66049,507.91650390625,helm_wang_1_1,2,17732,1.0,fourier
0.00019060751903075517,7.363050257027758e-07,jet,61.48929074538327,False,2,50049,508.67236328125,helm_wang_1_1,2,19517,1.0,siren
0.0030725861786824846,9.26114203184283e-05,jet,182.60293135499683,False,2,150147,1336.212890625,helm_wang_1_1,2,6573,1.0,mscale
0.00016134967412741538,6.026549953248604e-07,jet,70.81436811582915,False,2,100098,548.46337890625,helm_wang_1_1,3,16947,1.0,complex_sinh
0.0004328065429411363,6.613309580923043e-07,jet,67.48277047743399,False,2,66049,507.91650390625,helm_wang_1_1,3,17783,1.0,fourier
0.00030199815231964837,7.245031528865038e-07,jet,61.39622426662427,False,2,50049,508.67236328125,helm_wang_1_1,3,19546,1.0,siren
0.0029074378685391674,9.897956987220677e-05,jet,182.513957025728,False,2,150147,1336.212890625,helm_wang_1_1,3,6576,1.0,mscale
0.0009097459710193322,5.4638975155205e-07,jet,75.80520256169275,False,2,100098,548.46337890625,helm_wang_1_1,4,15832,1.0,complex_sinh
0.00046199680398174674,7.940451479513187e-07,jet,74.02048540766162,False,2,66049,507.91650390625,helm_wang_1_1,4,16213,1.0,fourier
0.00036149875535694683,1.1643558183558443e-06,jet,68.25678525936439,False,2,50049,508.67236328125,helm_wang_1_1,4,17582,1.0,siren
0.004773527111975171,0.00016171634213483718,jet,199.47688087965884,False,2,150147,1336.212890625,helm_wang_1_1,4,6017,1.0,mscale
0.00034543919847658885,1.6265366981542933e-06,jet,79.94636211175245,False,2,100098,548.46337890625,helm_wang_1_2,0,15011,2.0,complex_sinh
0.0018049414210017773,2.519200198202746e-06,jet,76.5089523654038,False,2,66049,507.91650390625,helm_wang_1_2,0,15685,2.0,fourier
0.0018483871381212568,1.7188281565533603e-06,jet,67.2166842417054,False,2,50049,508.67236328125,helm_wang_1_2,0,17854,2.0,siren
0.021494345233333045,0.0008254821509652753,jet,199.09317757811968,False,2,150147,1336.212890625,helm_wang_1_2,0,6028,2.0,mscale
0.0006115993627457628,8.600347856784214e-07,jet,82.67775730666541,False,2,100098,548.46337890625,helm_wang_1_2,1,14515,2.0,complex_sinh
0.0014512172564378537,1.9328151182365246e-06,jet,78.9927953377017,False,2,66049,507.91650390625,helm_wang_1_2,1,15192,2.0,fourier
0.0007982783926319028,1.7647516684972708e-06,jet,72.40340632539619,False,2,50049,508.67236328125,helm_wang_1_2,1,16575,2.0,siren
0.024015821996835284,0.0011582585197316725,jet,198.83689265624133,False,2,150147,1336.212890625,helm_wang_1_2,1,6036,2.0,mscale
