geometric_mean,max_error,mean_error,real_sinh_autodiff_loss,real_sinh_autodiff_rel_error,seed,status,task_id,war_loss,war_rel_error,weights
0.04667576815939265,0.3892945945262909,0.19744547037407756,0.04487050324678421,0.3892945945262909,3,complete,cahn_hilliard_2d_o6,2.370011861785315e-05,0.0055963462218642235,"[1.0, 10.0]"
0.04840898183369034,0.31464630365371704,0.16104706260375679,0.05978904291987419,0.31464630365371704,1,complete,cahn_hilliard_2d_o6,6.2268741203297395e-06,0.00744782155379653,"[1.0, 10.0]"
0.054445637729271315,0.615308403968811,0.3100630163680762,0.04102310538291931,0.615308403968811,4,complete,cahn_hilliard_2d_o6,5.815149961563293e-06,0.004817628767341375,"[1.0, 10.0]"
0.06096080673765275,0.605411171913147,0.3057747562415898,0.032661862671375275,0.605411171913147,0,complete,cahn_hilliard_2d_o6,8.269451427622698e-06,0.006138340570032597,"[1.0, 10.0]"
0.06256271312386055,0.63149493932724,0.3188465388957411,0.03684939071536064,0.63149493932724,2,complete,cahn_hilliard_2d_o6,6.794526598241646e-06,0.00619813846424222,"[1.0, 10.0]"
