candidate_id,candidate_index,real_tanh_autodiff_loss,real_tanh_autodiff_rel_error,real_tanh_autodiff_status,real_tanh_autodiff_steps,war_loss,war_rel_error,war_status,war_steps,weight_labels,weight_map,weights
point_000,0,3.3311350762232905e-06,0.4106213450431824,complete,90,3.2382074550696416e-06,0.40833213925361633,complete,486,"[""1e-3"", ""1e-3""]","{""lambda_bc"": 0.001, ""lambda_ic"": 0.001}","[0.001, 0.001]"
point_001,1,3.1273573313228553e-06,0.40892213582992554,complete,93,3.20405683851277e-06,0.40810927748680115,complete,470,"[""1e-3"", ""1e-2""]","{""lambda_bc"": 0.01, ""lambda_ic"": 0.001}","[0.001, 0.01]"
point_002,2,3.3020182854670566e-06,0.4139721989631653,complete,93,2.903022959799273e-06,0.40871357917785645,complete,477,"[""1e-3"", ""1e-1""]","{""lambda_bc"": 0.1, ""lambda_ic"": 0.001}","[0.001, 0.1]"
point_003,3,5.088324542157352e-06,0.41534915566444397,complete,90,3.097738044743892e-06,0.40902382135391235,complete,469,"[""1e-3"", ""1e+0""]","{""lambda_bc"": 1.0, ""lambda_ic"": 0.001}","[0.001, 1.0]"
point_004,4,1.8295570043846965e-05,0.4145996570587158,complete,101,3.6030080536875175e-06,0.4096081852912903,complete,490,"[""1e-3"", ""1e+1""]","{""lambda_bc"": 10.0, ""lambda_ic"": 0.001}","[0.001, 10.0]"
point_005,5,9.635451715439558e-05,0.5664265155792236,complete,90,3.6060860111319926e-06,0.40888503193855286,complete,482,"[""1e-3"", ""1e+2""]","{""lambda_bc"": 100.0, ""lambda_ic"": 0.001}","[0.001, 100.0]"
point_006,6,0.0008768849074840546,0.6430212259292603,complete,101,3.3376520605088444e-06,0.41090282797813416,complete,479,"[""1e-3"", ""1e+3""]","{""lambda_bc"": 1000.0, ""lambda_ic"": 0.001}","[0.001, 1000.0]"
point_007,7,2.989318272739183e-05,0.4158569574356079,complete,96,2.9292719773366116e-05,0.40836891531944275,complete,475,"[""1e-2"", ""1e-3""]","{""lambda_bc"": 0.001, ""lambda_ic"": 0.01}","[0.01, 0.001]"
point_008,8,3.0861068808007985e-05,0.41628098487854004,complete,97,2.9259252187330276e-05,0.4083254039287567,complete,479,"[""1e-2"", ""1e-2""]","{""lambda_bc"": 0.01, ""lambda_ic"": 0.01}","[0.01, 0.01]"
point_009,9,3.0231583878048696e-05,0.41641557216644287,complete,96,3.108954115305096e-05,0.4081196188926697,complete,482,"[""1e-2"", ""1e-1""]","{""lambda_bc"": 0.1, ""lambda_ic"": 0.01}","[0.01, 0.1]"
point_010,10,3.46470478689298e-05,0.4328697621822357,complete,94,3.0356799470609985e-05,0.4101193845272064,complete,480,"[""1e-2"", ""1e+0""]","{""lambda_bc"": 1.0, ""lambda_ic"": 0.01}","[0.01, 1.0]"
point_011,11,4.514168176683597e-05,0.42369917035102844,complete,100,2.7839714675792493e-05,0.41099441051483154,complete,481,"[""1e-2"", ""1e+1""]","{""lambda_bc"": 10.0, ""lambda_ic"": 0.01}","[0.01, 10.0]"
point_012,12,0.00010071921133203432,0.4087654650211334,complete,97,3.1089097319636494e-05,0.41007593274116516,complete,476,"[""1e-2"", ""1e+2""]","{""lambda_bc"": 100.0, ""lambda_ic"": 0.01}","[0.01, 100.0]"
point_013,13,0.00038692442467436194,0.4652468264102936,complete,96,3.4160333598265424e-05,0.4097045063972473,complete,483,"[""1e-2"", ""1e+3""]","{""lambda_bc"": 1000.0, ""lambda_ic"": 0.01}","[0.01, 1000.0]"
