candidate_id,candidate_index,geometric_mean,max_error,mean_error,real_tanh_autodiff_rel_error,war_rel_error,weight_labels,weight_map,weight_sum,weights
point_017,17,0.9974862690678824,0.9977062344551086,0.9974862933158875,0.9977062344551086,0.9972663521766663,"['1e-1', '1e+0']","{'lambda_ic': 0.1, 'lambda_bc': 1.0}",1.1,"[0.1, 1.0]"
point_026,26,0.9991001484968993,0.9991191625595093,0.9991001486778259,0.9991191625595093,0.9990811347961426,"['1e+0', '1e+2']","{'lambda_ic': 1.0, 'lambda_bc': 100.0}",101.0,"[1.0, 100.0]"
point_018,18,0.9991457446768158,0.9992014765739441,0.9991457462310791,0.9992014765739441,0.9990900158882141,"['1e-1', '1e+1']","{'lambda_ic': 0.1, 'lambda_bc': 10.0}",10.1,"[0.1, 10.0]"
point_034,34,0.9991656198224045,0.9995237588882446,0.9991656839847565,0.9995237588882446,0.9988076090812683,"['1e+1', '1e+3']","{'lambda_ic': 10.0, 'lambda_bc': 1000.0}",1010.0,"[10.0, 1000.0]"
point_008,8,0.9991817420292456,0.9992856979370117,0.9991817474365234,0.9992856979370117,0.9990777969360352,"['1e-2', '1e-2']","{'lambda_ic': 0.01, 'lambda_bc': 0.01}",0.02,"[0.01, 0.01]"
point_007,7,0.9992359442059396,0.9994011521339417,0.9992359578609467,0.9994011521339417,0.9990707635879517,"['1e-2', '1e-3']","{'lambda_ic': 0.01, 'lambda_bc': 0.001}",0.011,"[0.01, 0.001]"
point_009,9,0.9992535095938082,0.9993140697479248,0.999253511428833,0.9993140697479248,0.9991929531097412,"['1e-2', '1e-1']","{'lambda_ic': 0.01, 'lambda_bc': 0.1}",0.11,"[0.01, 0.1]"
point_010,10,0.9994664759760291,0.9995419383049011,0.9994664788246155,0.9993910193443298,0.9995419383049011,"['1e-2', '1e+0']","{'lambda_ic': 0.01, 'lambda_bc': 1.0}",1.01,"[0.01, 1.0]"
point_011,11,0.9996901381571629,0.9998092651367188,0.9996901452541351,0.9995710253715515,0.9998092651367188,"['1e-2', '1e+1']","{'lambda_ic': 0.01, 'lambda_bc': 10.0}",10.01,"[0.01, 10.0]"
point_003,3,0.999707936414133,0.9997485876083374,0.9997079372406006,0.9996672868728638,0.9997485876083374,"['1e-3', '1e+0']","{'lambda_ic': 0.001, 'lambda_bc': 1.0}",1.001,"[0.001, 1.0]"
