L2_err,L_bc_final,L_bc_j0_final,L_bc_j1_final,L_bc_weighted_final,L_int_final,L_int_last,bc_weight_j0,bc_weight_j1,bc_weights,eval_seed,loss_final,ms_per_step,nan,params,peak_mb,problem,representation,seed,steps,variant
0.05150081813718975,0.003188593824574785,0.003183846543700154,4.747280874631054e-06,6.64303537812891e-05,4.969970573296874e-06,4.978515051083031e-06,0.02,0.58,"[0.02, 0.58]",12345,7.140032435458597e-05,114.36572425363083,False,50049,2151.84423828125,poly_d2_o4,real,0,1575,vanilla_tanh_direct_ad
0.005207509941434128,3.0794231527733736e-05,2.9414790288583872e-05,1.379441239149867e-06,1.3883717244786003e-06,1.7414652596498996e-06,1.751238600231816e-06,0.02,0.58,"[0.02, 0.58]",12345,3.1298369841285e-06,242.40950486993276,False,100098,1759.21533203125,poly_d2_o4,native_complex,0,744,complex_sinh
