candidate_id,candidate_index,geometric_mean,max_error,mean_error,real_sinh_autodiff_rel_error,war_rel_error,weight_labels,weight_map,weight_sum,weights
point_037,37,0.4668367826412367,0.9816663861274719,0.6018365770578384,0.9816663861274719,0.22200676798820496,"['1e+2', '1e-1']","{'lambda_ic': 100.0, 'lambda_bc': 0.1}",100.1,"[100.0, 0.1]"
point_027,27,0.36259259131871646,0.9926638603210449,0.5625544413924217,0.9926638603210449,0.13244502246379852,"['1e+0', '1e+3']","{'lambda_ic': 1.0, 'lambda_bc': 1000.0}",1001.0,"[1.0, 1000.0]"
point_048,48,0.6906887908677138,0.9964814782142639,0.7376084625720978,0.9964814782142639,0.47873544692993164,"['1e+3', '1e+3']","{'lambda_ic': 1000.0, 'lambda_bc': 1000.0}",2000.0,"[1000.0, 1000.0]"
point_020,20,1.05412035670268,1.114349603652954,1.0557480156421661,0.9971464276313782,1.114349603652954,"['1e-1', '1e+3']","{'lambda_ic': 0.1, 'lambda_bc': 1000.0}",1000.1,"[0.1, 1000.0]"
point_013,13,1.079304783045581,1.1670891046524048,1.0826061964035034,0.998123288154602,1.1670891046524048,"['1e-2', '1e+3']","{'lambda_ic': 0.01, 'lambda_bc': 1000.0}",1000.01,"[0.01, 1000.0]"
point_035,35,0.4849308353333855,1.0012043714523315,0.6180397048592567,1.0012043714523315,0.23487503826618195,"['1e+2', '1e-3']","{'lambda_ic': 100.0, 'lambda_bc': 0.001}",100.001,"[100.0, 0.001]"
point_006,6,1.0835234057664611,1.171817660331726,1.0868498086929321,1.0018819570541382,1.171817660331726,"['1e-3', '1e+3']","{'lambda_ic': 0.001, 'lambda_bc': 1000.0}",1000.001,"[0.001, 1000.0]"
point_019,19,0.3449477615761608,1.0066211223602295,0.5624137111008167,1.0066211223602295,0.11820629984140396,"['1e-1', '1e+2']","{'lambda_ic': 0.1, 'lambda_bc': 100.0}",100.1,"[0.1, 100.0]"
point_038,38,0.48341584253295555,1.0082629919052124,0.6200193539261818,1.0082629919052124,0.23177571594715118,"['1e+2', '1e+0']","{'lambda_ic': 100.0, 'lambda_bc': 1.0}",101.0,"[100.0, 1.0]"
point_025,25,0.3254903528726294,1.0109350681304932,0.557866532355547,1.0109350681304932,0.10479799658060074,"['1e+0', '1e+1']","{'lambda_ic': 1.0, 'lambda_bc': 10.0}",11.0,"[1.0, 10.0]"
point_036,36,0.47167837371472743,1.0173016786575317,0.6179991737008095,1.0173016786575317,0.21869666874408722,"['1e+2', '1e-2']","{'lambda_ic': 100.0, 'lambda_bc': 0.01}",100.01,"[100.0, 0.01]"
