bc_weights,vanilla_L2_err,sinh_L2_err,geometric_mean,max_error,weight_sum
"[3.0, 0.01, 0.03]",0.9988480430397435,0.07915333290404714,0.2811799275753531,0.9988480430397435,3.0399999999999996
"[3.0, 0.03, 0.01]",0.998842224298722,0.08047849252203934,0.2835230439998164,0.998842224298722,3.0399999999999996
"[3.0, 0.03, 0.03]",0.9988457295756027,0.08529387082035564,0.29188254251990703,0.9988457295756027,3.0599999999999996
"[3.0, 0.01, 0.1]",0.9988417184962498,0.0899471315734934,0.29973813149927464,0.9988417184962498,3.11
"[3.0, 0.03, 0.1]",0.9988447068572338,0.0939369509515884,0.30631426058265987,0.9988447068572338,3.13
