bc_weights,vanilla_L2_err,sinh_L2_err,geometric_mean,max_error,weight_sum
"[3.0, 0.01, 0.1]",0.9991449813088458,0.05020959049845039,0.22397915161929471,0.9991449813088458,3.11
"[3.0, 0.01, 0.03]",0.9991453714336298,0.05110419142224342,0.2259657414751022,0.9991453714336298,3.0399999999999996
"[3.0, 0.03, 0.03]",0.9991449721813165,0.05123510751605083,0.22625494486050768,0.9991449721813165,3.0599999999999996
"[3.0, 0.03, 0.1]",0.9991468960069592,0.05144556967924498,0.22671938880106252,0.9991468960069592,3.13
"[3.0, 0.03, 0.01]",0.9991452367241623,0.051908566048654035,0.2277371215078786,0.9991452367241623,3.0399999999999996
"[3.0, 0.01, 0.01]",0.9991522237072817,0.052678099855801686,0.229419791237806,0.9991522237072817,3.0199999999999996
"[3.0, 0.1, 0.01]",0.9991447475067344,0.05336829813251416,0.23091698673435654,0.9991447475067344,3.11
"[3.0, 0.1, 0.03]",0.9991464955214904,0.05390510568469544,0.2320756286980152,0.9991464955214904,3.13
"[0.03, 0.3, 0.01]",0.6513178512305934,0.08630156692545195,0.2370859572554195,0.6513178512305934,0.33999999999999997
"[0.03, 0.3, 0.03]",0.6502182720568138,0.08795353014738547,0.2391422011978017,0.6502182720568138,0.36
"[0.03, 1.0, 0.01]",0.650117040106906,0.08799883804009119,0.23918516701390805,0.650117040106906,1.04
"[3.0, 0.1, 0.1]",0.9991450150753579,0.05742435017833918,0.23953131992419976,0.9991450150753579,3.2
"[0.03, 1.0, 0.03]",0.6495798740866043,0.08841662644963345,0.23965321002714574,0.6495798740866043,1.06
"[0.03, 1.0, 0.1]",0.6487201403180984,0.09042221711506489,0.2421956097346904,0.6487201403180984,1.1300000000000001
"[0.03, 0.3, 0.1]",0.6479691410348394,0.09293925197169375,0.24540123730030153,0.6479691410348394,0.42999999999999994
"[0.03, 1.0, 0.3]",0.650964409359358,0.09441068631460346,0.24790723396867115,0.650964409359358,1.33
"[3.0, 0.01, 0.3]",0.9991457726685761,0.0626242644795858,0.25014149819903336,0.9991457726685761,3.3099999999999996
"[0.03, 0.3, 0.3]",0.6469667255577518,0.09992196211466332,0.25425613982877476,0.6469667255577518,0.6299999999999999
"[3.0, 0.03, 0.3]",0.999145318630346,0.06514383576776835,0.2551238102274851,0.999145318630346,3.3299999999999996
"[0.03, 1.0, 1.0]",0.6515137658259663,0.10048802936607806,0.2558697606844619,0.6515137658259663,2.0300000000000002
"[0.03, 0.3, 1.0]",0.6480281912492084,0.10366136757305479,0.2591823461017089,0.6480281912492084,1.33
"[0.03, 3.0, 0.01]",0.7679230153742711,0.09163148470648598,0.26526576492081694,0.7679230153742711,3.0399999999999996
"[0.03, 3.0, 0.03]",0.7666388586649039,0.09297667851450583,0.26698227412847925,0.7666388586649039,3.0599999999999996
"[3.0, 0.3, 0.01]",0.9991476316305187,0.07225420850252362,0.26868684616228267,0.9991476316305187,3.3099999999999996
"[0.03, 0.3, 3.0]",0.6431363032792701,0.11393223184292635,0.2706916223524777,0.6431363032792701,3.33
"[3.0, 0.1, 0.3]",0.9991457714295061,0.07385675353732994,0.271649890462585,0.9991457714295061,3.4
"[3.0, 0.3, 0.03]",0.9991476502828952,0.07410568442533333,0.272107553122249,0.9991476502828952,3.3299999999999996
"[0.03, 3.0, 0.1]",0.7683979481530151,0.09760653197707354,0.27386248172671435,0.7683979481530151,3.13
"[0.03, 0.1, 0.01]",0.6665533243887145,0.113913669036447,0.27555314331279096,0.6665533243887145,0.14
"[0.03, 0.1, 0.03]",0.6724166045060336,0.11444783111530575,0.2774105657534224,0.6724166045060336,0.16
"[0.03, 0.1, 0.1]",0.6673388822825204,0.11591663128066985,0.27812888227725874,0.6673388822825204,0.23
"[0.03, 0.1, 1.0]",0.6638759096311063,0.11700603039270127,0.2787068080605126,0.6638759096311063,1.13
"[0.03, 0.1, 3.0]",0.6549918677598163,0.11865042718959602,0.2787742185271328,0.6549918677598163,3.13
"[0.03, 0.1, 0.3]",0.6691887090000672,0.11881701712811978,0.2819769605822528,0.6691887090000672,0.43
"[3.0, 0.3, 0.1]",0.9991480918903631,0.08070371808939288,0.28396296578510843,0.9991480918903631,3.4
"[0.01, 1.0, 1.0]",0.5817565097136366,0.1405969312740784,0.2859950699128499,0.5817565097136366,2.01
"[0.03, 0.03, 3.0]",0.6620285553574369,0.12687559724744657,0.2898193719471475,0.6620285553574369,3.06
"[0.03, 3.0, 0.3]",0.7728468409325455,0.10871674955711513,0.28986444495948643,0.7728468409325455,3.3299999999999996
"[0.03, 1.0, 3.0]",0.6609058674261117,0.12886027030823172,0.29182958850127777,0.6609058674261117,4.03
"[0.01, 1.0, 0.3]",0.5970052854092399,0.142940353912972,0.2921235128919129,0.5970052854092399,1.31
"[0.01, 1.0, 0.1]",0.592715338218434,0.14471440911441902,0.2928727538425753,0.592715338218434,1.11
"[0.03, 0.03, 0.3]",0.6644965431479559,0.12913360321704695,0.29293144751283956,0.6644965431479559,0.36
"[0.03, 0.03, 1.0]",0.6694896787678448,0.1288050575966224,0.29365567699950307,0.6694896787678448,1.06
"[0.03, 0.01, 3.0]",0.6639636994551992,0.13029785882559483,0.29413100546683824,0.6639636994551992,3.04
"[0.01, 1.0, 0.01]",0.5944379343943227,0.14695342945936027,0.2955582735434485,0.5944379343943227,1.02
"[0.01, 1.0, 0.03]",0.599513521982627,0.14624261592161747,0.29609867567269105,0.599513521982627,1.04
"[0.01, 1.0, 3.0]",0.5669070235626223,0.15816445568602247,0.29944037938522133,0.5669070235626223,4.01
"[0.03, 0.01, 0.3]",0.6681384278048508,0.13446601107825218,0.2997363995830554,0.6681384278048508,0.33999999999999997
"[0.03, 0.01, 1.0]",0.6776539075867627,0.13317664769090934,0.3004125092386306,0.6776539075867627,1.04
"[0.03, 0.03, 0.1]",0.6746754337840078,0.13523092109307455,0.30205459829223097,0.6746754337840078,0.16
"[0.03, 3.0, 1.0]",0.7694623937632163,0.12253313776267409,0.3070580425557767,0.7694623937632163,4.029999999999999
"[0.03, 0.03, 0.03]",0.6747408895291989,0.1415601979265062,0.3090573633985449,0.6747408895291989,0.09
"[0.03, 0.03, 0.01]",0.6660736899490307,0.14413989173940348,0.30985123778955326,0.6660736899490307,0.06999999999999999
"[3.0, 0.3, 0.3]",0.9991474425902113,0.09736183511588088,0.31189554110618867,0.9991474425902113,3.5999999999999996
"[3.0, 0.01, 1.0]",0.9991447431416867,0.09871255883221203,0.3140511650022479,0.9991447431416867,4.01
"[0.03, 0.01, 0.1]",0.6777978193999371,0.14663808971417452,0.315263346187342,0.6777978193999371,0.14
"[3.0, 0.03, 1.0]",0.9991466833889314,0.10029494712672063,0.3165586261379259,0.9991466833889314,4.029999999999999
"[3.0, 0.1, 1.0]",0.9991472081173188,0.10610548094676142,0.3255994395786056,0.9991472081173188,4.1
"[3.0, 0.01, 3.0]",0.9991451022743176,0.1082861253398967,0.3289278823353543,0.9991451022743176,6.01
"[0.03, 0.01, 0.03]",0.686455870226738,0.15799001221447947,0.32932229095799676,0.686455870226738,0.07
"[3.0, 0.03, 3.0]",0.9991474955933362,0.10916286287477685,0.3302571741130419,0.9991474955933362,6.029999999999999
"[0.03, 0.01, 0.01]",0.6799515146654387,0.16268980650783352,0.33259762530064546,0.6799515146654387,0.05
"[0.03, 3.0, 3.0]",0.7773915409233543,0.14305783943360736,0.33348456371840934,0.7773915409233543,6.029999999999999
"[3.0, 0.1, 3.0]",0.9991481580365268,0.11221026543378139,0.334835302829544,0.9991481580365268,6.1
"[0.01, 3.0, 0.1]",0.6909214357942763,0.16395299734342028,0.33656892359112883,0.6909214357942763,3.11
"[0.01, 3.0, 0.01]",0.6925054367159106,0.16409671046674124,0.33710215683886535,0.6925054367159106,3.0199999999999996
"[0.01, 3.0, 0.03]",0.6929671200860889,0.16406534080230198,0.3371822752187812,0.6929671200860889,3.0399999999999996
"[0.01, 3.0, 0.3]",0.693297926062121,0.16748236244177075,0.34075676740582006,0.693297926062121,3.3099999999999996
"[0.1, 0.1, 0.01]",0.9248109575317711,0.12769813527334262,0.3436519092878164,0.9248109575317711,0.21000000000000002
"[0.01, 3.0, 1.0]",0.6945916014510614,0.1711706452572559,0.34480964692225313,0.6945916014510614,4.01
"[3.0, 0.3, 3.0]",0.9991474160875546,0.12009643217746349,0.3464015587312605,0.9991474160875546,6.3
"[3.0, 0.3, 1.0]",0.9991484019871353,0.12064165606431043,0.3471871510723537,0.9991484019871353,4.3
"[0.1, 0.1, 0.03]",0.9239535222265938,0.1308195610458528,0.3476653480064595,0.9239535222265938,0.23
"[0.1, 1.0, 1.0]",0.9347654842492764,0.13277852638627138,0.3523021196577851,0.9347654842492764,2.1
"[3.0, 3.0, 1.0]",0.9991636520271288,0.12507928751700453,0.353517577651298,0.9991636520271288,7.0
"[0.3, 0.01, 0.01]",0.9909209515183498,0.12622101429994081,0.3536595079899713,0.9909209515183498,0.32
"[3.0, 3.0, 3.0]",0.9991641691805989,0.12599657356750352,0.35481158626541054,0.9991641691805989,9.0
"[0.01, 3.0, 3.0]",0.6985168323354767,0.1803274407359245,0.354910908096696,0.6985168323354767,6.01
"[0.3, 0.03, 0.01]",0.9909132679242894,0.13061914106285322,0.3597669244442235,0.9909132679242894,0.33999999999999997
"[0.1, 0.03, 0.01]",0.9230223333961625,0.14046560877648637,0.3600734563596502,0.9230223333961625,0.14
"[0.1, 0.1, 0.1]",0.9233328663192782,0.1409191516196012,0.3607149625177854,0.9233328663192782,0.30000000000000004
"[0.3, 0.01, 0.03]",0.9909142757344348,0.1315148911780974,0.36099859160395265,0.9909142757344348,0.33999999999999997
"[0.1, 0.3, 3.0]",0.9289338175653666,0.1406183032355579,0.3614209419003984,0.9289338175653666,3.4
"[0.1, 0.03, 0.03]",0.9247723650558973,0.14139987640410265,0.3616112527574793,0.9247723650558973,0.16
"[3.0, 3.0, 0.3]",0.9991637223296902,0.13125633221385058,0.36214163731078114,0.9991637223296902,6.3
"[0.01, 0.3, 3.0]",0.8927184012048552,0.1474346865470124,0.3627914795807474,0.8927184012048552,3.31
"[3.0, 1.0, 0.01]",0.9991521404961256,0.13243096588276274,0.3637563511881707,0.9991521404961256,4.01
"[0.1, 0.3, 0.01]",0.930501094875995,0.14302772148944748,0.36481152866041633,0.930501094875995,0.41000000000000003
"[0.1, 1.0, 3.0]",0.9343117929865314,0.1424473882945786,0.36481539819990655,0.9343117929865314,4.1
"[3.0, 1.0, 0.03]",0.9991510794315797,0.13346303869670284,0.3651708356071571,0.9991510794315797,4.03
"[3.0, 1.0, 3.0]",0.9991517350185233,0.13348327124516252,0.36519863370575784,0.9991517350185233,7.0
