L2_err,L_bc_final,L_int_final,L_int_last,bc_weight,loss_final,ms_per_step,nan,params,peak_mb,problem,representation,seed,steps,variant,wire_sigma,wire_upstream_commit
1.4134158126675642,0.14436661622176253,0.1353061575220652,0.13688527887739826,3.0,0.5684060061873528,43.22587161479022,False,49592,809.84521484375,chirp_a2,complex_gabor_real_output,0,695,wire,10.0,bf95232e0f60434bcbd9b4398ef4c11490832526
