L2_err,L_bc_final,L_int_final,L_int_last,bc_weight,loss_final,ms_per_step,nan,params,peak_mb,problem,representation,seed,steps,variant,wire_sigma,wire_upstream_commit
1.4105427378557813,0.14603663989456395,0.0230600932053386,0.023501773739463445,1.0,0.16909673309990256,43.05739619937275,False,49592,809.84521484375,chirp_a2,complex_gabor_real_output,0,698,wire,10.0,bf95232e0f60434bcbd9b4398ef4c11490832526
