L2_err,L_bc_final,L_int_final,L_int_last,bc_weight,loss_final,ms_per_step,nan,params,peak_mb,problem,representation,seed,steps,variant
0.0013403000959216393,5.75741157659092e-07,1.2031705338024658e-06,1.204487411120714e-06,0.1,1.260744649568375e-06,1.257339780970671,False,512,104.28173828125,maxwell_a4,native_complex_plane_wave,0,23860,pwnn
