L2_err,L_bc_final,L_int_final,L_int_last,bc_weight,loss_final,ms_per_step,nan,params,peak_mb,problem,representation,seed,steps,variant,wire_sigma,wire_upstream_commit
1.1459727006217173,0.25012925078122666,0.14449015733561027,0.14655190882566316,0.01,0.14699144984342255,43.04200832072891,False,49592,809.84521484375,chirp_a2,complex_gabor_real_output,0,698,wire,10.0,bf95232e0f60434bcbd9b4398ef4c11490832526
